pvu,pvc,nu1,nu2,control
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.15,0.21,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.03,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.02,0.01,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.04,0.05,0.8,1.0,False
0.01,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.01,0.8,1.0,False
0.12,0.16,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.01,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.01,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.02,0.8,1.0,False
0.02,0.04,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.06,0.8,1.0,False
0.11,0.18,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.01,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.02,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.07,0.1,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.05,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.01,0.0,0.8,1.0,False
1.0,0.01,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.02,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
1.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.01,0.8,1.0,False
0.02,0.02,0.8,1.0,False
1.0,0.01,0.8,1.0,False
0.0,0.0,0.8,1.0,False
0.0,0.0,0.8,1.0,False
