pvu,pvc,nu1,nu2,control
1.0,0.0,0.0,0.8,False
0.0,0.01,0.0,0.8,False
1.0,0.03,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.03,0.05,0.0,0.8,False
0.01,0.04,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.03,0.0,0.8,False
0.0,0.03,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.04,0.0,0.8,False
1.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.04,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.01,0.04,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.08,0.12,0.0,0.8,False
0.14,0.23,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.01,0.03,0.0,0.8,False
0.0,0.01,0.0,0.8,False
1.0,0.01,0.0,0.8,False
0.01,0.03,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.02,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.01,0.04,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.01,0.0,0.8,False
1.0,0.01,0.0,0.8,False
1.0,0.04,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.01,0.05,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.03,0.07,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.01,0.05,0.0,0.8,False
0.0,0.02,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.0,0.01,0.0,0.8,False
0.0,0.0,0.0,0.8,False
0.02,0.05,0.0,0.8,False
0.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
1.0,0.0,0.0,0.8,False
