pvu,pvc,nu1,nu2,control
0.03,0.06,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.01,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.04,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.04,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.01,0.0,0.6,False
0.0,0.04,0.0,0.6,False
0.09,0.11,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.01,0.03,0.0,0.6,False
0.0,0.04,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.04,0.0,0.6,False
0.04,0.08,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.04,0.0,0.6,False
0.0,0.02,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.01,0.03,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.17,0.2,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.01,0.02,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.02,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.04,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.01,0.02,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.02,0.03,0.0,0.6,False
1.0,0.04,0.0,0.6,False
1.0,0.04,0.0,0.6,False
1.0,0.12,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.01,0.02,0.0,0.6,False
0.0,0.01,0.0,0.6,False
0.0,0.01,0.0,0.6,False
1.0,0.03,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.02,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.02,0.0,0.6,False
0.01,0.03,0.0,0.6,False
0.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.01,0.0,0.6,False
0.0,0.01,0.0,0.6,False
0.03,0.05,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.02,0.03,0.0,0.6,False
1.0,0.0,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.03,0.06,0.0,0.6,False
1.0,0.0,0.0,0.6,False
0.0,0.0,0.0,0.6,False
