pvu,pvc,nu1,nu2,control
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.02,0.8,0.2,False
0.09,0.1,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.01,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.02,0.03,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.02,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.03,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.01,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.02,0.8,0.2,False
0.09,0.1,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.06,0.09,0.8,0.2,False
0.01,0.04,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.05,0.08,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.05,0.08,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.13,0.12,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.07,0.8,0.2,False
1.0,0.01,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.15,0.13,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.01,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.02,0.8,0.2,False
1.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
0.0,0.0,0.8,0.2,False
1.0,0.0,0.8,0.2,False
