pvu,pvc,nu1,nu2,control
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.02,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.01,0.05,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.01,0.03,0.4,0.8,False
0.11,0.22,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.02,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.04,0.08,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.05,0.1,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.01,0.05,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.01,0.04,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.03,0.1,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.11,0.23,0.4,0.8,False
1.0,0.01,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.04,0.07,0.4,0.8,False
1.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
0.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
1.0,0.0,0.4,0.8,False
