pvu,pvc,nu1,nu2,control
1.0,0.0,0.6,1.0,False
1.0,0.02,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.04,0.16,0.6,1.0,False
0.0,0.04,0.6,1.0,False
0.0,0.06,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.0,0.6,1.0,False
0.0,0.02,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.0,0.6,1.0,False
0.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.01,0.07,0.6,1.0,False
1.0,0.02,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.03,0.6,1.0,False
0.0,0.02,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.0,0.6,1.0,False
0.0,0.05,0.6,1.0,False
1.0,0.02,0.6,1.0,False
1.0,0.0,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.02,0.6,1.0,False
1.0,0.03,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.02,0.07,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.05,0.15,0.6,1.0,False
1.0,0.09,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.03,0.6,1.0,False
0.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.02,0.6,1.0,False
0.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.01,0.07,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.03,0.08,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.64,0.8,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.02,0.6,1.0,False
1.0,0.0,0.6,1.0,False
1.0,0.0,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.02,0.6,1.0,False
1.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.01,0.07,0.6,1.0,False
1.0,0.01,0.6,1.0,False
1.0,0.0,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.01,0.6,1.0,False
0.0,0.06,0.6,1.0,False
1.0,0.01,0.6,1.0,False
