p_value,run,p_value_constrained,type,nu2,sigma_constrained,nu1,alpha_constrained,x_min,alpha,sigma
0.5052,44,0.0,treatment,0.8,0.0454951005126,0.0,3.03561979496,3.0,3.27587715436,0.0802639986529
0.824,45,0.0012,treatment,0.8,0.0456162354643,0.0,3.04103982267,3.0,3.2585820074,0.0800030793332
0.002,46,0.0052,treatment,0.8,0.045706935388,0.0,3.04509807418,2.0,3.04509807418,0.045706935388
0.0016,47,0.0044,treatment,0.8,0.0455547789113,0.0,3.0382900282,2.0,3.0382900282,0.0455547789113
0.1236,48,0.0,treatment,0.8,0.0449235853069,0.0,3.01004808168,3.0,3.33652781657,0.0809558906294
0.564,49,0.0,treatment,0.8,0.0450193810322,0.0,3.01433433828,4.0,3.38823578332,0.118526151806
0.8552,50,0.0152,treatment,0.8,0.0455671322043,0.0,3.03884276042,5.0,3.52170083912,0.165557770962
0.4904,51,0.0,treatment,0.8,0.0450865133628,0.0,3.01733808812,6.0,3.64270896163,0.219465033832
0.9076,52,0.002,treatment,0.8,0.0456748069882,0.0,3.04366053023,4.0,3.48543611995,0.122896906587
0.9496,53,0.0008,treatment,0.8,0.04584809069,0.0,3.05141388673,3.0,3.26033422673,0.080368232937
0.6296,54,0.0012,treatment,0.8,0.045750510856,0.0,3.04704780248,4.0,3.39456645329,0.120179845282
0.0096,55,0.0236,treatment,0.8,0.0451941759058,0.0,3.02215531023,2.0,3.02215531023,0.0451941759058
0.03,56,0.0536,treatment,0.8,0.0456589645246,0.0,3.04295167956,2.0,3.04295167956,0.0456589645246
0.4236,57,0.0,treatment,0.8,0.0446192253637,0.0,2.99642988724,5.0,3.8138809528,0.179772259745
0.0592,58,0.0008,treatment,0.8,0.0453520376753,0.0,3.0292186322,3.0,3.2429882147,0.0792520917488
0.7044,59,0.0,treatment,0.8,0.0451474001991,0.0,3.02006239135,3.0,3.2723166928,0.0796936257687
0.918,60,0.0004,treatment,0.8,0.0451445413663,0.0,3.01993447656,4.0,3.44222911781,0.120908358019
0.3488,61,0.0028,treatment,0.8,0.0453931436672,0.0,3.03105786697,5.0,3.55785751191,0.16650234196
0.0924,62,0.0,treatment,0.8,0.0450675633379,0.0,3.01649019362,3.0,3.22923026749,0.0785212871638
0.1076,63,0.0052,treatment,0.8,0.0457358435002,0.0,3.0463915305,3.0,3.22683008556,0.0793779199001
0.2252,64,0.0,treatment,0.8,0.0454615474648,0.0,3.03411850696,3.0,3.24314582702,0.0794065015146
0.7336,65,0.0,treatment,0.8,0.0451434956009,0.0,3.01988768513,4.0,3.47321999617,0.123506712787
0.5692,66,0.0016,treatment,0.8,0.0453761350578,0.0,3.0302968386,4.0,3.38152650587,0.118339003496
0.4052,67,0.0072,treatment,0.8,0.045578949863,0.0,3.03937152637,5.0,3.53492902204,0.165713494217
0.6648,68,0.0012,treatment,0.8,0.0451473229469,0.0,3.0200589348,6.0,3.656732146,0.219123574236
0.9096,69,0.0004,treatment,0.8,0.0448557520149,0.0,3.00701296822,6.0,3.84890188458,0.231840347384
0.0056,70,0.018,treatment,0.8,0.0455279977217,0.0,3.0370917383,2.0,3.0370917383,0.0455279977217
0.426,71,0.0056,treatment,0.8,0.0453632879792,0.0,3.02972201258,5.0,3.54974353155,0.164585237246
0.0,72,0.0012,treatment,0.8,0.0453167493913,0.0,3.02763970329,2.0,3.02763970329,0.0453167493913
0.3036,73,0.0084,treatment,0.8,0.045626679419,0.0,3.04150712401,4.0,3.44613193802,0.120953439871
0.8824,74,0.0012,treatment,0.8,0.0457204714844,0.0,3.04570372941,3.0,3.2485379003,0.0798983151829
0.4608,75,0.0008,treatment,0.8,0.0457214945222,0.0,3.04574950393,4.0,3.42837934863,0.121571026311
0.0288,76,0.0008,treatment,0.8,0.0449020237031,0.0,3.00908333544,3.0,3.2126631819,0.0778894329339
0.2804,77,0.0,treatment,0.8,0.0453617254545,0.0,3.02965209942,5.0,3.695638894,0.176597175608
0.002,78,0.0048,treatment,0.8,0.0451510824484,0.0,3.02022714887,2.0,3.02022714887,0.0451510824484
0.6332,79,0.0,treatment,0.8,0.0449632557913,0.0,3.01182308652,4.0,3.44119100769,0.121303756428
0.7408,80,0.0096,treatment,0.8,0.0455373985765,0.0,3.03751236746,5.0,3.44751097325,0.158982921942
0.59,81,0.0004,treatment,0.8,0.0447941418,0.0,3.00425629835,5.0,3.69131126357,0.171941569541
0.486,82,0.0,treatment,0.8,0.0451938256494,0.0,3.02213963846,3.0,3.27838680412,0.0799065138672
0.468,83,0.0004,treatment,0.8,0.0453964610546,0.0,3.0312062992,3.0,3.23934434048,0.0792223078534
0.0036,84,0.0132,treatment,0.8,0.0454804200824,0.0,3.03496293798,2.0,3.03496293798,0.0454804200824
0.0,85,0.0004,treatment,0.8,0.044893352541,0.0,3.00869535543,2.0,3.00869535543,0.044893352541
0.8892,86,0.0112,treatment,0.8,0.0456282004387,0.0,3.04157518007,4.0,3.39090988123,0.118952212513
0.5248,87,0.0,treatment,0.8,0.04537832175,0.0,3.03039467933,3.0,3.27456380665,0.080068438125
0.2792,88,0.0096,treatment,0.8,0.0454061477898,0.0,3.03163971972,4.0,3.30163263199,0.115370419084
0.194,89,0.0,treatment,0.8,0.044976085273,0.0,3.01239712519,4.0,3.49214595333,0.123683126955
0.822,90,0.0044,treatment,0.8,0.0454287914818,0.0,3.03265288261,5.0,3.51672441552,0.16452342186
0.1044,91,0.002,treatment,0.8,0.0456321407597,0.0,3.04175148467,3.0,3.23706997307,0.0794908201328
0.0028,92,0.0096,treatment,0.8,0.0453383022019,0.0,3.02860405609,2.0,3.02860405609,0.0453383022019
0.9548,93,0.0144,treatment,0.8,0.0454670111514,0.0,3.0343629726,4.0,3.48993349045,0.121496313748
0.2296,94,0.0004,treatment,0.8,0.0453068576074,0.0,3.02719710813,4.0,3.40565407117,0.119390606917
0.6612,95,0.0004,treatment,0.8,0.0452016334851,0.0,3.02248899003,3.0,3.2607349688,0.0794832087214
0.0296,96,0.0004,treatment,0.8,0.0452284551905,0.0,3.02368909276,3.0,3.25955311027,0.0794908010288
0.3232,97,0.0244,treatment,0.8,0.0460803468905,0.0,3.06180589189,3.0,3.20930603593,0.0794118655697
0.0028,98,0.0088,treatment,0.8,0.0455932794545,0.0,3.04001268552,2.0,3.04001268552,0.0455932794545
0.3524,99,0.0,treatment,0.8,0.0454483594292,0.0,3.03352842527,5.0,3.27363211162,0.156895521484
0.0792,0,0.0,treatment,1.0,0.0451913959769,0.0,3.02203092588,3.0,3.26879156252,0.0796680470705
0.0708,1,0.0928,treatment,1.0,0.0457373453287,0.0,3.04645872789,2.0,3.04645872789,0.0457373453287
0.532,2,0.0028,treatment,1.0,0.045567433413,0.0,3.03885623762,5.0,3.48071256285,0.160463956242
0.2356,3,0.0008,treatment,1.0,0.0455847172504,0.0,3.0396295807,3.0,3.28790385036,0.0806881475178
0.2608,4,0.0,treatment,1.0,0.0451227700134,0.0,3.01896034535,3.0,3.24570958164,0.0790037873911
0.4344,5,0.0056,treatment,1.0,0.0455375070281,0.0,3.03751721999,3.0,3.20628360147,0.0785955990205
0.4388,6,0.0004,treatment,1.0,0.0451997079192,0.0,3.02240283306,5.0,3.55689205432,0.16679324668
0.0144,7,0.0392,treatment,1.0,0.0456327116261,0.0,3.04177702736,2.0,3.04177702736,0.0456327116261
0.2096,8,0.0,treatment,1.0,0.044776686872,0.0,3.00347530003,4.0,3.42978929323,0.120292494932
0.0008,9,0.0056,treatment,1.0,0.0453316316452,0.0,3.0283055906,2.0,3.0283055906,0.0453316316452
0.4316,10,0.0,treatment,1.0,0.0451636707711,0.0,3.02079039718,6.0,3.44183003542,0.208619618961
0.2896,11,0.002,treatment,1.0,0.0454029219049,0.0,3.03149538164,4.0,3.45335982545,0.121015315766
0.1244,12,0.006,treatment,1.0,0.0456287574141,0.0,3.04160010122,3.0,3.21315071566,0.0788903030248
0.0008,13,0.0092,treatment,1.0,0.0454853962647,0.0,3.03518559086,2.0,3.03518559086,0.0454853962647
0.752,14,0.0004,treatment,1.0,0.0455242068602,0.0,3.03692212108,3.0,3.24663934859,0.0795800486545
0.36,15,0.002,treatment,1.0,0.0452181370107,0.0,3.02322741907,3.0,3.20281487134,0.0780767030203
0.5344,16,0.0,treatment,1.0,0.0446581131538,0.0,2.99816987142,4.0,3.50122383436,0.120901217397
0.854,17,0.0,treatment,1.0,0.0448930748035,0.0,3.00868292843,5.0,3.57314174904,0.166442703281
0.578,18,0.0012,treatment,1.0,0.0454371880728,0.0,3.03302857728,5.0,3.49349910234,0.162657946459
0.85,19,0.0104,treatment,1.0,0.0457617001726,0.0,3.04754845407,3.0,3.20676473778,0.0789137459129
0.9888,20,0.0,treatment,1.0,0.0452544035293,0.0,3.02485011783,3.0,3.31028748137,0.0807773074978
0.0344,21,0.0564,treatment,1.0,0.0455212714822,0.0,3.03679078136,2.0,3.03679078136,0.0455212714822
0.7192,22,0.0,treatment,1.0,0.0453456648399,0.0,3.02893348786,3.0,3.30831292876,0.0808566752661
0.0764,23,0.0964,treatment,1.0,0.0457799100783,0.0,3.0483632329,2.0,3.0483632329,0.0457799100783
0.0032,24,0.0,treatment,1.0,0.045373308523,0.0,3.03017036893,3.0,3.2929208084,0.0805153394918
0.3924,25,0.0,treatment,1.0,0.0452505743829,0.0,3.0246787876,4.0,3.48754938829,0.122404303276
0.5728,26,0.0,treatment,1.0,0.0448195570391,0.0,3.00539347055,4.0,3.51318493253,0.122195232939
0.7676,27,0.0004,treatment,1.0,0.0454001282619,0.0,3.03137038368,3.0,3.25392563089,0.0795888808947
0.3296,28,0.0,treatment,1.0,0.0448853321121,0.0,3.00833649165,3.0,3.27941388917,0.0795036891685
0.0216,29,0.0452,treatment,1.0,0.0456127226588,0.0,3.04088264671,2.0,3.04088264671,0.0456127226588
0.3544,30,0.0,treatment,1.0,0.0454969741439,0.0,3.03570362819,3.0,3.29050910979,0.0806297393796
0.0,31,0.0036,treatment,1.0,0.04521423925,0.0,3.02305301877,2.0,3.02305301877,0.04521423925
0.0,32,0.0016,treatment,1.0,0.0452491324002,0.0,3.02461426793,2.0,3.02461426793,0.0452491324002
0.5752,33,0.0,treatment,1.0,0.0448834492322,0.0,3.00825224461,3.0,3.34049897523,0.0809963069539
0.0008,34,0.0084,treatment,1.0,0.0455097503481,0.0,3.03627528302,2.0,3.03627528302,0.0455097503481
0.6668,35,0.0,treatment,1.0,0.0449376677349,0.0,3.01067818183,4.0,3.46482777712,0.121433348722
0.6072,36,0.0,treatment,1.0,0.0450694631766,0.0,3.01657519946,4.0,3.41671778493,0.119499003607
0.6672,37,0.0,treatment,1.0,0.0450988418655,0.0,3.01788971113,3.0,3.29396349037,0.0801575714317
0.2828,38,0.002,treatment,1.0,0.0454625049815,0.0,3.03416134982,3.0,3.22459744536,0.0789480091804
0.6148,39,0.0024,treatment,1.0,0.0457966175147,0.0,3.04911078566,4.0,3.36904092573,0.119350557617
0.0012,40,0.012,treatment,1.0,0.0454211586089,0.0,3.03231135952,2.0,3.03231135952,0.0454211586089
0.288,41,0.0,treatment,1.0,0.0454302701801,0.0,3.03271904506,4.0,3.43388844546,0.121240619242
0.0,42,0.0016,treatment,1.0,0.0450923898635,0.0,3.0176010246,2.0,3.0176010246,0.0450923898635
0.65,43,0.0,treatment,1.0,0.0452442006879,0.0,3.0243936048,4.0,3.44929811937,0.12081496658
0.4324,44,0.0,treatment,1.0,0.0454902598651,0.0,3.03540320641,3.0,3.26096986817,0.079887442234
0.8616,45,0.0004,treatment,1.0,0.0449662878873,0.0,3.01195875376,4.0,3.46369888824,0.120216196238
0.9036,46,0.0,treatment,1.0,0.0454477241987,0.0,3.03350000269,3.0,3.29340568265,0.0806318498509
0.0764,47,0.0048,treatment,1.0,0.0452891174137,0.0,3.02640334596,3.0,3.20255242593,0.0781656607155
0.0048,48,0.0208,treatment,1.0,0.0456029576182,0.0,3.04044572252,2.0,3.04044572252,0.0456029576182
0.0,49,0.0004,treatment,1.0,0.0449239963342,0.0,3.01006647257,2.0,3.01006647257,0.0449239963342
0.1476,50,0.0,treatment,1.0,0.0449943635195,0.0,3.01321496183,4.0,3.40892623759,0.118679277542
0.0,51,0.0016,treatment,1.0,0.0453097916979,0.0,3.02732839024,2.0,3.02732839024,0.0453097916979
0.1476,52,0.0,treatment,1.0,0.0453055187067,0.0,3.02713720074,4.0,3.44197879882,0.121193372881
0.3684,53,0.0,treatment,1.0,0.0451151009901,0.0,3.01861720476,4.0,3.46009509882,0.121347542301
0.2772,54,0.0016,treatment,1.0,0.0451591707518,0.0,3.0205890496,4.0,3.38890859167,0.117836170854
0.1512,55,0.0,treatment,1.0,0.0447120899791,0.0,3.00058499509,3.0,3.27940598394,0.0792627122738
0.7856,56,0.0,treatment,1.0,0.0452260163453,0.0,3.02357996976,3.0,3.29218323136,0.0802916766088
0.2672,57,0.0012,treatment,1.0,0.0453002955363,0.0,3.02690349669,5.0,3.62556442153,0.167741157882
0.2304,58,0.0,treatment,1.0,0.0453373751004,0.0,3.02856257413,3.0,3.32163374633,0.0811740203488
0.0,59,0.0032,treatment,1.0,0.0452452731479,0.0,3.02444159064,2.0,3.02444159064,0.0452452731479
0.5772,60,0.0028,treatment,1.0,0.0451335409721,0.0,3.01944227806,4.0,3.3958427355,0.118034699658
0.7704,61,0.0008,treatment,1.0,0.0453944121493,0.0,3.03111462357,4.0,3.3619692118,0.118693418817
0.2604,62,0.002,treatment,1.0,0.0456671104314,0.0,3.04331615769,3.0,3.22279778631,0.0791838924972
0.4524,63,0.016,treatment,1.0,0.0457581783289,0.0,3.0473908737,3.0,3.19692424253,0.0786625063607
0.53,64,0.0,treatment,1.0,0.0448947511842,0.0,3.00875793593,5.0,3.52839865779,0.16564090345
0.354,65,0.0,treatment,1.0,0.0454713535035,0.0,3.03455726556,3.0,3.26798946662,0.0800356102305
0.1448,66,0.0,treatment,1.0,0.044730033018,0.0,3.0013878333,3.0,3.32391298504,0.0803742112258
0.3416,67,0.0,treatment,1.0,0.0449537592606,0.0,3.01139817646,6.0,3.60332530312,0.213272718781
0.4084,68,0.0004,treatment,1.0,0.0451228595799,0.0,3.01896435289,4.0,3.43322947826,0.120610707389
0.9152,69,0.0,treatment,1.0,0.0450597030269,0.0,3.01613849411,5.0,3.62864792291,0.171474083429
0.1112,70,0.002,treatment,1.0,0.0455509316949,0.0,3.03811788945,4.0,3.41686521131,0.120243538449
0.742,71,0.0,treatment,1.0,0.0453315545978,0.0,3.02830214322,4.0,3.3591979544,0.119005794416
0.6072,72,0.0008,treatment,1.0,0.0453805557989,0.0,3.03049463898,6.0,3.74952161092,0.220846890313
0.5592,73,0.002,treatment,1.0,0.0453859000805,0.0,3.03073376199,4.0,3.37537352501,0.118179249901
0.7176,74,0.0,treatment,1.0,0.0444516348562,0.0,2.98893126539,5.0,3.81290933421,0.177904006953
0.0104,75,0.0324,treatment,1.0,0.0457026922204,0.0,3.0449082191,2.0,3.0449082191,0.0457026922204
0.0236,76,0.0016,treatment,1.0,0.0451832840851,0.0,3.02166796971,3.0,3.22117254503,0.0784812729621
0.7516,77,0.0,treatment,1.0,0.0450190116346,0.0,3.01431781006,4.0,3.48039024317,0.121319852452
0.6768,78,0.0,treatment,1.0,0.0451999529643,0.0,3.02241379728,3.0,3.2934626721,0.0802872525801
0.0532,79,0.0008,treatment,1.0,0.0451390292929,0.0,3.01968784592,3.0,3.23856868023,0.0788502187232
0.0008,80,0.0056,treatment,1.0,0.0454604710089,0.0,3.03407034233,2.0,3.03407034233,0.0454604710089
0.0116,81,0.0364,treatment,1.0,0.0454703873045,0.0,3.03451403423,2.0,3.03451403423,0.0454703873045
0.2768,82,0.0,treatment,1.0,0.0450405069846,0.0,3.01527959187,4.0,3.45884065928,0.121138384597
0.904,83,0.0,treatment,1.0,0.0451385008569,0.0,3.01966420172,5.0,3.54765888122,0.16690268264
0.0272,84,0.0468,treatment,1.0,0.0457116871557,0.0,3.04531068592,2.0,3.04531068592,0.0457116871557
0.4996,85,0.0,treatment,1.0,0.0452007828353,0.0,3.02245092879,3.0,3.33179611766,0.0812319668887
0.5068,86,0.0,treatment,1.0,0.0452027278754,0.0,3.02253795712,4.0,3.45435090292,0.121807390098
0.2768,87,0.0008,treatment,1.0,0.0451300920037,0.0,3.0192879584,5.0,3.47955818305,0.160725884702
0.4724,88,0.0004,treatment,1.0,0.0450732840057,0.0,3.01674615755,4.0,3.47909733612,0.121547747048
0.0284,89,0.0532,treatment,1.0,0.0451946474894,0.0,3.02217641063,2.0,3.02217641063,0.0451946474894
0.6608,90,0.0012,treatment,1.0,0.0457869078326,0.0,3.04867633842,3.0,3.25712332994,0.0802033851411
0.122,91,0.0,treatment,1.0,0.0452685335822,0.0,3.02548234888,3.0,3.28846422221,0.0802599443501
0.4152,92,0.0,treatment,1.0,0.0449477571663,0.0,3.01112962047,3.0,3.30185966064,0.0801404668125
0.5996,93,0.0,treatment,1.0,0.0449271623219,0.0,3.01020813062,5.0,3.62619837782,0.171679958655
0.1768,94,0.0004,treatment,1.0,0.0455303308998,0.0,3.03719613335,3.0,3.23802904565,0.0793747104916
0.1324,95,0.0008,treatment,1.0,0.0452801526758,0.0,3.02600223029,3.0,3.2336779841,0.0789231309255
0.3732,96,0.0,treatment,1.0,0.0455029875905,0.0,3.03597269213,3.0,3.34931273034,0.0820916303979
0.0552,97,0.0,treatment,1.0,0.0450012386811,0.0,3.0135225821,3.0,3.24370852851,0.0787872626177
0.6248,98,0.0,treatment,1.0,0.0450834613976,0.0,3.01720153186,3.0,3.30135216679,0.0803177444138
0.0364,99,0.058,treatment,1.0,0.0457716191377,0.0,3.04799226542,2.0,3.04799226542,0.0457716191377
0.0104,0,0.0248,treatment,0.0,0.0416707533886,0.2,2.86450429855,2.0,2.86450429855,0.0416707533886
0.0668,1,0.0,treatment,0.0,0.0418375188945,0.2,2.87196600676,3.0,3.0575455933,0.0701209662322
0.0816,2,0.004,treatment,0.0,0.0419593652503,0.2,2.87741786533,3.0,3.03384128525,0.0697191813367
0.0,3,0.004,treatment,0.0,0.0421475010752,0.2,2.885835761,2.0,2.885835761,0.0421475010752
0.202,4,0.0,treatment,0.0,0.0417918049906,0.2,2.86992059689,3.0,3.05961231812,0.0701100186651
0.2632,5,0.0,treatment,0.0,0.0419694858042,0.2,2.87787069651,3.0,3.08888357146,0.0710241721868
0.2828,6,0.0016,treatment,0.0,0.041904098195,0.2,2.87494501198,3.0,3.04635896655,0.0699431095587
0.5216,7,0.0016,treatment,0.0,0.0423598931245,0.2,2.89533897024,4.0,3.18650502448,0.10318755193
0.7368,8,0.0,treatment,0.0,0.0421850873245,0.2,2.88751750941,4.0,3.23124775258,0.104487749359
0.142,9,0.0004,treatment,0.0,0.0420091217603,0.2,2.87964415642,3.0,3.08997365666,0.0711023477037
0.8832,10,0.0016,treatment,0.0,0.0418266053247,0.2,2.87147769311,4.0,3.20178560817,0.102105362663
0.9508,11,0.0004,treatment,0.0,0.0421896610546,0.2,2.88772215509,5.0,3.27882394791,0.137418254518
0.9308,12,0.0,treatment,0.0,0.0421245836952,0.2,2.88481035229,3.0,3.11596570284,0.0718619628313
0.5304,13,0.0012,treatment,0.0,0.0420413659193,0.2,2.88108687987,8.0,3.51064051875,0.257586282211
0.4144,14,0.0004,treatment,0.0,0.0421813730899,0.2,2.88735132076,6.0,3.24369793659,0.172083776291
0.2672,15,0.0036,treatment,0.0,0.0419282485974,0.2,2.8760255907,5.0,3.34454881533,0.138879085961
0.8808,16,0.0,treatment,0.0,0.041645226402,0.2,2.86336212635,4.0,3.27661495432,0.104678867125
0.0,17,0.0028,treatment,0.0,0.0413636954098,0.2,2.85076538397,2.0,2.85076538397,0.0413636954098
0.3372,18,0.0,treatment,0.0,0.0420207253825,0.2,2.88016334558,3.0,3.11088104223,0.0716067348895
0.0032,19,0.0148,treatment,0.0,0.0419545374705,0.2,2.87720185253,2.0,2.87720185253,0.0419545374705
0.0028,20,0.0136,treatment,0.0,0.0418022151093,0.2,2.87038638427,2.0,2.87038638427,0.0418022151093
0.554,21,0.0004,treatment,0.0,0.0419351887527,0.2,2.87633611903,5.0,3.29843067751,0.138853275227
0.0012,22,0.0076,treatment,0.0,0.041845045868,0.2,2.87230279152,2.0,2.87230279152,0.041845045868
0.2816,23,0.0044,treatment,0.0,0.0416147063666,0.2,2.8619965466,4.0,3.15646778144,0.099896440931
0.4728,24,0.0,treatment,0.0,0.0418176198081,0.2,2.87107564772,3.0,3.0974444581,0.0710284318865
0.4264,25,0.0004,treatment,0.0,0.041498583104,0.2,2.85680076047,3.0,3.06980605955,0.0699722159076
0.6172,26,0.0008,treatment,0.0,0.0410970956867,0.2,2.83883672204,5.0,3.36656413135,0.138020822985
0.4632,27,0.0032,treatment,0.0,0.0417903576987,0.2,2.86985583967,5.0,3.27526085242,0.135972843226
0.5276,28,0.0004,treatment,0.0,0.0415990698253,0.2,2.86129690965,4.0,3.22967498471,0.103510062578
0.014,29,0.034,treatment,0.0,0.0418170503737,0.2,2.87105016911,2.0,2.87105016911,0.0418170503737
0.006,30,0.0184,treatment,0.0,0.0420477399415,0.2,2.8813720773,2.0,2.8813720773,0.0420477399415
0.9788,31,0.0144,treatment,0.0,0.0423740642584,0.2,2.89597303942,4.0,3.25555675388,0.104598939837
0.0732,32,0.0012,treatment,0.0,0.0419214533465,0.2,2.87572154593,3.0,3.03331987329,0.0696603910323
0.9004,33,0.0004,treatment,0.0,0.0426077130775,0.2,2.9064273555,3.0,3.09207560832,0.07192704104
0.374,34,0.0016,treatment,0.0,0.0419730850638,0.2,2.87803174076,4.0,3.13554971638,0.100559108729
0.1352,35,0.0,treatment,0.0,0.0415962348465,0.2,2.86117006217,4.0,3.21334222658,0.102862736569
0.5372,36,0.0,treatment,0.0,0.0418303253952,0.2,2.87164414288,3.0,3.09901479779,0.0710816102986
0.0672,37,0.0004,treatment,0.0,0.0420643096812,0.2,2.882113469,3.0,3.08106751007,0.0709638130962
0.5696,38,0.03,treatment,0.0,0.0422774695448,0.2,2.89165103312,5.0,3.32183939523,0.138756443573
0.0936,39,0.0044,treatment,0.0,0.0420579974806,0.2,2.8818310377,3.0,3.03801860949,0.0699446176054
0.3032,40,0.0,treatment,0.0,0.0420597617625,0.2,2.88190997823,4.0,3.28734125595,0.105959037566
0.6092,41,0.0,treatment,0.0,0.0419805305264,0.2,2.87836487841,4.0,3.22083441914,0.104575008538
0.244,42,0.0012,treatment,0.0,0.0422492237814,0.2,2.89038721274,3.0,3.06837877749,0.070903111323
0.1016,43,0.0004,treatment,0.0,0.0417222629442,0.2,2.86680902741,3.0,3.10496289871,0.0710795465944
0.0,44,0.002,treatment,0.0,0.0413441999409,0.2,2.84989308427,2.0,2.84989308427,0.0413441999409
0.0676,45,0.0,treatment,0.0,0.0417570231275,0.2,2.86836432713,4.0,3.33514567807,0.106918975747
0.396,46,0.0,treatment,0.0,0.0417942480017,0.2,2.87002990628,4.0,3.19059317094,0.10213693324
0.328,47,0.0,treatment,0.0,0.0417799030155,0.2,2.86938805831,4.0,3.23992927937,0.1048942991
0.056,48,0.0004,treatment,0.0,0.041365245329,0.2,2.85083473311,3.0,3.08390395653,0.0701289517637
0.0168,49,0.0,treatment,0.0,0.0414752812504,0.2,2.85575814898,4.0,3.3329666263,0.106374121869
0.0224,50,0.0,treatment,0.0,0.0414149680211,0.2,2.85305951106,3.0,3.0976593007,0.0705120460263
0.7088,51,0.022,treatment,0.0,0.0420608018885,0.2,2.88195651733,4.0,3.17488482823,0.101184799605
0.0024,52,0.014,treatment,0.0,0.0420316281289,0.2,2.88065117496,2.0,2.88065117496,0.0420316281289
0.0016,53,0.0072,treatment,0.0,0.0417809067116,0.2,2.86943296741,2.0,2.86943296741,0.0417809067116
0.3232,54,0.0004,treatment,0.0,0.0420086574384,0.2,2.87962338093,3.0,3.11338872256,0.0716505880865
0.5912,55,0.0004,treatment,0.0,0.041402953726,0.2,2.85252194687,3.0,3.09986804442,0.0705464466373
0.004,56,0.0152,treatment,0.0,0.0424061109944,0.2,2.89740692943,2.0,2.89740692943,0.0424061109944
0.2128,57,0.0,treatment,0.0,0.0420654814544,0.2,2.88216589849,3.0,3.05799544307,0.0704231542893
0.522,58,0.0,treatment,0.0,0.0417135133909,0.2,2.86641753989,5.0,3.29893375096,0.138129541973
0.2088,59,0.0,treatment,0.0,0.0417215676958,0.2,2.86677791941,3.0,3.11262493718,0.0712570705847
0.5028,60,0.0,treatment,0.0,0.042128174817,0.2,2.88497103242,4.0,3.22449165503,0.105097352014
0.17,61,0.0032,treatment,0.0,0.0418201422345,0.2,2.87118851045,4.0,3.13458995348,0.0998519064189
0.0136,62,0.028,treatment,0.0,0.0421086792447,0.2,2.88409872809,2.0,2.88409872809,0.0421086792447
0.274,63,0.0088,treatment,0.0,0.0422901043002,0.2,2.89221635901,3.0,3.03453557919,0.0701563992825
0.5264,64,0.0012,treatment,0.0,0.0424791337539,0.2,2.90067423894,3.0,3.0844813748,0.0715813842958
0.698,65,0.0004,treatment,0.0,0.0416214679968,0.2,2.86229908705,6.0,3.40228565842,0.174280119116
0.4708,66,0.0,treatment,0.0,0.0415946194835,0.2,2.86109778483,4.0,3.20417152819,0.102436538071
0.8636,67,0.0,treatment,0.0,0.0414186683385,0.2,2.853225077,4.0,3.29203278628,0.105723588759
0.0,68,0.0032,treatment,0.0,0.0418756069707,0.2,2.87367020877,2.0,2.87367020877,0.0418756069707
0.5436,69,0.0,treatment,0.0,0.0415856985673,0.2,2.8606986299,3.0,3.10727403653,0.0709556076689
0.0012,70,0.0064,treatment,0.0,0.0420030452753,0.2,2.87937227191,2.0,2.87937227191,0.0420030452753
0.0,71,0.0032,treatment,0.0,0.0421259112086,0.2,2.88486975017,2.0,2.88486975017,0.0421259112086
0.0516,72,0.0008,treatment,0.0,0.0417114852247,0.2,2.8663267922,3.0,3.0538597569,0.0698737278841
0.0452,73,0.0008,treatment,0.0,0.0418684971371,0.2,2.87335208841,3.0,3.07267825393,0.0705139461539
0.5092,74,0.0008,treatment,0.0,0.0417587816542,0.2,2.86844301015,4.0,3.20838664031,0.102743444963
0.0008,75,0.0064,treatment,0.0,0.0423294594186,0.2,2.89397725319,2.0,2.89397725319,0.0423294594186
0.9556,76,0.0072,treatment,0.0,0.0419278941411,0.2,2.87600973101,5.0,3.34187348252,0.140204298046
0.0484,77,0.0,treatment,0.0,0.0413109888427,0.2,2.84840709637,3.0,3.1150929246,0.0707788860124
0.078,78,0.0004,treatment,0.0,0.0420062680482,0.2,2.87951647074,3.0,3.08950490601,0.0710864004829
0.1488,79,0.0012,treatment,0.0,0.0421299271938,0.2,2.88504944026,3.0,3.05417740978,0.0704162947074
0.698,80,0.0,treatment,0.0,0.0413886814768,0.2,2.85188335342,5.0,3.37777000889,0.139387346465
0.0904,81,0.0012,treatment,0.0,0.0417454904016,0.2,2.86784831014,3.0,3.03885444106,0.0695648158148
0.7564,82,0.0012,treatment,0.0,0.0419219854393,0.2,2.87574535374,4.0,3.16989388433,0.101392482574
0.2236,83,0.0,treatment,0.0,0.0413432933908,0.2,2.84985252185,3.0,3.08110314112,0.0700346968206
0.1144,84,0.0004,treatment,0.0,0.0415345270604,0.2,2.8584090266,4.0,3.18696476093,0.101527290216
0.1748,85,0.0004,treatment,0.0,0.0420438657469,0.2,2.88119873144,3.0,3.07858916964,0.070879302389
0.6456,86,0.0,treatment,0.0,0.0418376997287,0.2,2.87197409796,4.0,3.33169788379,0.107553203274
0.7844,87,0.0036,treatment,0.0,0.04194883135,0.2,2.87694653951,3.0,3.02883702568,0.0695885358779
0.0028,88,0.0132,treatment,0.0,0.0423791929703,0.2,2.89620251704,2.0,2.89620251704,0.0423791929703
