p_value,run,p_value_constrained,type,nu2,sigma_constrained,nu1,alpha_constrained,x_min,alpha,sigma
0.4096,62,0.0008,treatment,0.2,0.0354583955826,0.8,2.58654033363,3.0,2.71807241993,0.0549098326745
0.6516,63,0.0096,treatment,0.2,0.0358340084066,0.8,2.60334664664,5.0,2.90158747205,0.0975493790459
0.85,64,0.0208,treatment,0.2,0.0356332645516,0.8,2.59436462087,4.0,2.80754542454,0.0748608825455
0.5508,65,0.0004,treatment,0.2,0.0356463197714,0.8,2.5949487599,4.0,2.84780289324,0.0770587075154
0.0004,66,0.0084,treatment,0.2,0.0357165332399,0.8,2.5980903713,2.0,2.5980903713,0.0357165332399
0.534,67,0.0,treatment,0.2,0.0354016540416,0.8,2.5840015063,4.0,2.83120981832,0.0758409615957
0.0004,68,0.006,treatment,0.2,0.0351660932502,0.8,2.57346164147,2.0,2.57346164147,0.0351660932502
0.1736,69,0.0,treatment,0.2,0.0354681893189,0.8,2.58697854177,3.0,2.75318036559,0.0556635322711
0.6944,70,0.0008,treatment,0.2,0.0351763884728,0.8,2.57392228798,5.0,2.92794652222,0.0966392269334
0.094,71,0.0044,treatment,0.2,0.035505522894,0.8,2.5886489846,3.0,2.70224898784,0.054627769678
0.8648,72,0.0052,treatment,0.2,0.0359668016293,0.8,2.6092883087,6.0,2.86887606506,0.115680524304
0.3628,73,0.0,treatment,0.2,0.0356988797641,0.8,2.59730048922,3.0,2.78343317123,0.0565670652718
0.432,74,0.0272,treatment,0.2,0.0357874676268,0.8,2.60126423927,4.0,2.79692367809,0.0750021452062
0.2108,75,0.0028,treatment,0.2,0.0356595325322,0.8,2.5955399479,3.0,2.71817468485,0.0551388496164
0.7336,76,0.0068,treatment,0.2,0.0356644325776,0.8,2.59575919413,5.0,2.8793943198,0.0955349822869
0.6188,77,0.0372,treatment,0.2,0.0355057380524,0.8,2.58865861158,5.0,2.86676795304,0.0945274697626
0.4444,78,0.0012,treatment,0.2,0.0357921326963,0.8,2.60147297181,4.0,2.8578815898,0.0772776865168
0.6964,79,0.0064,treatment,0.2,0.0356961941602,0.8,2.59718032532,5.0,2.88614470171,0.0963774920882
0.4564,80,0.0,treatment,0.2,0.0352211687123,0.8,2.57592592223,4.0,2.84596555447,0.0759328765418
0.0312,81,0.0064,treatment,0.2,0.0355853493069,0.8,2.59222071484,3.0,2.70529465949,0.0547819570955
0.0292,82,0.0084,treatment,0.2,0.0352547523435,0.8,2.57742857865,3.0,2.6818448276,0.0539174698032
0.0108,83,0.034,treatment,0.2,0.0358823513426,0.8,2.60550968917,2.0,2.60550968917,0.0358823513426
0.0044,84,0.0212,treatment,0.2,0.035561665491,0.8,2.59116101294,2.0,2.59116101294,0.035561665491
0.8028,85,0.0008,treatment,0.2,0.0355060894971,0.8,2.58867433652,5.0,2.82771490018,0.0933918687001
0.9856,86,0.006,treatment,0.2,0.0357363739361,0.8,2.59897811775,4.0,2.86576489061,0.0770083584375
0.7076,87,0.0156,treatment,0.2,0.0358445161068,0.8,2.60381680018,5.0,2.86613389004,0.0957306486638
0.6324,88,0.0,treatment,0.2,0.035622334936,0.8,2.59387558927,7.0,2.99642028361,0.142239055744
0.4512,89,0.002,treatment,0.2,0.0358048640191,0.8,2.60204261848,3.0,2.72517603792,0.0554492579615
0.0268,90,0.0004,treatment,0.2,0.0352279846539,0.8,2.57623089278,3.0,2.71750547228,0.054641128117
0.1056,91,0.1384,treatment,0.2,0.0357237798558,0.8,2.59841461181,2.0,2.59841461181,0.0357237798558
0.3184,92,0.0,treatment,0.2,0.0349128289756,0.8,2.56212965704,4.0,2.84887938776,0.0752921891614
0.0212,93,0.0,treatment,0.2,0.0354598149223,0.8,2.58660384016,3.0,2.7549091433,0.0556903583517
0.1908,94,0.0,treatment,0.2,0.0354126665982,0.8,2.584494249,3.0,2.7473988404,0.0554799686627
0.0296,95,0.0556,treatment,0.2,0.0359343806236,0.8,2.60783767247,2.0,2.60783767247,0.0359343806236
0.0332,96,0.0596,treatment,0.2,0.0359079010296,0.8,2.60665287708,2.0,2.60665287708,0.0359079010296
0.704,97,0.0092,treatment,0.2,0.0353596370161,0.8,2.58212150851,5.0,2.88268925069,0.0953336760079
0.2792,98,0.0004,treatment,0.2,0.0349327496758,0.8,2.56302098317,4.0,2.8507844768,0.0751829800842
0.4784,99,0.0272,treatment,0.2,0.0355843338597,0.8,2.59217527996,5.0,2.85380566394,0.0946016241444
0.1636,0,0.0008,treatment,0.4,0.035187327781,0.8,2.57441175326,4.0,2.84525459449,0.0757755240696
0.5688,1,0.0064,treatment,0.4,0.0349667707367,0.8,2.56454321181,6.0,3.00401810629,0.116876709421
0.4572,2,0.0192,treatment,0.4,0.0360202466062,0.8,2.61167963549,4.0,2.82110096212,0.0762107033386
0.2856,3,0.0,treatment,0.4,0.0352962785641,0.8,2.57928661601,4.0,2.923147793,0.0781870762897
0.2816,4,0.006,treatment,0.4,0.035979562714,0.8,2.60985928703,3.0,2.72462875649,0.0556331856933
0.614,5,0.0004,treatment,0.4,0.0353400979585,0.8,2.58124725849,5.0,2.87313432931,0.0957126931138
0.0104,6,0.0336,treatment,0.4,0.0360544491605,0.8,2.61320998483,2.0,2.61320998483,0.0360544491605
0.0208,7,0.0596,treatment,0.4,0.0356280175448,0.8,2.5941298503,2.0,2.5941298503,0.0356280175448
0.4468,8,0.0044,treatment,0.4,0.0355877064884,0.8,2.5923261839,4.0,2.86984943888,0.0768503385414
0.2348,9,0.0,treatment,0.4,0.0351035844828,0.8,2.57066476702,3.0,2.75081616461,0.0552003151577
0.1144,10,0.0048,treatment,0.4,0.0358423994001,0.8,2.60372209086,3.0,2.72371081894,0.0554594865219
0.2372,11,0.0012,treatment,0.4,0.0357423859402,0.8,2.59924711715,3.0,2.73986707182,0.0556917878434
0.5872,12,0.0012,treatment,0.4,0.0353416877258,0.8,2.58131839058,4.0,2.85127821789,0.0762159180852
0.91,13,0.0004,treatment,0.4,0.0360396977676,0.8,2.61254995271,3.0,2.77955614792,0.056874861143
0.6848,14,0.0,treatment,0.4,0.035384737076,0.8,2.58324457843,5.0,2.90012033576,0.0978611761055
0.0896,15,0.0,treatment,0.4,0.035370429064,0.8,2.58260438482,3.0,2.75592737497,0.0556107779306
0.7412,16,0.0096,treatment,0.4,0.0356777048689,0.8,2.59635304575,4.0,2.81330133735,0.0753582318588
0.1652,17,0.0,treatment,0.4,0.0353526203009,0.8,2.58180755461,4.0,2.85265951844,0.0767293174068
0.7804,18,0.0004,treatment,0.4,0.0353824529939,0.8,2.58314238011,3.0,2.72581322192,0.0549889816095
0.1416,19,0.0,treatment,0.4,0.0355643862506,0.8,2.59128274983,3.0,2.76623044877,0.0560496291213
0.1184,20,0.0064,treatment,0.4,0.0354697649396,0.8,2.58704904089,3.0,2.69597375509,0.0544544354876
0.0,21,0.01,treatment,0.4,0.0355971085517,0.8,2.59274686713,2.0,2.59274686713,0.0355971085517
0.6036,22,0.0032,treatment,0.4,0.0355711674575,0.8,2.59158616622,4.0,2.85019751177,0.0763658239489
0.9344,23,0.0008,treatment,0.4,0.0356247432188,0.8,2.59398334479,3.0,2.74336502888,0.0556330136123
0.2076,24,0.0148,treatment,0.4,0.0359698410859,0.8,2.60942430528,3.0,2.70515188914,0.0552063307698
0.2792,25,0.0,treatment,0.4,0.0354432505411,0.8,2.58586268821,3.0,2.76911184375,0.0559722217291
0.4924,26,0.0012,treatment,0.4,0.0354768200015,0.8,2.58736471057,4.0,2.85871999543,0.0765222912177
0.0016,27,0.02,treatment,0.4,0.0357998981345,0.8,2.60182042636,2.0,2.60182042636,0.0357998981345
0.6024,28,0.0004,treatment,0.4,0.0355273992304,0.8,2.58962781315,4.0,2.84575704198,0.0763779698435
0.0316,29,0.074,treatment,0.4,0.0362607092421,0.8,2.62243882706,2.0,2.62243882706,0.0362607092421
0.1244,30,0.008,treatment,0.4,0.0356313779365,0.8,2.59428020671,3.0,2.69952151809,0.0547095334205
0.4724,31,0.0,treatment,0.4,0.0357119142165,0.8,2.59788369904,5.0,2.88645210264,0.0972863389358
0.4064,32,0.0,treatment,0.4,0.035427306994,0.8,2.58514931469,3.0,2.76199506176,0.0558029434991
0.2796,33,0.0032,treatment,0.4,0.0360312988835,0.8,2.61217415544,3.0,2.74074337458,0.0560365119326
0.4792,34,0.0016,treatment,0.4,0.035266650003,0.8,2.57796092413,8.0,3.0421199008,0.160444092206
0.3444,35,0.0,treatment,0.4,0.0354279903545,0.8,2.58517989077,4.0,2.83194950564,0.0761990540134
0.5368,36,0.0764,treatment,0.4,0.0361888563884,0.8,2.61922386348,4.0,2.78929404315,0.0752761661542
0.5216,37,0.0,treatment,0.4,0.034935174257,0.8,2.56312946794,5.0,2.93160780125,0.0964598904647
0.0352,38,0.0004,treatment,0.4,0.035714625894,0.8,2.59800502956,3.0,2.74236906329,0.0557148189975
0.6408,39,0.0384,treatment,0.4,0.0356286169537,0.8,2.59415667008,4.0,2.77354436991,0.0735790187492
0.9768,40,0.0772,treatment,0.4,0.0357698332013,0.8,2.60047520957,4.0,2.76651419871,0.0737971893484
0.21,41,0.0012,treatment,0.4,0.035245172951,0.8,2.57699996104,4.0,2.90705538603,0.0774688295175
0.2228,42,0.0008,treatment,0.4,0.0357572972865,0.8,2.59991430617,3.0,2.75475758041,0.0560250978234
0.3356,43,0.0008,treatment,0.4,0.0357466766766,0.8,2.59943910063,5.0,2.87062239802,0.0960874183662
0.0608,44,0.0008,treatment,0.4,0.0355878450656,0.8,2.59233238435,3.0,2.73951920741,0.0555102885176
0.0012,45,0.018,treatment,0.4,0.0356163529462,0.8,2.59360793283,2.0,2.59360793283,0.0356163529462
0.9796,46,0.0004,treatment,0.4,0.0354504392922,0.8,2.58618433964,4.0,2.85279854779,0.0767350754138
0.238,47,0.0268,treatment,0.4,0.0359376747733,0.8,2.60798506497,4.0,2.78439688807,0.0750037955946
0.2496,48,0.0,treatment,0.4,0.035338670239,0.8,2.58118337701,3.0,2.80020684166,0.0565053262477
0.0,49,0.0064,treatment,0.4,0.0354962961297,0.8,2.58823614489,2.0,2.58823614489,0.0354962961297
0.0536,50,0.0024,treatment,0.4,0.0353485352973,0.8,2.58162477637,3.0,2.71202252212,0.0546606724194
0.5156,51,0.0,treatment,0.4,0.0353379170347,0.8,2.58114967586,4.0,2.82962414451,0.0756456483874
0.8708,52,0.014,treatment,0.4,0.0355342448065,0.8,2.58993410965,4.0,2.79075976132,0.0744214359284
0.2524,53,0.0016,treatment,0.4,0.0355386562633,0.8,2.59013149462,4.0,2.83044405002,0.0759396152474
0.8392,54,0.0,treatment,0.4,0.0355889881966,0.8,2.59238353228,3.0,2.83091129921,0.0574407961692
0.2964,55,0.0008,treatment,0.4,0.035317329933,0.8,2.58022853245,5.0,2.85990481492,0.0945442750769
0.0008,56,0.0008,treatment,0.4,0.0349666970999,0.8,2.56453991703,3.0,2.71069125561,0.0542053266921
0.14,57,0.0016,treatment,0.4,0.035724233068,0.8,2.59843489021,3.0,2.73807001388,0.0556342654206
0.1048,58,0.0004,treatment,0.4,0.0357753266502,0.8,2.60072100688,3.0,2.75935232387,0.0561431886961
0.0044,59,0.0224,treatment,0.4,0.0360626978089,0.8,2.61357905999,2.0,2.61357905999,0.0360626978089
0.4248,60,0.0116,treatment,0.4,0.0354429612865,0.8,2.58584974588,4.0,2.80710331145,0.0746507497209
0.3516,61,0.0024,treatment,0.4,0.0353042082082,0.8,2.57964141774,6.0,2.97931246735,0.118925360256
0.0008,62,0.0088,treatment,0.4,0.035171070079,0.8,2.57368432328,2.0,2.57368432328,0.035171070079
0.1992,63,0.0028,treatment,0.4,0.0355074646207,0.8,2.58873586466,3.0,2.72063947545,0.0550199833976
0.2096,64,0.0044,treatment,0.4,0.0358159038785,0.8,2.6025365828,3.0,2.71576713691,0.0552611385302
0.0316,65,0.0756,treatment,0.4,0.0355442135401,0.8,2.59038014783,2.0,2.59038014783,0.0355442135401
0.072,66,0.0,treatment,0.4,0.0356086926199,0.8,2.59326518138,3.0,2.77906557539,0.0563718499197
0.5908,67,0.0304,treatment,0.4,0.0361301791381,0.8,2.61659842533,3.0,2.70560662992,0.0553955280837
0.4668,68,0.0,treatment,0.4,0.03544178089,0.8,2.58579693056,3.0,2.75832741751,0.0557427265659
0.1804,69,0.0012,treatment,0.4,0.0359685641918,0.8,2.60936717229,4.0,2.81442878992,0.0763335928982
0.3632,70,0.0016,treatment,0.4,0.0356704158621,0.8,2.59602690851,3.0,2.74039289831,0.0556231982572
0.524,71,0.102,treatment,0.4,0.0363599514568,0.8,2.62687929239,3.0,2.69684001906,0.055462951081
0.0176,72,0.0052,treatment,0.4,0.0355315827543,0.8,2.58981499955,3.0,2.70222648095,0.0546551984159
0.4784,73,0.0016,treatment,0.4,0.0354213302015,0.8,2.58488189079,6.0,3.01352472096,0.120331117605
0.5936,74,0.0,treatment,0.4,0.0351924656735,0.8,2.57464164166,5.0,2.92146458938,0.0972971416062
0.4448,75,0.0,treatment,0.4,0.0358700364467,0.8,2.60495867498,5.0,2.91007778108,0.0989000786099
0.0008,76,0.0136,treatment,0.4,0.0354434166114,0.8,2.58587011881,2.0,2.58587011881,0.0354434166114
0.2888,77,0.0232,treatment,0.4,0.035900128813,0.8,2.60630511924,3.0,2.69807655905,0.0549772585001
0.3148,78,0.0004,treatment,0.4,0.0361907529645,0.8,2.61930872334,3.0,2.78489277282,0.0571623168904
0.112,79,0.0068,treatment,0.4,0.0355228691441,0.8,2.58942512026,3.0,2.69888875667,0.0545761698484
0.0564,80,0.1088,treatment,0.4,0.0359275908013,0.8,2.6075338706,2.0,2.6075338706,0.0359275908013
0.0,81,0.002,treatment,0.4,0.034969263379,0.8,2.56465474189,2.0,2.56465474189,0.034969263379
0.0832,82,0.0,treatment,0.4,0.0351943713681,0.8,2.57472690951,4.0,2.84897222468,0.0761855732732
0.5196,83,0.0008,treatment,0.4,0.0356118783376,0.8,2.59340772222,3.0,2.73148027554,0.0553666339595
0.5196,84,0.0356,treatment,0.4,0.0359702238746,0.8,2.60944143267,6.0,2.86648421393,0.114657213827
0.0072,85,0.0332,treatment,0.4,0.0354974553651,0.8,2.58828801339,2.0,2.58828801339,0.0354974553651
0.6948,86,0.0016,treatment,0.4,0.0354328417907,0.8,2.58539696205,4.0,2.83917588713,0.0758463352517
0.0232,87,0.0636,treatment,0.4,0.0359060554166,0.8,2.60657029749,2.0,2.60657029749,0.0359060554166
0.0752,88,0.0008,treatment,0.4,0.0355194354633,0.8,2.58927148463,3.0,2.74280480119,0.0555022117776
0.0644,89,0.0004,treatment,0.4,0.0354286882915,0.8,2.58521111907,3.0,2.71251549599,0.0547602071799
0.4744,90,0.0076,treatment,0.4,0.035304479434,0.8,2.57965355339,5.0,2.8815649232,0.0944330365308
0.0008,91,0.014,treatment,0.4,0.0356143509769,0.8,2.59351835729,2.0,2.59351835729,0.0356143509769
0.498,92,0.0036,treatment,0.4,0.0356343790253,0.8,2.59441448657,4.0,2.81724328717,0.075587355966
0.0016,93,0.0152,treatment,0.4,0.0358537505606,0.8,2.60422998395,2.0,2.60422998395,0.0358537505606
0.6632,94,0.0004,treatment,0.4,0.0354162495098,0.8,2.58465456177,5.0,2.91360195327,0.0975261861014
0.1452,95,0.0004,treatment,0.4,0.0348906260512,0.8,2.56113621573,4.0,2.80024811121,0.07380297712
0.8684,96,0.0104,treatment,0.4,0.0357803684787,0.8,2.60094659701,6.0,2.92082297519,0.115411067267
0.0004,97,0.0112,treatment,0.4,0.0354917823047,0.8,2.58803417959,2.0,2.58803417959,0.0354917823047
0.24,98,0.0012,treatment,0.4,0.0357424564589,0.8,2.59925027242,3.0,2.73987352817,0.0556919945062
0.4484,99,0.0076,treatment,0.4,0.0356714692781,0.8,2.59607404226,4.0,2.85039398245,0.0763739331619
0.0776,0,0.0008,treatment,0.6,0.0358083913381,0.8,2.60220044384,3.0,2.74956317087,0.0559734848111
0.0,1,0.0056,treatment,0.6,0.0352379642113,0.8,2.57667741525,2.0,2.57667741525,0.0352379642113
0.6044,2,0.002,treatment,0.6,0.0352397269033,0.8,2.57675628464,5.0,2.87114642988,0.0951157184798
0.0376,3,0.0008,treatment,0.6,0.0353836903234,0.8,2.58319774282,3.0,2.72080225376,0.0548850680824
0.7084,4,0.0004,treatment,0.6,0.0360856042234,0.8,2.61460397807,4.0,2.82934449212,0.0772349849939
0.6008,5,0.0,treatment,0.6,0.0355395991376,0.8,2.59017368232,4.0,2.84921421468,0.0769171712394
0.0344,6,0.0688,treatment,0.6,0.036141751026,0.8,2.61711619458,2.0,2.61711619458,0.036141751026
0.4596,7,0.0008,treatment,0.6,0.0353311343723,0.8,2.58084619435,4.0,2.91068932551,0.0774886844311
0.08,8,0.0012,treatment,0.6,0.035363714845,0.8,2.58230396572,3.0,2.71341903519,0.0547052596501
0.1852,9,0.0016,treatment,0.6,0.0355567693208,0.8,2.5909419401,3.0,2.7178777375,0.0550161181138
0.0068,10,0.03,treatment,0.6,0.0357541219586,0.8,2.5997722302,2.0,2.5997722302,0.0357541219586
0.0004,11,0.0076,treatment,0.6,0.0353130804189,0.8,2.58003839341,2.0,2.58003839341,0.0353130804189
0.206,12,0.0028,treatment,0.6,0.0357158645325,0.8,2.59806045085,3.0,2.72135333397,0.0552693246548
0.8796,13,0.0016,treatment,0.6,0.0353845737337,0.8,2.58323726988,4.0,2.85014507991,0.0761692675327
0.0628,14,0.0012,treatment,0.6,0.0351274222616,0.8,2.5717313578,3.0,2.70959240257,0.0543618757197
0.3268,15,0.0004,treatment,0.6,0.0354984049783,0.8,2.58833050261,3.0,2.74586251851,0.055543285939
0.1636,16,0.0336,treatment,0.6,0.0358455673853,0.8,2.60386383828,3.0,2.69005312376,0.0547461906864
0.7704,17,0.0,treatment,0.6,0.0354027220197,0.8,2.58404929162,4.0,2.79436325366,0.0749606003094
0.4112,18,0.0,treatment,0.6,0.0355134260647,0.8,2.58900260181,3.0,2.7607321522,0.0558751459536
0.1072,19,0.006,treatment,0.6,0.0358190599028,0.8,2.60267779505,3.0,2.7134359651,0.0552147023036
0.1372,20,0.1824,treatment,0.6,0.0355998932767,0.8,2.59287146607,2.0,2.59287146607,0.0355998932767
0.0344,21,0.0004,treatment,0.6,0.0352731937626,0.8,2.57825371624,3.0,2.74041399028,0.0551748327448
0.762,22,0.0036,treatment,0.6,0.0356716319937,0.8,2.59608132275,4.0,2.80777821241,0.075455204715
0.0264,23,0.0048,treatment,0.6,0.0352654373431,0.8,2.57790666522,3.0,2.68544983139,0.054005296095
0.3688,24,0.0196,treatment,0.6,0.0358636936848,0.8,2.60467487626,4.0,2.75453003721,0.0740763162322
0.0016,25,0.0116,treatment,0.6,0.0358279243166,0.8,2.60307442185,2.0,2.60307442185,0.0358279243166
0.5248,26,0.0,treatment,0.6,0.0354467182867,0.8,2.58601784803,4.0,2.82371168609,0.0761202550569
0.2356,27,0.0008,treatment,0.6,0.0358132044868,0.8,2.60241580199,4.0,2.83862701479,0.0766094589495
0.824,28,0.0008,treatment,0.6,0.0357604535062,0.8,2.60005552717,4.0,2.87214719183,0.0766861369729
0.0444,29,0.0004,treatment,0.6,0.0354991663456,0.8,2.58836456901,3.0,2.72761941133,0.0551586427676
0.0792,30,0.0,treatment,0.6,0.0359133716827,0.8,2.60689765442,3.0,2.79875997506,0.0571394937287
0.0,31,0.0016,treatment,0.6,0.0352181296434,0.8,2.575789943,2.0,2.575789943,0.0352181296434
0.1696,32,0.0056,treatment,0.6,0.035523569852,0.8,2.58945647254,3.0,2.69895080316,0.0545781630689
0.7264,33,0.0004,treatment,0.6,0.0357898893232,0.8,2.60137259496,3.0,2.7369062481,0.0556826579041
0.5764,34,0.0,treatment,0.6,0.0354223670913,0.8,2.58492828509,4.0,2.81727012906,0.0753930689115
0.0352,35,0.0072,treatment,0.6,0.0353694637654,0.8,2.58256119377,3.0,2.69100940116,0.0542391518313
0.0056,36,0.022,treatment,0.6,0.0357691691865,0.8,2.60044549908,2.0,2.60044549908,0.0357691691865
0.8728,37,0.0004,treatment,0.6,0.035798443911,0.8,2.601755359,5.0,2.89415670368,0.0974249082437
0.6416,38,0.0,treatment,0.6,0.0354406305864,0.8,2.5857454617,4.0,2.8282120116,0.0758470146903
0.1344,39,0.0,treatment,0.6,0.0350498278954,0.8,2.56825949761,3.0,2.73737169599,0.0548582912028
0.0,40,0.004,treatment,0.6,0.035519799878,0.8,2.5892877899,2.0,2.5892877899,0.035519799878
0.224,41,0.0084,treatment,0.6,0.0358234028665,0.8,2.60287211538,3.0,2.71130062227,0.0551745465036
0.0088,42,0.034,treatment,0.6,0.0357769940629,0.8,2.60079561311,2.0,2.60079561311,0.0357769940629
0.0752,43,0.008,treatment,0.6,0.0357936074286,0.8,2.60153895681,3.0,2.71095405892,0.0551347239945
0.564,44,0.0004,treatment,0.6,0.0357492914109,0.8,2.59955609356,4.0,2.8107186291,0.0761775052593
0.0084,45,0.0288,treatment,0.6,0.0355272297817,0.8,2.58962023139,2.0,2.58962023139,0.0355272297817
0.01,46,0.0412,treatment,0.6,0.0356871060499,0.8,2.59677368951,2.0,2.59677368951,0.0356871060499
0.426,47,0.0012,treatment,0.6,0.0354941294145,0.8,2.588139198,4.0,2.79538772304,0.0750033981319
0.0044,48,0.0,treatment,0.6,0.0353608526346,0.8,2.58217589979,3.0,2.74960692455,0.0554662683534
0.9756,49,0.0,treatment,0.6,0.0351351829539,0.8,2.5720786,4.0,2.90362955856,0.0779757049607
0.918,50,0.0032,treatment,0.6,0.0356866907812,0.8,2.59675510885,4.0,2.85470427711,0.0766825842511
0.9428,51,0.0016,treatment,0.6,0.0354279222121,0.8,2.58517684183,4.0,2.80249437494,0.0748445051501
0.0,52,0.0,treatment,0.6,0.0349610400987,0.8,2.56428680178,2.0,2.56428680178,0.0349610400987
0.2136,53,0.0,treatment,0.6,0.0355450151141,0.8,2.59041601322,3.0,2.74297179192,0.0555356991094
0.1688,54,0.0008,treatment,0.6,0.0357345958241,0.8,2.59889855842,3.0,2.7469982821,0.0558343072386
0.2716,55,0.0028,treatment,0.6,0.0353691925506,0.8,2.58254905862,6.0,2.9663526857,0.116681565046
0.2748,56,0.0004,treatment,0.6,0.0354608219201,0.8,2.58664889698,3.0,2.73932509792,0.0553633278549
0.0056,57,0.02,treatment,0.6,0.035894599021,0.8,2.6060576958,2.0,2.6060576958,0.035894599021
0.4096,58,0.0012,treatment,0.6,0.0356666820196,0.8,2.59585984253,3.0,2.7214367763,0.055215110344
0.9488,59,0.0,treatment,0.6,0.0352519864371,0.8,2.57730482172,5.0,2.94748826782,0.0989963921941
0.4096,60,0.0128,treatment,0.6,0.0355917899328,0.8,2.59250889236,4.0,2.75656436487,0.0737038034823
0.6412,61,0.0004,treatment,0.6,0.0353812342023,0.8,2.58308784684,4.0,2.82183306903,0.0756475007153
0.006,62,0.0252,treatment,0.6,0.0355475389586,0.8,2.5905289394,2.0,2.5905289394,0.0355475389586
0.7948,63,0.0004,treatment,0.6,0.0355274282151,0.8,2.58962911004,4.0,2.82822487955,0.0758475485428
0.0244,64,0.0612,treatment,0.6,0.0356678324781,0.8,2.59591131831,2.0,2.59591131831,0.0356678324781
0.3884,65,0.0112,treatment,0.6,0.0353554210721,0.8,2.58193287151,4.0,2.82158549562,0.0748035506758
0.0636,66,0.0116,treatment,0.6,0.035435435557,0.8,2.58551301679,3.0,2.68223663137,0.05412507641
0.0604,67,0.0,treatment,0.6,0.035180798324,0.8,2.5741196011,3.0,2.7591502025,0.05546307348
0.3896,68,0.0004,treatment,0.6,0.0356064716985,0.8,2.5931658091,3.0,2.73359357159,0.0554058908329
0.868,69,0.0024,treatment,0.6,0.0356537282479,0.8,2.59528024266,5.0,2.9675187516,0.0998856309632
0.2052,70,0.0052,treatment,0.6,0.0358367944256,0.8,2.60347130348,4.0,2.79758329092,0.0754914023605
0.2732,71,0.0004,treatment,0.6,0.0355555176278,0.8,2.5908859347,4.0,2.84578811328,0.076841164579
0.1636,72,0.0,treatment,0.6,0.0355527338696,0.8,2.59076137902,3.0,2.73576846408,0.0553905974882
0.044,73,0.002,treatment,0.6,0.0352813615072,0.8,2.57861917147,3.0,2.69220120151,0.0541660405152
0.8728,74,0.0,treatment,0.6,0.0355953951472,0.8,2.59267020305,4.0,2.84038929428,0.0767495390669
0.344,75,0.0,treatment,0.6,0.0354293507621,0.8,2.58524076047,3.0,2.74127375572,0.0553692841405
0.0016,76,0.0112,treatment,0.6,0.0351766141473,0.8,2.57393238549,2.0,2.57393238549,0.0351766141473
0.0,77,0.004,treatment,0.6,0.0355827733962,0.8,2.59210545902,2.0,2.59210545902,0.0355827733962
0.1488,78,0.002,treatment,0.6,0.035413452412,0.8,2.58452940923,5.0,2.98150848668,0.0991995013074
0.0004,79,0.0048,treatment,0.6,0.0353099571279,0.8,2.57989864576,2.0,2.57989864576,0.0353099571279
0.0416,80,0.0012,treatment,0.6,0.0354219655581,0.8,2.584910319,3.0,2.71948859946,0.0548990459235
0.8228,81,0.0028,treatment,0.6,0.0352575951275,0.8,2.57755577536,6.0,3.04410747848,0.121509577101
0.6796,82,0.0,treatment,0.6,0.0352119026071,0.8,2.57551132227,3.0,2.77831861322,0.0559009666576
0.0012,83,0.0112,treatment,0.6,0.035484410292,0.8,2.58770432836,2.0,2.58770432836,0.035484410292
0.7352,84,0.0004,treatment,0.6,0.0352716034028,0.8,2.57818255763,6.0,3.01742187691,0.120779888506
0.9096,85,0.0,treatment,0.6,0.035261248439,0.8,2.57771923809,4.0,2.91458782562,0.0781627206754
0.008,86,0.0288,treatment,0.6,0.035510021072,0.8,2.58885024979,2.0,2.58885024979,0.035510021072
0.3192,87,0.0044,treatment,0.6,0.0355630764659,0.8,2.59122414519,4.0,2.79730283945,0.074822696219
0.818,88,0.0496,treatment,0.6,0.035516199168,0.8,2.58912668076,5.0,2.87023170886,0.0943407100867
0.4408,89,0.0048,treatment,0.6,0.0352043493581,0.8,2.57517336185,5.0,2.85844854174,0.0938658261681
0.3732,90,0.0308,treatment,0.6,0.0359427852189,0.8,2.60821372529,4.0,2.8124452445,0.0757159863134
0.348,91,0.0016,treatment,0.6,0.0358980535632,0.8,2.60621226485,3.0,2.74028559116,0.0558772027983
0.092,92,0.0064,treatment,0.6,0.0355826789405,0.8,2.59210123273,3.0,2.69720167579,0.0546065688218
0.5752,93,0.0012,treatment,0.6,0.0353880586312,0.8,2.58339319714,5.0,2.97697362763,0.099221462144
0.1816,94,0.0036,treatment,0.6,0.0357106662112,0.8,2.59782785864,3.0,2.72069960832,0.0552483347894
0.7876,95,0.0044,treatment,0.6,0.0356306212056,0.8,2.59424634775,4.0,2.80225192019,0.0752245417342
0.1024,96,0.002,treatment,0.6,0.0351466703028,0.8,2.57259258666,3.0,2.69887343196,0.0541581069329
0.4428,97,0.002,treatment,0.6,0.035628587066,0.8,2.59415533279,3.0,2.72018178393,0.055146496198
0.1184,98,0.0,treatment,0.6,0.0352163391526,0.8,2.5757098298,4.0,2.84549070941,0.0762365185139
0.486,99,0.0044,treatment,0.6,0.0355767607143,0.8,2.5918364293,4.0,2.81234989806,0.0752537334736
0.0056,0,0.0172,treatment,0.8,0.0355952979408,0.8,2.59266585367,2.0,2.59266585367,0.0355952979408
0.5292,1,0.0,treatment,0.8,0.0353173907796,0.8,2.58023125496,3.0,2.74516873072,0.0553255681502
0.8976,2,0.0,treatment,0.8,0.0351438515971,0.8,2.5724664673,4.0,2.83423511578,0.0753230083158
0.0064,3,0.0216,treatment,0.8,0.0357493568855,0.8,2.59955902313,2.0,2.59955902313,0.0357493568855
0.5284,4,0.0032,treatment,0.8,0.0355085362269,0.8,2.5887838123,5.0,2.8993388939,0.0965488219655
