alpha_all;p_value_all;alpha;p_value;xmin
1.88830205079;0.0308;2.80158357939;0.8812;3.0
1.89088881703;0.1508;3.21222164851;0.8888;5.0
1.88895540195;0.0092;2.96858661946;0.708;4.0
1.88848985638;0.0308;2.80269164027;0.2012;3.0
1.88632923259;0.0072;3.02748199809;0.9104;4.0
1.88322239869;0.0108;3.03375323677;0.5176;4.0
1.8942475583;0.1584;2.46740826788;0.2848;2.0
1.88769047416;0.0192;3.2077063099;0.8172;5.0
1.88589173676;0.0176;3.0116129476;0.974;4.0
1.89114273667;0.1492;3.00613994931;0.7952;4.0
1.89182279482;0.0056;2.75791817091;0.696;3.0
1.8904366192;0.0816;3.1071644301;0.9336;4.0
1.88256856009;0.0256;3.06075400671;0.6704;4.0
1.89350709558;0.0032;2.79075268366;0.7804;3.0
1.88891437254;0.1884;3.29883580472;0.9936;5.0
1.88708355911;0.0624;2.80859736673;0.5868;3.0
1.88235941169;0.0336;3.65190518028;0.9108;7.0
1.88460859546;0.044;3.01419072036;0.7764;4.0
1.89271182073;0.7184;3.31599164448;0.442;5.0
1.89027821844;0.134;3.15826349704;0.9896;5.0
1.88985075447;0.0316;3.1931879128;0.9908;5.0
1.88711171326;0.0068;2.95968334706;0.8976;4.0
1.89332710451;0.038;3.05597629327;0.9488;4.0
1.88657654341;0.15;3.33093623049;0.9988;5.0
1.89104727275;0.0028;2.84928028293;0.8068;3.0
1.88303417957;0.1452;3.72207005917;0.4392;6.0
1.88226431842;0.0012;2.86308135634;0.9168;3.0
1.88797517338;0.0456;3.03146142693;0.858;4.0
1.89421850446;0.1128;3.09871518561;0.8684;5.0
1.88421520922;0.0104;3.10989744278;0.9444;4.0
1.89029024739;0.0348;3.07966172635;0.8116;4.0
1.88126121328;0.0152;2.88354872166;0.9;3.0
1.89069046396;0.1012;2.46083568901;0.3608;2.0
1.89379932003;0.026;3.04731100826;0.8768;4.0
1.89073306345;0.0012;2.75255349387;0.372;3.0
1.88542647598;0.0048;3.165019559;0.8068;4.0
1.89048032083;0.0548;3.08387687264;0.9948;4.0
1.88763303231;0.0116;2.82031231365;0.9152;3.0
1.88878749501;0.044;2.78854491907;0.4944;3.0
1.88866096064;0.0492;2.85567119643;0.6116;3.0
1.88758117281;0.0036;2.79095329483;0.718;3.0
1.89042051705;0.0332;2.7565864648;0.6064;3.0
1.87715253325;0.0028;3.14747595748;0.364;4.0
1.88984164171;0.0168;3.02445817251;0.8572;4.0
1.88864321877;0.0284;3.06178220133;0.9192;4.0
1.8916830081;0.0184;2.84765874047;0.8824;3.0
1.89537523923;0.0196;2.9792102948;0.6676;4.0
1.88357143864;0.0128;2.51464898551;0.4008;2.0
1.88849435797;0.024;2.99757324979;0.968;4.0
1.88246064839;0.0008;3.14526122557;0.7172;4.0
1.8890554203;0.0484;4.05285378479;0.6348;8.0
1.88546007064;0.0068;2.75719658406;0.5148;3.0
1.88675534026;0.0524;3.21593151185;0.8668;5.0
1.88796816939;0.008;2.86325263195;0.1104;3.0
1.87486167974;0.0028;3.14622390424;0.2728;4.0
1.89062907887;0.04;3.05220868838;0.9584;4.0
1.89066768987;0.0192;2.85993105242;0.2792;3.0
1.89353448829;0.122;2.77974572222;0.376;3.0
1.8855781775;0.034;3.12601085931;0.8784;4.0
1.88700396059;0.068;3.51221123101;0.5244;6.0
1.88326613698;0.0196;2.82497636923;0.2816;3.0
1.89225187211;0.02;3.18831962379;0.9876;6.0
1.88675755475;0.0356;2.80071535441;0.7036;3.0
1.88571090826;0.0328;3.0199827956;0.7324;4.0
1.88783997685;0.0292;2.99073679222;0.5884;4.0
1.88587802641;0.0372;2.98180433055;0.9556;4.0
1.88737133781;0.0712;3.17577458836;0.412;5.0
1.88118268148;0.004;2.80859975795;0.8968;3.0
1.88806287666;0.0136;2.8141841343;0.762;3.0
1.89311239412;0.0884;2.97403989855;0.9792;4.0
1.88591234668;0.052;2.809813432;0.6156;3.0
1.88071558518;0.0016;2.89855241578;0.4652;3.0
1.88160334074;0.0172;2.78445974886;0.3248;3.0
1.89706618942;0.1084;2.95486351941;0.8008;4.0
1.88767267748;0.054;3.32104534212;0.8792;6.0
1.89558259904;0.1416;2.69027328533;0.5892;3.0
1.88111334574;0.0048;2.81349725476;0.516;3.0
1.88923695753;0.1176;2.76779923484;0.4624;3.0
1.88375602859;0.0108;3.12298897538;0.9212;4.0
1.88755410176;0.0772;3.02777905185;0.336;4.0
1.88069744167;0.0324;3.06512911457;0.3628;4.0
1.89370118016;0.0148;2.75442524909;0.8828;3.0
1.87906914892;0.006;2.83421515339;0.6804;3.0
1.88658326032;0.0132;3.06395103722;0.9356;4.0
1.88535826378;0.3064;3.36837600094;0.5212;5.0
1.88353028306;0.0008;2.81569163984;0.5584;3.0
1.88465720817;0.0036;2.81557650571;0.66;3.0
1.88815590261;0.01;2.79436526069;0.3472;3.0
1.88817846977;0.0448;3.2982386524;0.9024;6.0
1.88836964178;0.1748;3.09608131336;0.48;4.0
1.8899384528;0.0056;2.83868280702;0.4228;3.0
1.88990281001;0.1364;2.74192792565;0.55;3.0
1.89083583722;0.0064;2.95917316096;0.9828;4.0
1.88783928424;0.0316;3.06943625257;0.7396;4.0
1.88290483642;0.0732;3.30553492536;0.9868;5.0
1.88919152573;0.0364;2.79117750331;0.9756;3.0
1.8866900295;0.0044;3.05179221977;0.7888;4.0
1.88308338136;0.0044;3.10868395486;0.9868;4.0
1.8897400211;0.0176;3.10505043024;0.9984;5.0
1.88166166643;0.0064;3.05597479394;0.8316;4.0
