alpha_all;p_value_all;alpha;p_value;xmin
1.83707465612;0.1108;2.6611898701;0.5048;3.0
1.85391125801;0.0804;2.78309743576;0.8408;4.0
1.84880668578;0.1056;3.02694951753;0.9168;5.0
1.84706935597;0.0988;2.64663898418;0.3732;3.0
1.8598627859;0.0216;2.65875047792;0.7796;3.0
1.84831719136;0.1136;2.90040744944;0.8448;4.0
1.8460251121;0.0608;3.17650930935;0.6432;6.0
1.85094941413;0.0256;2.86100220686;0.9568;4.0
1.85300940402;0.2192;3.07543509486;0.7328;5.0
1.85110985434;0.046;2.64160018891;0.1476;3.0
1.852638695;0.3444;3.19843836564;0.8808;6.0
1.84490341427;0.128;3.18840137648;0.6648;5.0
1.85093383377;0.2272;3.37325198956;0.6884;8.0
1.84241408387;0.0068;2.71257114036;0.5164;3.0
1.84941514258;0.2404;2.59284172594;0.482;3.0
1.84517303011;0.044;3.02628214304;0.838;5.0
1.85391095532;0.2104;2.92109239036;0.8796;4.0
1.84955972898;0.0336;3.03054941107;0.9592;5.0
1.84462537002;0.1928;3.31269880622;0.9768;6.0
1.84911339996;0.0344;2.62596218729;0.6088;3.0
1.85297337651;0.3172;3.58385805403;0.7908;8.0
1.84718300238;0.0064;3.07969169081;0.9508;7.0
1.84460630105;0.012;2.7401202089;0.8128;3.0
1.84915259718;0.0152;2.89632144521;0.9008;4.0
1.84919478422;0.0268;2.86884356053;0.962;4.0
1.84871016496;0.0184;2.85058582004;0.986;4.0
1.85079099469;0.0784;3.14450415315;0.8556;6.0
1.84823434402;0.0404;2.83417968211;0.8384;4.0
1.84324078066;0.0008;2.72299626238;0.8264;3.0
1.84247846553;0.0876;3.16612218882;0.9724;5.0
1.84608899313;0.008;2.93237220292;0.5308;4.0
1.84365836883;0.0156;2.91941158853;0.6012;4.0
1.85783225718;0.0092;2.69454662161;0.8164;3.0
1.85583699131;0.0724;2.86265683756;0.4436;4.0
1.8513711942;0.0496;2.9544793675;0.9692;5.0
1.8589688485;0.0312;2.79944031054;0.506;4.0
1.83890773718;0.0108;3.10962752263;0.6772;5.0
1.85006988726;0.062;2.87123943706;0.7952;4.0
1.85501600549;0.0944;2.40053326888;0.222;2.0
1.84917657623;0.1096;2.80764522753;0.718;4.0
1.84386422828;0.106;3.35360558281;0.654;6.0
1.84744488525;0.0016;2.85342216076;0.986;4.0
1.84918253884;0.0064;2.85971847562;0.9576;4.0
1.85438054468;0.0776;2.8994671884;0.95;4.0
1.84599235171;0.036;3.09412593353;0.782;5.0
1.84669214812;0.0092;2.84593849343;0.8376;4.0
1.84823386747;0.0;2.98697421105;0.8472;5.0
1.85220485267;0.0204;2.66229166124;0.5532;3.0
1.84733576957;0.1444;2.40568835359;0.072;2.0
1.84249661953;0.002;2.97493325297;0.796;4.0
1.85232225548;0.4544;3.21022713706;0.836;6.0
1.84708266201;0.324;3.10302250106;0.6852;5.0
1.85019002122;0.1452;2.57822236525;0.372;3.0
1.84807269935;0.0236;2.83970079795;0.884;4.0
1.84927598936;0.006;2.72728677721;0.8604;3.0
1.84564690407;0.08;2.6411042806;0.3656;3.0
1.84452220658;0.0044;2.71672291683;0.6604;3.0
1.85352854154;0.0824;2.70161169008;0.6016;3.0
1.85564772057;0.1192;2.82325910308;0.9916;4.0
1.85597010668;0.2912;2.5823923331;0.5724;3.0
1.84888876568;0.0144;2.70893392313;0.4264;3.0
1.84448922588;0.1108;2.6556591646;0.2092;3.0
1.85707834833;0.0852;2.76523623111;0.8984;4.0
1.85501498397;0.0056;2.67362167378;0.7564;3.0
1.84479605574;0.0316;2.91392950537;0.7392;4.0
1.85712910861;0.1292;2.58986011088;0.3848;3.0
1.84839571512;0.0128;2.66905605616;0.6268;3.0
1.85158253159;0.2404;2.85745509882;0.678;4.0
1.84990874495;0.1144;2.64246208033;0.54;3.0
1.84637945535;0.1488;3.22028533961;0.662;6.0
1.84696633332;0.012;2.88995736432;0.6152;4.0
1.84910371645;0.1836;2.6901028518;0.45;3.0
1.84738305124;0.0444;2.68198378471;0.4756;3.0
1.84631806815;0.0092;2.86454302685;0.8704;4.0
1.8401672058;0.0032;3.11986818721;0.8636;5.0
1.85970937028;0.2332;2.93944814625;0.7724;5.0
1.84339980403;0.0172;3.13778849753;0.958;5.0
1.85209292861;0.0032;2.83892787781;0.982;4.0
1.84158042447;0.0032;2.648983693;0.8888;3.0
1.84446742372;0.0536;3.05217566836;0.9944;5.0
1.84558636253;0.0016;2.91520263353;0.4772;4.0
1.84204505635;0.0032;2.86111434736;0.8568;4.0
1.84935434135;0.0216;2.64988291809;0.6912;3.0
1.84809514254;0.3316;2.67410758783;0.4336;3.0
1.8417258803;0.0516;3.04593674409;0.9776;5.0
1.851647498;0.1548;2.6151157176;0.3588;3.0
1.84761088988;0.0036;2.71865429611;0.9032;3.0
1.84306188655;0.118;3.04658875275;0.8116;5.0
1.85246425841;0.0808;2.68257000403;0.5728;3.0
1.84659434394;0.0128;2.68474964676;0.8992;3.0
1.85518907267;0.0076;2.63383729993;0.9392;3.0
1.85585188797;0.0728;2.67219773613;0.7184;3.0
1.8437700816;0.0024;2.86812569419;0.666;4.0
1.85281784231;0.1772;2.61862394217;0.792;3.0
1.84328388146;0.0236;2.66049683811;0.5356;3.0
1.84208038231;0.0024;2.94587573308;0.8104;4.0
1.84803678046;0.0116;2.94869065909;0.876;4.0
1.84935439788;0.0588;2.65142794212;0.2764;3.0
1.84468925671;0.0096;2.72825360304;0.892;3.0
1.84655260465;0.0136;2.67819681849;0.7564;3.0
