nu1_all;p_value_all;nu1;p_value;xmin
1.70545839325;0.0012;2.49170869537;0.3424;4.0
1.70221023996;0.0;2.91916082276;0.8164;7.0
1.70091382587;0.0;2.53650243071;0.1328;4.0
1.70406994402;0.0;2.78493563179;0.9712;6.0
1.70657688133;0.0044;3.23458350211;0.8404;10.0
1.70194685623;0.0;2.40026111477;0.1316;3.0
1.70964130109;0.0;2.56563885169;0.3904;4.0
1.70674680502;0.0;2.58927745611;0.7584;4.0
1.70808712334;0.0008;2.68898900826;0.7744;5.0
1.70902968114;0.0;2.69907972432;0.7148;5.0
1.70416272527;0.0;2.94193981022;0.924;7.0
1.70409959346;0.0;2.6789013542;0.858;5.0
1.70654446166;0.0;2.77482789713;0.8204;7.0
1.70446665508;0.0;2.569416562;0.4428;4.0
1.70761818509;0.0044;2.74945685756;0.9252;6.0
1.70763351166;0.0;2.78779030186;0.7932;6.0
1.70524540329;0.0;2.70339500508;0.784;6.0
1.70736914831;0.0056;2.71585755311;0.2792;6.0
1.70991867181;0.0004;2.7246107578;0.866;6.0
1.70624985654;0.0004;2.66426022963;0.9744;5.0
1.70137257024;0.0;2.81997132831;0.8972;6.0
1.70274601969;0.0;2.43303414357;0.7768;3.0
1.70818802348;0.0;2.67017273235;0.9184;5.0
1.71049870424;0.0;2.5178311129;0.5724;4.0
1.70678464101;0.0;2.41498024199;0.1888;3.0
1.70584915813;0.0016;2.97087145408;0.53;9.0
1.70519252621;0.0;2.71807712431;0.312;5.0
1.70705528221;0.0;2.69009096524;0.6352;5.0
1.70872399308;0.0;2.77113736088;0.7292;6.0
1.70275180052;0.0;2.85857830784;0.7812;6.0
1.70222248153;0.0012;2.87336178103;0.68;8.0
1.71003562552;0.0004;2.70375129385;0.5292;6.0
1.70121186342;0.0;2.83752086525;0.8416;6.0
1.70563930911;0.0052;3.04709800289;0.476;9.0
1.70432924358;0.0;2.79450913745;0.8064;6.0
1.70350166237;0.0;2.90184121184;0.6248;7.0
1.70909908752;0.0;2.73064980443;0.8136;6.0
1.70431834634;0.0;2.78231361009;0.7592;5.0
1.70099515131;0.0;2.71155601261;0.5636;5.0
1.70410420562;0.0;2.74363447707;0.9224;5.0
1.70488426065;0.0;2.85086284858;0.9976;7.0
1.70240638661;0.0;2.91270257546;0.188;7.0
1.69572162458;0.0;3.03892423666;0.8916;9.0
1.70636318299;0.0;2.73790870598;0.984;5.0
1.70674757074;0.0;2.7963466015;0.794;7.0
1.70384065648;0.0;2.94370438851;0.912;7.0
1.70434462054;0.0;2.54733323255;0.4836;4.0
1.70402302171;0.0;2.87777684207;0.87;9.0
1.69957085057;0.0;2.4152241265;0.2792;3.0
1.70064597191;0.0;2.62765181812;0.8864;5.0
1.70545811273;0.0;2.68741939501;0.5068;5.0
1.70295417793;0.0;3.11126019353;0.6616;10.0
1.70690201318;0.0;2.78287257219;0.8588;6.0
1.70389000114;0.0008;2.81087558109;0.5184;7.0
1.70577172992;0.0004;2.64625611294;0.2384;5.0
1.70622472639;0.0;2.92736972698;0.4984;8.0
1.71106526238;0.0004;2.38356869014;0.7688;3.0
1.71098685604;0.004;2.49603041199;0.324;4.0
1.69840306736;0.0;2.36398101052;0.1836;3.0
1.70360756259;0.0;2.8236238047;0.442;6.0
1.70431718103;0.0012;2.83319188814;0.7496;7.0
1.70698850379;0.0;2.76263942249;0.6768;6.0
1.70898635796;0.0;2.55653000652;0.1136;4.0
1.70397557151;0.0;2.70888129526;0.2144;5.0
1.70942618474;0.0084;3.08741540496;0.8104;9.0
1.69866714481;0.0004;2.54172395469;0.524;4.0
1.71021157024;0.0;2.36760917325;0.2852;3.0
1.70865818594;0.0008;2.64791152056;0.8744;5.0
1.70345019454;0.0;2.81209357589;0.37;6.0
1.7001910447;0.0;2.36361876634;0.1548;3.0
1.70699104221;0.0016;2.53851674977;0.0688;4.0
1.70376701702;0.0004;2.38353581943;0.4364;3.0
1.70971872029;0.0;2.6950317548;0.932;5.0
1.71286807719;0.0144;2.64118034378;0.728;5.0
1.70862393691;0.0;2.69690749822;0.8756;6.0
1.70702459907;0.0012;2.59284899035;0.3236;5.0
1.70466349434;0.0016;2.53190569913;0.2164;4.0
1.70012281902;0.0;2.75100356562;0.8612;5.0
1.70718390707;0.0;2.50531328855;0.4888;4.0
1.71272416991;0.0;2.53262984083;0.9368;4.0
1.70401050483;0.0;2.75329282963;0.9428;6.0
1.70304097498;0.0;2.38105047393;0.3664;3.0
1.70727685084;0.0;2.77178266023;0.9508;6.0
1.70807003769;0.0;2.6931302748;0.654;6.0
1.70493710332;0.0008;2.49072494692;0.446;4.0
1.69908604404;0.0;2.55737520755;0.2456;4.0
1.70482574794;0.0008;2.64325320863;0.2652;5.0
1.7061621926;0.0;2.88092803164;0.9852;7.0
1.70509098275;0.0004;2.37544615866;0.322;3.0
1.70674881876;0.0;2.62387203428;0.5736;5.0
1.70478215856;0.0;2.40806294504;0.1408;3.0
1.70788941926;0.0004;2.58506150136;0.5436;5.0
1.70490428967;0.0;2.66060579367;0.7176;5.0
1.70745361693;0.0;2.73559817221;0.6156;6.0
1.71090632404;0.002;2.7331945132;0.8512;6.0
1.70346560511;0.0;2.37881458661;0.4536;3.0
1.70351898903;0.0;2.3925963837;0.6892;3.0
1.70810449768;0.0004;2.35637935608;0.2336;3.0
1.70586887948;0.0;2.37289662569;0.4448;3.0
1.70808411515;0.0;2.67301697995;0.3096;5.0
