alpha_all;p_value_all;alpha;p_value;xmin
1.82621737723;0.2132;2.80683499508;0.7436;5.0
1.81775466294;0.0052;2.84621516149;0.3396;4.0
1.81986308166;0.042;2.69745459739;0.9388;4.0
1.81537259444;0.0852;2.72730287128;0.5384;4.0
1.81356806354;0.0044;2.65181280696;0.2436;3.0
1.81476794906;0.0988;2.53921796676;0.4524;3.0
1.81447268942;0.16;2.92836352524;0.4408;5.0
1.81831822318;0.1252;2.98790861969;0.8428;6.0
1.8146095729;0.0472;2.60350186087;0.4156;3.0
1.81525033895;0.2896;2.67715359318;0.2968;4.0
1.81279296837;0.0188;2.77229279078;0.726;4.0
1.81409314737;0.1772;2.53447641312;0.116;3.0
1.81080413912;0.0092;2.59507542768;0.7364;3.0
1.82111129311;0.1532;2.53593945913;0.0772;3.0
1.81862544542;0.0036;2.754322552;0.9288;5.0
1.82064720055;0.0616;2.72476710383;0.9528;4.0
1.8182761943;0.0752;2.54957225107;0.5348;3.0
1.81451156813;0.0164;2.88483585789;0.9868;5.0
1.81752984245;0.0596;2.54710740153;0.6928;3.0
1.81568651957;0.0288;2.77608422671;0.7756;4.0
1.81852357847;0.0496;2.63487836787;0.5412;3.0
1.81014912448;0.004;2.85576166723;0.8296;4.0
1.81566809202;0.0492;2.75901844715;0.5352;4.0
1.81968740298;0.1648;2.53672530164;0.3648;3.0
1.81507472633;0.184;2.53211982763;0.8348;3.0
1.81925795786;0.0688;2.6304876413;0.642;3.0
1.81642024002;0.004;2.8141874814;0.9384;4.0
1.81631923068;0.3168;2.54151469499;0.1372;3.0
1.82257058037;0.0932;2.53732893766;0.514;3.0
1.81027220142;0.0004;2.75955369192;0.5856;4.0
1.82386633907;0.152;2.77421779616;0.96;5.0
1.81722543795;0.098;2.74752015754;0.9344;4.0
1.82635398395;0.0792;2.76493599433;0.9952;4.0
1.81946456637;0.0896;3.28996470148;0.7704;10.0
1.81582704281;0.2344;2.55183090637;0.5788;3.0
1.80982693543;0.046;2.56415742103;0.4604;3.0
1.82262519957;0.354;3.02532315006;0.7576;6.0
1.81550930646;0.0432;2.82916942618;0.8772;5.0
1.82249069989;0.1264;2.82216195714;0.99;5.0
1.81954420051;0.174;2.91175266573;0.978;5.0
1.81453754612;0.0092;2.7989753301;0.8656;4.0
1.81933758648;0.2424;2.7050236993;0.9672;4.0
1.81791632987;0.0356;2.71408235875;0.9224;4.0
1.8199971938;0.0056;2.5569168945;0.1348;3.0
1.81769975028;0.0776;2.80976926575;0.5328;4.0
1.82520647425;0.026;2.69533390928;0.4836;4.0
1.81539437656;0.0812;2.82167503737;0.326;4.0
1.81470118168;0.1232;2.59992151865;0.1476;3.0
1.81316753563;0.0504;2.70685244195;0.5904;4.0
1.8153186463;0.03;2.76198412026;0.4124;4.0
1.81327630381;0.0016;2.56693753307;0.7704;3.0
1.81514065879;0.0008;2.62194040875;0.7244;3.0
1.81244427571;0.0492;2.58056335874;0.4536;3.0
1.82324041509;0.1104;2.82103557652;0.9972;5.0
1.81989709072;0.086;2.76759481307;0.8208;4.0
1.8142975094;0.002;2.80970233464;0.956;4.0
1.81451697058;0.0492;2.84530593067;0.9616;4.0
1.82398855608;0.1592;2.48881743329;0.43;3.0
1.82107691471;0.0624;2.77389618565;0.9444;4.0
1.81338940168;0.0184;2.954342996;0.2484;5.0
1.81811361765;0.0088;2.78589652649;0.766;4.0
1.81615559108;0.006;2.64056931899;0.218;3.0
1.82204805713;0.0132;2.58125128507;0.6876;3.0
1.81845490732;0.0228;2.78572140516;0.9348;4.0
1.81367724687;0.0372;2.58699969544;0.7384;3.0
1.82021310596;0.1324;2.73653697466;0.72;4.0
1.82402001124;0.084;2.88475521113;0.606;5.0
1.81445622954;0.0844;2.54289903367;0.572;3.0
1.81560269291;0.0152;3.02142488142;0.834;6.0
1.81415383548;0.0804;2.90628092876;0.8772;5.0
1.8125985484;0.0084;2.90963497196;0.8524;5.0
1.82002565608;0.0876;2.93442518168;0.886;5.0
1.81973039786;0.0264;2.58797780354;0.4232;3.0
1.8243630841;0.0924;2.71399058948;0.9748;4.0
1.82068468157;0.1952;2.53764669375;0.6284;3.0
1.81351321116;0.01;2.59660578029;0.9312;3.0
1.81803334707;0.6312;2.716604025;0.0928;4.0
1.81434765179;0.002;2.78728405963;0.8316;4.0
1.81802186889;0.0;2.61306094684;0.5036;3.0
1.82571791978;0.4956;2.93494789273;0.8296;6.0
1.81268909589;0.006;2.97420754189;0.9928;5.0
1.81498685676;0.0028;2.92446564335;0.8392;7.0
1.81910859329;0.0932;2.84628378691;0.9956;5.0
1.82306347932;0.056;2.87402329404;0.9364;5.0
1.80923267473;0.0392;2.72444928038;0.894;4.0
1.81774651062;0.0284;2.75308570837;0.752;4.0
1.82299678013;0.152;2.76943439249;0.982;4.0
1.8181268661;0.0032;2.70756724644;0.9968;4.0
1.82629285211;0.08;2.51001383797;0.778;3.0
1.81372427594;0.0068;2.78308719667;0.9228;4.0
1.80821011069;0.0224;3.16185703607;0.948;6.0
1.8170346106;0.0536;2.58716177089;0.8288;3.0
1.81116481837;0.0124;2.78533445729;0.6252;4.0
1.81213043638;0.0408;2.92700742162;0.9032;5.0
1.81216200228;0.002;2.63922915515;0.5972;3.0
1.81964701241;0.0064;2.84878178778;0.4144;4.0
1.82391742949;0.0228;2.58011529897;0.8528;3.0
1.81632907839;0.0916;2.71183197279;0.426;4.0
1.81750833036;0.036;2.85452863305;0.8472;5.0
1.82115781957;0.2764;2.71804973764;0.1924;4.0
