nu1_all;p_value_all;nu1;p_value;xmin
1.7221291905;0.0004;2.75419170088;0.6544;5.0
1.72328305323;0.0;2.87210977824;0.7068;7.0
1.72779763922;0.0;2.71580966822;0.614;5.0
1.72572025873;0.0156;2.41431049378;0.2516;3.0
1.7251700867;0.0;2.91193107614;0.7216;6.0
1.7209130754;0.0;2.43765620917;0.186;3.0
1.71974639816;0.0004;2.61849245044;0.4168;4.0
1.72139065557;0.0;2.41650466345;0.062;3.0
1.7252791075;0.0012;2.78207375004;0.3828;6.0
1.72579133248;0.0008;2.73027024858;0.5088;5.0
1.72560784045;0.012;2.65270456812;0.4472;5.0
1.71901946981;0.0;2.58533905902;0.2724;4.0
1.72164396746;0.0;2.9289181474;0.8904;6.0
1.72295747598;0.0;2.85891485794;0.5;6.0
1.72032941553;0.0;2.64389644188;0.3364;4.0
1.72903954413;0.0044;2.42839074371;0.6052;3.0
1.72498595379;0.0;2.88434508387;0.834;6.0
1.72001153825;0.0;2.61870770012;0.8272;4.0
1.71366932448;0.0;2.64375947006;0.622;4.0
1.72280160679;0.0;2.7358698427;0.9372;5.0
1.72123669112;0.0;2.93423591835;0.9344;8.0
1.72273040909;0.0;2.85153374285;0.7232;6.0
1.7249692194;0.0;2.44411174292;0.4164;3.0
1.72749177071;0.0024;2.6833982104;0.6496;5.0
1.72272661676;0.0;2.46762629627;0.912;3.0
1.72790275897;0.0;2.61670881343;0.1004;4.0
1.72264005641;0.0004;2.60304350535;0.7928;4.0
1.716710366;0.0;2.88606776112;0.962;6.0
1.7174835722;0.0;2.95293828041;0.2644;7.0
1.72254933753;0.002;3.05010973;0.6828;8.0
1.71896735983;0.0;3.18233943224;0.274;8.0
1.72591852586;0.0;2.61184689377;0.3944;4.0
1.7231070238;0.0012;2.99858824476;0.9968;8.0
1.72323089607;0.0;3.02387989359;0.4344;9.0
1.72305471156;0.0016;2.16059822269;0.0424;2.0
1.7282709311;0.0;2.76571997946;0.746;5.0
1.72856396137;0.0;2.85521644746;0.572;6.0
1.7232957885;0.0;2.95944391855;0.8716;7.0
1.73238301101;0.0052;2.63865576756;0.8804;5.0
1.72400618172;0.0;2.69785737767;0.5532;5.0
1.72297222127;0.0;2.47702536218;0.534;3.0
1.71753293859;0.0;2.60595138452;0.656;4.0
1.72241213012;0.0008;2.59866077543;0.188;4.0
1.72498516441;0.0;2.73710441096;0.2768;5.0
1.72322364318;0.0148;3.1840236156;0.176;9.0
1.71552204321;0.0;2.9392771359;0.952;7.0
1.72581434496;0.0008;2.56240865612;0.3248;4.0
1.71711209114;0.0;2.87983323879;0.934;6.0
1.72313670301;0.0;2.75428783485;0.7512;5.0
1.72390753055;0.0;2.73445006257;0.4644;5.0
1.72097888592;0.0;2.42913867793;0.2892;3.0
1.71776034416;0.0;2.66610405038;0.7092;4.0
1.72352459854;0.0;2.38939747446;0.0388;3.0
1.71877647882;0.0008;2.17456826686;0.0372;2.0
1.72004747737;0.0;2.61943955426;0.1632;4.0
1.72679105864;0.0032;2.74564892826;0.5744;6.0
1.73318372817;0.0148;2.35098503957;0.0888;3.0
1.71949052768;0.0004;2.94389032431;0.9108;7.0
1.72042296645;0.0016;2.70333561985;0.7304;5.0
1.72377169234;0.0;2.73944553397;0.4044;5.0
1.72595169275;0.0;2.76573938598;0.8504;5.0
1.72447123767;0.0;2.69069930932;0.948;5.0
1.72522726307;0.0;2.77222873349;0.9992;6.0
1.72096172613;0.022;2.4083604844;0.2816;3.0
1.72013950348;0.0;2.47945829678;0.724;3.0
1.72130282212;0.0004;2.91081079635;0.6064;7.0
1.72114084579;0.0016;2.72291908776;0.2476;5.0
1.72241459089;0.0;3.05456901266;0.5764;9.0
1.72411897347;0.0008;2.72521975946;0.8584;5.0
1.72615940625;0.006;2.19462240711;0.0196;2.0
1.73058147468;0.0;2.94158020746;0.866;6.0
1.72455541348;0.0008;2.90676361578;0.92;6.0
1.72281240289;0.0;2.73800233743;0.9176;5.0
1.72494109329;0.0;2.77987240767;0.7748;6.0
1.72408112209;0.0;2.79815570105;0.6656;5.0
1.72667018392;0.0;2.75182611765;0.626;5.0
1.72992604642;0.0012;2.75694765575;0.9944;6.0
1.72568128418;0.0;3.06204575443;0.85;10.0
1.71805173012;0.0;2.99234105007;0.9916;7.0
1.72278547045;0.0;2.77099151389;0.9;5.0
1.72290477157;0.0008;2.62854674939;0.3656;4.0
1.72870318625;0.0004;2.60304051914;0.5756;4.0
1.72031910755;0.0016;3.1126224272;0.8732;8.0
1.72529788805;0.002;2.40936299879;0.3436;3.0
1.72182227566;0.0;2.82328545538;0.8876;6.0
1.71882686298;0.0;2.74835019194;0.9532;5.0
1.71852031551;0.0;2.98022846767;0.9236;7.0
1.72349937414;0.0;2.41234158857;0.0952;3.0
1.72358562322;0.0;2.61970672427;1.0;4.0
1.72085903247;0.0;2.65614019667;0.6904;4.0
1.72461992333;0.0;2.8173109186;0.2276;6.0
1.72042038322;0.0;2.7646771321;0.888;5.0
1.72100861189;0.0004;2.60024180202;0.812;4.0
1.72430015133;0.0;2.66612017824;0.6724;5.0
1.7148594794;0.0;2.78375360722;0.978;5.0
1.72624043477;0.0008;2.43559726982;0.8724;3.0
1.7169376497;0.0;2.45760983559;0.7456;3.0
1.72385890753;0.0;2.62131786948;0.778;4.0
1.72596563205;0.0;2.61790326622;0.8804;4.0
1.72537357659;0.0008;2.86985656483;0.7504;7.0
