alpha_all;p_value_all;alpha;p_value;xmin
1.89001442494;0.0216;2.99494719106;0.5252;4.0
1.88564132302;0.002;2.75211845717;0.882;3.0
1.88434356758;0.01;2.82416325039;0.5292;3.0
1.89009011497;0.0336;3.04593418159;0.9308;4.0
1.88791005867;0.048;2.78260719887;0.7888;3.0
1.89628806421;0.0876;2.90726752749;0.7096;4.0
1.88537226445;0.0044;2.81521602549;0.8108;3.0
1.88596039507;0.0588;3.07599595514;0.6264;4.0
1.88602091703;0.018;3.1409921905;0.776;4.0
1.88363571811;0.0012;2.82126468989;0.814;3.0
1.88582065279;0.0076;2.86257311963;0.466;3.0
1.88725779036;0.022;3.40947121106;0.6648;6.0
1.88511108852;0.0772;3.04090143169;0.3464;4.0
1.88944070165;0.1052;2.74654861605;0.616;3.0
1.89049235092;0.1656;3.31623101604;0.652;5.0
1.88743922193;0.0;2.85171912475;0.69;3.0
1.88710573621;0.0276;2.8189181994;0.7932;3.0
1.88513147457;0.0596;2.7204728609;0.354;3.0
1.8833132807;0.002;3.22037783935;0.5224;4.0
1.88666301153;0.008;3.04487635519;0.9196;4.0
1.88918677147;0.0288;2.78485150825;0.51;3.0
1.8867961406;0.0056;3.05530872373;0.8684;4.0
1.8940083208;0.0916;3.14956430329;0.918;5.0
1.88856516271;0.0672;2.96189910303;0.8572;4.0
1.89031079999;0.0492;3.02605400636;0.81;4.0
1.88628628913;0.1276;3.04402905998;0.6288;4.0
1.89034533324;0.016;3.12101548039;0.8612;4.0
1.88120094958;0.0268;2.77328441647;0.7604;3.0
1.88749961728;0.028;3.00694728018;0.8936;4.0
1.88705677462;0.0272;2.78808798861;0.852;3.0
1.88699010486;0.0052;2.97329258202;0.9384;6.0
1.88151482955;0.01;3.61524000241;0.646;6.0
1.89341565902;0.404;3.09161688491;0.7584;4.0
1.88660827883;0.0056;2.80618975679;0.878;3.0
1.88961818383;0.03;2.99631706469;0.9908;4.0
1.89084359334;0.0524;3.09521957655;0.8644;4.0
1.88698642741;0.0304;3.33801473709;0.5736;5.0
1.88593421921;0.028;3.15182937206;0.9612;5.0
1.88634961702;0.0832;3.46925666701;0.2668;6.0
1.88926232741;0.0472;3.10954969123;0.7844;4.0
1.88429545958;0.0104;2.78333252782;0.3572;3.0
1.8803090487;0.0092;3.22488563499;0.9544;5.0
1.8912207364;0.0948;2.980397629;0.6628;4.0
1.88614279165;0.0028;3.02701936984;0.9336;4.0
1.88902075398;0.1204;3.40408664812;0.0344;5.0
1.89021509204;0.2152;2.95525185003;0.8632;4.0
1.88695994293;0.0732;2.84080590651;0.3872;3.0
1.89138475113;0.1396;2.45672226165;0.4724;2.0
1.8899172942;0.0292;2.82245780904;0.9196;3.0
1.88744596964;0.0004;3.02042632172;0.9252;5.0
1.8929436005;0.0376;2.92198264524;0.8988;4.0
1.89135620427;0.0424;2.76267955981;0.9716;3.0
1.89205851349;0.3316;3.26759623565;0.7168;5.0
1.8928805462;0.0324;3.04633719567;0.8496;4.0
1.88740060032;0.0152;2.98016593265;0.7884;4.0
1.88764312059;0.1428;3.25916649064;0.9948;5.0
1.8869450346;0.0236;3.01940593599;0.5328;4.0
1.89019680307;0.0016;2.7890492239;0.6212;3.0
1.88954060836;0.0144;3.01345694882;0.6296;4.0
1.88606845648;0.0032;2.90183424332;0.5692;3.0
1.88486006849;0.06;3.4799067298;0.8228;5.0
1.88727211247;0.008;2.86340364757;0.7432;3.0
1.88929393122;0.0292;3.12034119367;0.9836;5.0
1.883466734;0.0132;2.85797518485;0.3336;3.0
1.89146148093;0.0356;3.10579012219;0.746;8.0
1.88357587019;0.0052;3.06904829578;0.9552;4.0
1.88644608311;0.0952;2.77440760297;0.2224;3.0
1.88929220203;0.1732;2.83704243586;0.2712;3.0
1.8909771657;0.0236;3.02804156779;0.8748;4.0
1.88761802926;0.006;3.08037619588;0.422;4.0
1.87981691759;0.0036;3.31958234404;0.4472;5.0
1.88499614103;0.0504;3.03469151429;0.754;4.0
1.88982894182;0.0124;2.80061053819;0.6732;3.0
1.88701618814;0.028;3.19400113429;0.9876;5.0
1.88410834186;0.004;2.79290323041;0.7044;3.0
1.88879317723;0.0388;2.79007140288;0.8108;3.0
1.88849378805;0.1296;3.26350185735;0.48;5.0
1.88902166526;0.0528;3.14955256268;0.996;5.0
1.8920191986;0.0872;2.74003950773;0.572;3.0
1.88901356236;0.0176;3.08223921583;0.9864;5.0
1.88854153075;0.006;3.13059160318;0.986;5.0
1.88568278811;0.004;3.05529699564;0.6376;4.0
1.89344492933;0.0016;2.83612010533;0.5448;3.0
1.88645256265;0.006;3.04063576367;0.752;4.0
1.89001333035;0.0424;2.48580056113;0.2668;2.0
1.89601977952;0.0404;3.01297105537;0.8264;4.0
1.88932072623;0.3344;3.6641664542;0.6704;6.0
1.88407763941;0.0028;2.99090365509;0.9712;4.0
1.88581029197;0.1012;3.27183345338;0.9976;5.0
1.87957237333;0.0108;2.83278050601;0.8112;3.0
1.88682722962;0.1296;3.15869923592;0.8516;4.0
1.88804353051;0.0264;2.80338254742;0.2572;3.0
1.88296982141;0.058;3.32891508918;0.9548;5.0
1.88591330182;0.0544;2.9795087061;0.9292;4.0
1.88697205222;0.0108;3.04159484741;0.9276;4.0
1.88448489925;0.0192;3.07394029546;0.9276;4.0
1.88837664402;0.0468;3.10075189493;0.6844;4.0
1.88485827209;0.1016;3.29806582526;0.9788;5.0
1.87841760728;0.0;3.18845632147;0.8712;4.0
1.88713215778;0.0056;2.79438151016;0.8748;3.0
