alpha_all;p_value_all;alpha;p_value;xmin
1.74567640985;0.0504;2.38646957268;0.5848;3.0
1.75630722601;0.3764;2.34769774044;0.174;3.0
1.74889864701;0.1572;2.67563834012;0.7784;5.0
1.75163541648;0.2792;2.36593677639;0.3724;3.0
1.75252097999;0.0336;2.73003217471;0.41;6.0
1.75900867375;0.1368;2.53344244453;0.9876;5.0
1.74944010465;0.0984;2.4955572874;0.5812;4.0
1.75230543152;0.0384;2.73774019992;0.9508;6.0
1.76061993688;0.0756;2.55274259458;0.888;5.0
1.74996495296;0.0212;2.5504516334;0.6356;4.0
1.74583118172;0.0232;2.51420870977;0.9;4.0
1.7496912658;0.0304;2.59785593848;0.9744;5.0
1.74896277896;0.0296;2.61521030785;0.8452;5.0
1.74933760998;0.5412;2.31912935221;0.2844;3.0
1.75493526753;0.0968;2.32961747602;0.7544;3.0
1.75600191168;0.0304;2.61410797148;0.9736;5.0
1.75055985998;0.0084;2.37859222647;0.3948;3.0
1.75513932365;0.2744;2.36557693595;0.8936;3.0
1.76251170455;0.0236;2.55386950513;0.7196;4.0
1.75389923532;0.16;2.45284748216;0.5792;4.0
1.75725492122;0.2976;2.47862613589;0.9692;4.0
1.7556931445;0.2864;2.44626638247;0.888;4.0
1.74881402701;0.0524;2.50479513683;0.918;4.0
1.75420546562;0.1156;2.40570827864;0.9604;3.0
1.75279540243;0.0604;2.37872196793;0.616;3.0
1.75176800469;0.0032;2.515128069;0.8548;4.0
1.75117070106;0.0524;2.37955099863;0.5164;3.0
1.74774502215;0.0084;2.53900888847;0.9944;4.0
1.75237156884;0.4032;2.33343894489;0.1616;3.0
1.75158780289;0.2344;2.37712585005;0.4976;3.0
1.74961057348;0.0112;2.65309120109;0.8696;7.0
1.75271620808;0.0012;2.56298925226;0.6672;4.0
1.75093669523;0.0064;2.53547966013;0.8616;5.0
1.74821301783;0.0188;2.63147868269;0.7444;5.0
1.74704525914;0.1096;2.62982849127;0.866;5.0
1.75345774367;0.03;2.39993436151;0.8808;3.0
1.75575888311;0.194;2.48549686601;0.894;4.0
1.75077269845;0.104;2.45649847961;0.8344;4.0
1.75377657615;0.1484;2.63627407426;0.7664;6.0
1.74973932576;0.0176;2.52029983881;0.9248;4.0
1.74987465905;0.096;2.56816258297;0.9816;5.0
1.74409527925;0.0228;2.48004616461;0.6992;4.0
1.75154481464;0.044;2.52420269624;0.9476;4.0
1.75107051051;0.0736;2.5399261042;0.6092;5.0
1.74978346859;0.1812;2.34691619605;0.32;3.0
1.75617893299;0.4068;2.32875907582;0.4516;3.0
1.75021542965;0.0412;2.5774062899;0.6504;5.0
1.75245967193;0.0184;2.41620496119;0.6952;3.0
1.74532522184;0.2356;2.35005210068;0.3304;3.0
1.75644032447;0.024;2.37410726015;0.5;3.0
1.75003923574;0.002;2.37414354875;0.3692;3.0
1.7573129591;0.0944;2.37870462836;0.4912;3.0
1.75482887168;0.0332;2.51828639152;0.696;4.0
1.74826812957;0.0104;2.6265307007;0.9796;5.0
1.74819318089;0.0308;2.54288098239;0.5584;4.0
1.74608553826;0.0928;2.64884160792;0.8428;6.0
1.74192656348;0.07;2.94288616251;0.73;9.0
1.75376686156;0.1188;2.51755655323;0.9456;4.0
1.75268543331;0.0072;2.60773947339;0.9892;5.0
1.75478765946;0.0164;2.61270531381;0.4636;5.0
1.74965249098;0.1104;2.59274798872;0.7588;5.0
1.75924692771;0.1688;2.45713105078;0.8976;4.0
1.75248589713;0.1608;2.56326789717;0.9124;5.0
1.7535873786;0.0412;2.67644251423;0.382;7.0
1.75366899321;0.2516;2.79774090279;0.522;8.0
1.75255068029;0.1836;2.38887555888;0.4788;3.0
1.76218598001;0.5512;2.63050716816;0.7556;6.0
1.75644429019;0.2624;2.45848834014;0.594;4.0
1.75127189291;0.0088;2.67160533014;0.9424;8.0
1.75369429831;0.036;2.52915549393;0.768;4.0
1.74406054912;0.1716;2.49287790414;0.3916;4.0
1.74787718593;0.0388;2.53292119094;0.9944;4.0
1.75039257115;0.336;2.35130769129;0.4596;3.0
1.75183517452;0.0032;2.41669473242;0.8752;3.0
1.75005223285;0.0324;2.56270739617;0.8908;5.0
1.75071653193;0.1476;2.66183876353;0.8972;6.0
1.74953975833;0.3132;2.13584946604;0.2376;2.0
1.75620303359;0.088;2.35095337415;0.8968;3.0
1.7451776458;0.0432;2.52895476019;0.644;4.0
1.74878125857;0.0392;2.40790599288;0.2288;3.0
1.762718712;0.0128;2.39597458077;0.7364;3.0
1.75556906641;0.3268;2.35504187319;0.8724;3.0
1.75517087046;0.0548;2.61027654333;0.288;5.0
1.75266444061;0.0328;2.68896797785;0.8332;5.0
1.75407505917;0.2428;2.7255002717;0.9768;6.0
1.74935802735;0.0192;2.63940654653;0.9832;5.0
1.74525858091;0.1464;2.34201817983;0.3704;3.0
1.75236199126;0.1064;2.66903198302;0.7136;6.0
1.75213995996;0.0228;2.55469352227;0.9716;5.0
1.75853061259;0.212;2.45386769838;0.7036;4.0
1.75273697122;0.0888;2.55627094472;1.0;5.0
1.74664333938;0.0864;2.75806209763;0.8668;7.0
1.75653370578;0.1516;2.54489479003;0.98;5.0
1.75424608756;0.0368;2.37655734804;0.826;3.0
1.75808924083;0.11;2.46771571866;0.9864;4.0
1.75845054203;0.5572;2.63979827051;0.332;6.0
1.75529405479;0.1384;2.52886986402;0.2624;4.0
1.74468972428;0.0;2.53091761028;0.548;4.0
1.75023946265;0.0368;2.64818358922;0.4224;6.0
1.7534790935;0.014;2.46783945767;0.5264;4.0
