nu1_all;p_value_all;nu1;p_value;xmin
1.72180874328;0.0012;2.43588780128;0.2752;3.0
1.72088693391;0.0;2.48712896198;0.4092;3.0
1.72423051578;0.0;2.59808474637;0.4136;4.0
1.71801508288;0.0;2.42521935299;0.2408;3.0
1.72802763954;0.0;2.6582999645;0.856;4.0
1.72060389235;0.0;2.5969262499;0.256;4.0
1.72591118582;0.0;2.75077233169;0.6212;5.0
1.72397306521;0.0004;2.635374793;0.648;4.0
1.72429267461;0.0;2.74661440838;0.916;5.0
1.72108408509;0.0;2.78697481093;0.5116;6.0
1.71872779335;0.0;2.64253494113;0.5924;4.0
1.72120100987;0.0;2.81894030119;0.9064;5.0
1.71927876716;0.006;2.40690233655;0.2608;3.0
1.71814796292;0.0;2.81131114424;0.2136;5.0
1.72142399919;0.0;2.75474863406;0.6104;5.0
1.71705603991;0.0;3.24319927227;0.5912;9.0
1.72056143653;0.0;2.64722927136;0.5416;4.0
1.71910137318;0.0008;2.42676568286;0.2348;3.0
1.72361220936;0.0008;2.42202414415;0.1516;3.0
1.72115857241;0.0008;2.79251717941;0.8944;5.0
1.72143244377;0.0;2.55998768059;0.3464;4.0
1.72497930776;0.0008;2.39857040295;0.0648;3.0
1.72169598082;0.0004;2.62022424959;0.4472;4.0
1.72288478747;0.0;2.74144113559;0.814;5.0
1.72243128005;0.0008;2.77539164699;0.4932;6.0
1.71959106356;0.0;2.40920793687;0.408;3.0
1.72422504929;0.0012;2.72463037401;0.888;5.0
1.72270176288;0.0008;2.6177262572;0.2344;4.0
1.71874297922;0.0004;3.14486470919;0.3248;9.0
1.72398686003;0.0;2.73284962249;0.8676;5.0
1.72546627375;0.0024;2.6736757222;0.6576;5.0
1.72127937283;0.0;2.95847538555;0.7844;7.0
1.72749606291;0.0052;2.77565998872;0.9084;6.0
1.72160173322;0.0;2.61535562256;0.9012;4.0
1.72079487339;0.0;2.5927116491;0.8476;4.0
1.7240636054;0.0008;2.58768146453;0.4648;4.0
1.72236382441;0.0;2.86625376686;0.7772;6.0
1.71896404208;0.0;2.74474520056;0.9468;5.0
1.72000282161;0.0;2.44913205302;0.432;3.0
1.71850971455;0.0008;3.1982611975;0.5716;8.0
1.72171082994;0.0;2.79908167628;0.8032;6.0
1.72772354456;0.0004;3.18794178363;0.4832;11.0
1.72725304365;0.0;2.42963906431;0.1456;3.0
1.72524829423;0.0112;3.01315156371;0.1844;7.0
1.72213626897;0.0004;2.60624406902;0.5988;4.0
1.72091993542;0.0;2.45349424052;0.4452;3.0
1.72674095465;0.0024;2.86508770787;0.8208;7.0
1.71540928284;0.0;3.11176754478;0.8544;8.0
1.72233638185;0.0;2.45506409003;0.2972;3.0
1.72408001841;0.0024;2.75868318396;0.6608;5.0
1.72088001451;0.0;2.46106978388;0.5544;3.0
1.71832395858;0.0;2.71836936453;0.9836;5.0
1.72480418053;0.0;2.6084220302;0.4644;4.0
1.71634333172;0.0;2.64654860208;0.8884;4.0
1.72559484141;0.0;2.44651232294;0.9684;3.0
1.72212048349;0.0;2.89367557381;0.9556;7.0
1.71548637486;0.0;2.93221036469;0.9048;6.0
1.71810462989;0.0;2.6369124432;0.9256;4.0
1.72443738658;0.0;2.94544280653;0.6072;7.0
1.71659353351;0.0;2.63368146666;0.5052;4.0
1.72308727685;0.0;2.8282395702;0.33;5.0
1.72303330494;0.0;2.80346409654;0.4924;5.0
1.72192117238;0.0012;2.90086797173;0.8152;7.0
1.72060512696;0.0016;2.68694831289;0.312;5.0
1.71911833773;0.0012;2.17777617558;0.0152;2.0
1.72349820278;0.0;2.85193375937;0.99;7.0
1.72621935638;0.0;2.39864369184;0.0372;3.0
1.72425127509;0.0004;2.81827164494;0.6892;6.0
1.71780501166;0.0;2.94733798968;0.6892;6.0
1.72690669833;0.0008;2.97396197315;0.9756;7.0
1.72180084348;0.0;2.77101887169;0.632;5.0
1.71968704538;0.0;3.0340429696;0.9936;7.0
1.72188446233;0.0;2.6681143074;0.9504;4.0
1.72134234239;0.0012;2.58463481816;0.3988;4.0
1.72338876091;0.0;2.86549758163;0.9984;6.0
1.72121267616;0.0;2.795370358;0.4744;6.0
1.72507018227;0.0;2.59173581034;0.7508;4.0
1.7228277911;0.0036;2.95580382347;0.642;8.0
1.72907916981;0.0136;2.39368609535;0.2604;3.0
1.72509843003;0.0012;2.97887437989;0.9676;8.0
1.71951213133;0.0004;2.60691660286;0.4056;4.0
1.71660902259;0.0;2.45249279657;0.3052;3.0
1.72473701076;0.0012;3.03826172209;0.618;9.0
1.72650723213;0.002;2.9743777384;0.8012;8.0
1.71988421866;0.0;2.71259720146;0.3872;5.0
1.7248247313;0.0004;2.58324427558;0.3464;4.0
1.72007761442;0.0012;3.2042455071;0.8944;10.0
1.7208333177;0.0004;2.89147133282;0.614;7.0
1.72215146529;0.0008;3.14101515535;0.5644;9.0
1.72572839032;0.0024;2.92837216942;0.9104;7.0
1.72072061918;0.0;2.775776662;0.5172;5.0
1.71692711363;0.0;2.7993487268;0.7736;5.0
1.7234987696;0.03;2.39357302876;0.1896;3.0
1.72274422887;0.0;2.87358778863;0.436;6.0
1.72001169525;0.0004;2.58631987256;0.3524;4.0
1.71905228239;0.0;2.65653917967;0.2264;4.0
1.72973102755;0.0008;2.66557396546;0.9408;5.0
1.72404130945;0.0;2.44221725913;0.5544;3.0
1.72530949276;0.0;2.74898205986;0.9216;5.0
1.72536105977;0.0;2.7343747958;0.3844;5.0
