alpha_all;p_value_all;alpha;p_value;xmin
1.84538075615;0.1924;3.25754407588;0.6244;6.0
1.84660990467;0.03;2.87083879031;0.9468;4.0
1.85479206841;0.0;2.75170568147;0.4044;3.0
1.84267314279;0.166;2.62817697063;0.3304;3.0
1.84805411365;0.2024;2.65153861487;0.0776;3.0
1.85078998383;0.0152;2.90838571546;0.8592;4.0
1.84468827385;0.0108;2.66822370315;0.7376;3.0
1.8474812363;0.0076;2.88258284898;0.9884;4.0
1.85276810916;0.0076;2.86213901474;0.9804;4.0
1.84820134097;0.0376;2.67702074261;0.3628;3.0
1.84877927758;0.0108;2.65280014216;0.9496;3.0
1.85162895544;0.004;2.68722659118;0.4792;3.0
1.84520426399;0.0776;3.06031555069;0.9536;5.0
1.84595854712;0.1528;3.07958571191;0.3776;5.0
1.84833521082;0.0156;2.85268442426;0.784;4.0
1.84620173597;0.1168;2.66090668102;0.1716;3.0
1.85243012305;0.1132;2.96017981883;0.9944;5.0
1.84968014638;0.056;2.65549544965;0.6664;3.0
1.84821426875;0.1692;3.04910813442;0.76;5.0
1.84787629933;0.0296;2.67496135096;0.8616;3.0
1.84680888924;0.0876;3.10568615392;0.346;5.0
1.84909616058;0.014;2.96713003953;0.9904;5.0
1.85502756712;0.0448;2.70569958132;0.5952;3.0
1.84033576545;0.0036;3.04065537564;0.5856;5.0
1.85109087602;0.2636;2.85636026173;0.8032;4.0
1.85947376669;0.1252;2.84187138262;0.5852;4.0
1.84588247905;0.0176;2.90131742431;0.7652;4.0
1.8480448057;0.0044;2.97191797279;0.1524;4.0
1.85124982398;0.0812;2.66865765844;0.9148;3.0
1.84870201623;0.1156;3.45590762158;0.4228;8.0
1.84967773726;0.258;3.04011136145;0.3796;5.0
1.85059858271;0.0344;2.65059547925;0.7424;3.0
1.84306103571;0.032;3.05615754342;0.6136;5.0
1.84884162065;0.0024;2.94238958542;0.882;4.0
1.84453981183;0.0116;2.63257799649;0.944;3.0
1.84291891792;0.0028;2.72093152223;0.6136;3.0
1.85339645406;0.0516;2.62257501565;0.9896;3.0
1.85050745227;0.0588;2.67098847886;0.578;3.0
1.85197599633;0.1664;3.1376667413;0.9108;6.0
1.85146583297;0.0884;3.11222150592;0.956;5.0
1.84192354338;0.0088;2.94153618313;0.9552;4.0
1.85014147798;0.104;2.66476585237;0.4612;3.0
1.8494833199;0.0248;2.99224560698;0.9444;4.0
1.85451675869;0.1656;2.6198717904;0.5084;3.0
1.84173805853;0.0184;3.18256989633;0.9248;5.0
1.84589693924;0.012;2.84843543915;0.96;4.0
1.84249996093;0.0128;2.9353658048;0.8404;4.0
1.85019354721;0.1292;2.85225914845;0.7932;4.0
1.85173453293;0.1132;2.59823890231;0.6696;3.0
1.85527460753;0.0856;2.62306889882;0.8268;3.0
1.85161246893;0.03;2.92291238549;0.982;4.0
1.85759188207;0.0616;2.85532478412;0.6012;4.0
1.85332587665;0.0456;2.68360853175;0.8824;3.0
1.84436714254;0.0072;2.71010719257;0.5792;3.0
1.84332435946;0.0644;3.15039279285;0.474;5.0
1.85248060433;0.1332;3.00291813429;0.802;5.0
1.85063711965;0.012;2.72456994652;0.15;3.0
1.84053272167;0.0744;3.58777573494;0.5464;8.0
1.8569099509;0.0908;2.80394070158;0.88;4.0
1.84513446485;0.0948;3.09574234904;0.9988;5.0
1.84591811837;0.0948;3.20321587733;0.5692;5.0
1.84622107267;0.16;3.08293786093;0.7792;5.0
1.84559767755;0.1356;2.64113432271;0.612;3.0
1.84371877895;0.0324;3.06521085766;0.9692;5.0
1.84515873118;0.0052;2.81956819681;0.9672;4.0
1.85534503329;0.006;2.64762071759;0.9488;3.0
1.84926648525;0.03;2.61273546812;0.5568;3.0
1.85118392023;0.0928;2.89260560206;0.6628;4.0
1.85242822992;0.0232;2.6317349396;0.7076;3.0
1.84172673299;0.0308;3.04502038767;0.9232;5.0
1.85514285466;0.0872;2.62374473572;0.492;3.0
1.84882064529;0.2448;3.17759936462;0.9252;6.0
1.84633711084;0.0172;2.67679708468;0.444;3.0
1.84768266064;0.024;2.90487301213;0.9104;4.0
1.8453441249;0.0004;2.73250281487;0.7116;3.0
1.84950316532;0.028;2.8440006932;0.8592;4.0
1.84553097116;0.08;2.6352085112;0.5128;3.0
1.84894391978;0.0848;2.85703444398;0.8936;4.0
1.85016715162;0.0472;2.65444519481;0.5888;3.0
1.84747657223;0.0032;2.7235246009;0.7576;3.0
1.84676569425;0.0824;2.8764402;0.7832;4.0
1.85130554999;0.0052;2.6924661023;0.91;3.0
1.84685982728;0.0452;2.84294274515;0.6016;4.0
1.84510613019;0.0232;2.95696660963;0.9844;5.0
1.84925880106;0.0232;2.66251671082;0.662;3.0
1.85368332273;0.0836;3.00029914849;0.646;6.0
1.85301192364;0.0096;2.67907545777;0.6452;3.0
1.8414568929;0.0148;2.93018375301;0.7296;4.0
1.84936687649;0.032;2.71729439186;0.4772;3.0
1.85531378727;0.1488;2.61874686512;0.3332;3.0
1.85482051623;0.1416;2.65382163071;0.6624;3.0
1.84217641888;0.038;3.15395916731;0.9576;5.0
1.85223410421;0.0612;2.65680195407;0.7924;3.0
1.84162200971;0.0432;3.07304973936;0.9732;5.0
1.84542439823;0.09;2.8990998265;0.4104;4.0
1.84693931668;0.008;2.91629234798;0.9792;4.0
1.84365853059;0.0044;2.7166595369;0.328;3.0
1.85299518011;0.006;2.68990143485;0.9424;3.0
1.84367908736;0.0316;3.16551179997;0.9192;6.0
1.84335982048;0.0032;2.70610963509;0.64;3.0
