onb,nu1,nu2,exp_all,pv_all,exp,pv,kmin
TRUE,0,0.6,1.8896381126,0.0092,3.04066361,0.8212,4
TRUE,0,0.6,1.8903791124,0.0728,3.0116160918,0.9864,4
TRUE,0,0.6,1.8915218906,0.0192,2.769208716,0.8972,3
TRUE,0,0.6,1.8834747635,0.0084,3.0729151137,0.8316,4
TRUE,0,0.6,1.8913922051,0.0128,2.8096450241,0.9396,3
TRUE,0,0.6,1.8827745037,0.0092,2.8702807796,0.8224,3
TRUE,0,0.6,1.890109264,0.05,2.9814948185,0.976,4
TRUE,0,0.6,1.8883658996,0.006,2.8306480144,0.8604,3
TRUE,0,0.6,1.8941264203,0.0368,2.7442466884,0.6252,3
TRUE,0,0.6,1.8868394659,0.0092,3.2186957054,0.9948,5
TRUE,0,0.6,1.886413404,0.068,2.7957238367,0.3692,3
TRUE,0,0.6,1.8793775816,0.008,3.0604612866,0.7532,4
TRUE,0,0.6,1.8879878578,0.05,3.2372234603,0.944,5
TRUE,0,0.8,1.8942341633,0.0612,2.9558909975,0.864,4
TRUE,0,0.8,1.8895762136,0.0784,3.0310233027,0.076,4
TRUE,0,0.8,1.8871136168,0.0056,2.7947426936,0.7468,3
TRUE,0,0.8,1.8908185472,0.026,2.9702028377,0.9844,4
TRUE,0,0.8,1.8904000676,0.0184,3.0128461047,0.4668,4
TRUE,0,0.8,1.8838425554,0.076,3.0633686365,0.5788,4
TRUE,0,0.8,1.8874391509,0.212,2.4621358912,0.0548,2
TRUE,0,0.8,1.8884790275,0.0048,2.7600349782,0.808,3
TRUE,0,0.8,1.8853481901,0.0516,3.2719046065,0.9856,5
TRUE,0,0.8,1.8892660605,0.032,3.0917746525,0.802,4
TRUE,0,0.8,1.8915336266,0.0944,2.9639797288,0.8572,4
TRUE,0,0.8,1.8904581112,0.146,3.0093003712,0.5964,4
TRUE,0,0.8,1.8829603415,0.2484,4.0455631088,0.8144,7
TRUE,0,0.8,1.8858038861,0.0156,3.0293986375,0.6792,4
TRUE,0,0.8,1.8838376214,0.0132,3.0469521861,0.7176,4
TRUE,0,0.8,1.8878580857,0.0608,3.1979983415,0.8356,5
TRUE,0,0.8,1.8883340471,0.0004,2.7705265263,0.334,3
TRUE,0,0.8,1.8846462763,0.014,3.0212630329,0.8752,4
TRUE,0,0.8,1.8825344185,0.0016,2.8662093096,0.6236,3
TRUE,0,0.8,1.8907069178,0.0932,3.0128149176,0.7944,4
TRUE,0,0.8,1.8764973601,0.0068,2.8146641325,0.3068,3
TRUE,0,0.8,1.8868071828,0.0064,2.5199210303,0.2,2
TRUE,0,0.8,1.8869240222,0.002,2.8494715286,0.7984,3
TRUE,0,0.8,1.8925525537,0.0724,3.1716703341,0.986,5
TRUE,0,0.8,1.8886927072,0.0548,2.9874395499,0.6344,4
TRUE,0,0.8,1.8842564758,0.004,2.8037843771,0.7048,3
TRUE,0,0.8,1.889120475,0.0956,3.1259379898,0.4576,4
TRUE,0,0.8,1.8934869726,0.0344,2.9967929933,0.916,4
TRUE,0,0.8,1.8823920808,0,2.8779563499,0.8444,3
TRUE,0,0.8,1.8794973563,0.0208,2.8097119164,0.222,3
TRUE,0,0.8,1.884055978,0.0092,2.8340286065,0.6296,3
TRUE,0,0.8,1.8879591044,0.0304,3.1840597245,0.9428,5
TRUE,0,0.8,1.8837744101,0.0052,3.1869396052,0.458,4
TRUE,0,0.8,1.8888427503,0.1744,3.1467161958,0.7916,4
TRUE,0,0.8,1.8915518146,0.146,2.8026803077,0.4504,3
TRUE,0,0.8,1.8865367962,0.01,2.8221325955,0.3524,3
TRUE,0,0.8,1.8820544567,0.0644,3.3597979727,0.7472,5
TRUE,0,0.8,1.8868868469,0.0228,3.1165124873,0.7936,4
TRUE,0,0.8,1.8854995889,0.0152,2.7978875693,0.6964,3
TRUE,0,0.8,1.8885864489,0.0104,2.8375985913,0.862,3
TRUE,0,0.8,1.892956789,0.0496,2.9238313609,0.9748,4
TRUE,0,0.8,1.8803342654,0.004,3.1646837173,0.9096,5
TRUE,0,0.8,1.8841662046,0.1156,2.8397818539,0.5524,3
TRUE,0,0.8,1.889408967,0.1924,3.2748854652,0.9772,5
TRUE,0,0.8,1.8853393672,0.0404,3.0224810321,0.9272,4
TRUE,0,0.8,1.8975131534,0.2024,2.9040447761,0.9612,4
TRUE,0,0.8,1.8860685044,0.07,2.9728292644,0.842,4
TRUE,0,0.8,1.8953403888,0.2184,3.0640052922,0.9456,4
TRUE,0,0.8,1.8875511196,0.006,2.8955401189,0.5292,3
TRUE,0,0.8,1.8882118456,0.0744,3.1518286356,0.764,4
TRUE,0,0.8,1.8870857206,0.002,2.8695302058,0.7076,3
TRUE,0,0.8,1.8819273568,0.0148,2.8353077746,0.0712,3
TRUE,0,0.8,1.8869905436,0.004,2.8098728604,0.6948,3
TRUE,0,0.8,1.8886461986,0.024,3.0598656687,0.9964,5
TRUE,0,0.8,1.880213631,0.0028,3.2236886485,0.98,5
TRUE,0,0.8,1.8887147933,0.03,2.7739304348,0.3448,3
TRUE,0,0.8,1.8863332014,0.0132,2.8108916726,0.6964,3
TRUE,0,0.8,1.8924634353,0.0008,2.8283163405,0.5644,3
TRUE,0,0.8,1.8847691973,0.0048,3.0343870685,0.7376,4
TRUE,0,0.8,1.8924153658,0.0044,2.9803905481,0.8068,4
TRUE,0,0.8,1.8888198219,0.0988,3.4328831808,0.6752,5
TRUE,0,0.8,1.8959157932,0.0692,2.7691421103,0.6176,3
TRUE,0,0.8,1.8915284406,0.1468,3.3767179621,0.4812,6
TRUE,0,0.8,1.8840455898,0.0392,3.032157481,0.9648,4
TRUE,0,0.8,1.8862739389,0.004,2.8286761465,0.8592,3
TRUE,0,0.8,1.8842741904,0.0448,3.4112026663,0.5952,5
TRUE,0,0.8,1.886808658,0.0448,3.0278869435,0.864,4
TRUE,0,0.8,1.8908256018,0.1496,3.2628084408,0.6164,5
TRUE,0,0.8,1.8831602594,0.0088,2.8392066776,0.6816,3
TRUE,0,0.8,1.8802084764,0.0032,2.8463566561,0.7684,3
TRUE,0,0.8,1.8867666264,0.1012,3.5687745323,0.718,6
TRUE,0,0.8,1.8867080595,0.0952,2.9766920222,0.4272,4
TRUE,0,0.8,1.8860930985,0.0036,2.8132215305,0.8092,3
TRUE,0,0.8,1.8891653078,0.2264,3.0216475329,0.1324,4
TRUE,0,0.8,1.8855724716,0.008,3.0796042613,0.9972,5
TRUE,0,0.8,1.8881377411,0.1092,3.1105471782,0.4888,4
TRUE,0,0.8,1.8762899224,0.0016,3.1667038929,0.5172,4
TRUE,0,0.8,1.8963967475,0.3104,3.3358804493,0.4576,6
TRUE,0,0.8,1.8911367582,0.1096,3.2906869994,0.9616,6
TRUE,0,0.8,1.8894727397,0.1716,2.7913265773,0.6464,3
TRUE,0,0.8,1.8823849317,0.0336,2.8323279847,0.118,3
TRUE,0,0.8,1.8878738897,0.042,3.0147903485,0.8652,4
TRUE,0,0.8,1.8896339916,0.13,2.4565821539,0.2548,2
TRUE,0,0.8,1.8892328765,0.0972,3.0940346066,0.916,4
TRUE,0,0.8,1.8866618908,0.0964,2.7587054796,0.708,3
TRUE,0,0.8,1.8884552348,0.002,3.1528786612,0.8252,5
TRUE,0,0.8,1.8857563493,0.012,2.9988143938,0.9548,4
TRUE,0,0.8,1.8821928688,0.0036,2.7880190486,0.7304,3
TRUE,0,0.8,1.8956763675,0.0376,2.7842035181,0.7452,3
TRUE,0,0.8,1.883318926,0.006,3.071109692,0.8848,4
TRUE,0,0.8,1.8818137265,0.0076,3.2256793338,0.9624,5
TRUE,0,0.8,1.8820603811,0.0136,3.0265678767,0.6076,4
TRUE,0,0.8,1.8828861925,0.0008,3.1060682888,0.8312,4
TRUE,0,0.8,1.887184806,0.0048,2.809594719,0.95,3
TRUE,0,0.8,1.8884270435,0.0736,3.3958101274,0.5728,5
TRUE,0,0.8,1.8832731264,0.038,3.442570797,0.8912,6
TRUE,0,0.8,1.8888243131,0.0012,2.8462476509,0.7136,3
TRUE,0,0.8,1.8855419309,0.0276,2.7787953715,0.7232,3
TRUE,0,0.8,1.8843845338,0.018,2.817513763,0.778,3
TRUE,0,0.8,1.8847074227,0.0028,3.1227862111,0.626,4
TRUE,0,1,1.8900144249,0.0216,2.9949471911,0.5252,4
TRUE,0,1,1.885641323,0.002,2.7521184572,0.882,3
TRUE,0,1,1.8843435676,0.01,2.8241632504,0.5292,3
TRUE,0,1,1.890090115,0.0336,3.0459341816,0.9308,4
TRUE,0,1,1.8879100587,0.048,2.7826071989,0.7888,3
TRUE,0,1,1.8962880642,0.0876,2.9072675275,0.7096,4
TRUE,0,1,1.8853722645,0.0044,2.8152160255,0.8108,3
TRUE,0,1,1.8859603951,0.0588,3.0759959551,0.6264,4
TRUE,0,1,1.886020917,0.018,3.1409921905,0.776,4
TRUE,0,1,1.8836357181,0.0012,2.8212646899,0.814,3
TRUE,0,1,1.8858206528,0.0076,2.8625731196,0.466,3
TRUE,0,1,1.8872577904,0.022,3.4094712111,0.6648,6
TRUE,0,1,1.8851110885,0.0772,3.0409014317,0.3464,4
TRUE,0,1,1.8894407017,0.1052,2.7465486161,0.616,3
TRUE,0,1,1.8904923509,0.1656,3.316231016,0.652,5
TRUE,0,1,1.8874392219,0,2.8517191248,0.69,3
TRUE,0,1,1.8871057362,0.0276,2.8189181994,0.7932,3
TRUE,0,1,1.8851314746,0.0596,2.7204728609,0.354,3
TRUE,0,1,1.8833132807,0.002,3.2203778394,0.5224,4
TRUE,0,1,1.8866630115,0.008,3.0448763552,0.9196,4
TRUE,0,1,1.8891867715,0.0288,2.7848515083,0.51,3
TRUE,0,1,1.8867961406,0.0056,3.0553087237,0.8684,4
TRUE,0,1,1.8940083208,0.0916,3.1495643033,0.918,5
TRUE,0,1,1.8885651627,0.0672,2.961899103,0.8572,4
TRUE,0,1,1.8903108,0.0492,3.0260540064,0.81,4
TRUE,0,1,1.8862862891,0.1276,3.04402906,0.6288,4
TRUE,0,1,1.8903453332,0.016,3.1210154804,0.8612,4
TRUE,0,1,1.8812009496,0.0268,2.7732844165,0.7604,3
TRUE,0,1,1.8874996173,0.028,3.0069472802,0.8936,4
TRUE,0,1,1.8870567746,0.0272,2.7880879886,0.852,3
TRUE,0,1,1.8869901049,0.0052,2.973292582,0.9384,6
TRUE,0,1,1.8815148296,0.01,3.6152400024,0.646,6
TRUE,0,1,1.893415659,0.404,3.0916168849,0.7584,4
TRUE,0,1,1.8866082788,0.0056,2.8061897568,0.878,3
TRUE,0,1,1.8896181838,0.03,2.9963170647,0.9908,4
TRUE,0,1,1.8908435933,0.0524,3.0952195766,0.8644,4
TRUE,0,1,1.8869864274,0.0304,3.3380147371,0.5736,5
TRUE,0,1,1.8859342192,0.028,3.1518293721,0.9612,5
TRUE,0,1,1.886349617,0.0832,3.469256667,0.2668,6
TRUE,0,1,1.8892623274,0.0472,3.1095496912,0.7844,4
TRUE,0,1,1.8842954596,0.0104,2.7833325278,0.3572,3
TRUE,0,1,1.8803090487,0.0092,3.224885635,0.9544,5
TRUE,0,1,1.8912207364,0.0948,2.980397629,0.6628,4
TRUE,0,1,1.8861427917,0.0028,3.0270193698,0.9336,4
TRUE,0,1,1.889020754,0.1204,3.4040866481,0.0344,5
TRUE,0,1,1.890215092,0.2152,2.95525185,0.8632,4
TRUE,0,1,1.8869599429,0.0732,2.8408059065,0.3872,3
TRUE,0,1,1.8913847511,0.1396,2.4567222617,0.4724,2
TRUE,0,1,1.8899172942,0.0292,2.822457809,0.9196,3
TRUE,0,1,1.8874459696,0.0004,3.0204263217,0.9252,5
TRUE,0,1,1.8929436005,0.0376,2.9219826452,0.8988,4
TRUE,0,1,1.8913562043,0.0424,2.7626795598,0.9716,3
TRUE,0,1,1.8920585135,0.3316,3.2675962357,0.7168,5
TRUE,0,1,1.8928805462,0.0324,3.0463371957,0.8496,4
TRUE,0,1,1.8874006003,0.0152,2.9801659327,0.7884,4
TRUE,0,1,1.8876431206,0.1428,3.2591664906,0.9948,5
TRUE,0,1,1.8869450346,0.0236,3.019405936,0.5328,4
TRUE,0,1,1.8901968031,0.0016,2.7890492239,0.6212,3
TRUE,0,1,1.8895406084,0.0144,3.0134569488,0.6296,4
TRUE,0,1,1.8860684565,0.0032,2.9018342433,0.5692,3
TRUE,0,1,1.8848600685,0.06,3.4799067298,0.8228,5
TRUE,0,1,1.8872721125,0.008,2.8634036476,0.7432,3
TRUE,0,1,1.8892939312,0.0292,3.1203411937,0.9836,5
TRUE,0,1,1.883466734,0.0132,2.8579751849,0.3336,3
TRUE,0,1,1.8914614809,0.0356,3.1057901222,0.746,8
TRUE,0,1,1.8835758702,0.0052,3.0690482958,0.9552,4
TRUE,0,1,1.8864460831,0.0952,2.774407603,0.2224,3
TRUE,0,1,1.889292202,0.1732,2.8370424359,0.2712,3
TRUE,0,1,1.8909771657,0.0236,3.0280415678,0.8748,4
TRUE,0,1,1.8876180293,0.006,3.0803761959,0.422,4
TRUE,0,1,1.8798169176,0.0036,3.319582344,0.4472,5
TRUE,0,1,1.884996141,0.0504,3.0346915143,0.754,4
TRUE,0,1,1.8898289418,0.0124,2.8006105382,0.6732,3
TRUE,0,1,1.8870161881,0.028,3.1940011343,0.9876,5
TRUE,0,1,1.8841083419,0.004,2.7929032304,0.7044,3
TRUE,0,1,1.8887931772,0.0388,2.7900714029,0.8108,3
TRUE,0,1,1.8884937881,0.1296,3.2635018574,0.48,5
TRUE,0,1,1.8890216653,0.0528,3.1495525627,0.996,5
TRUE,0,1,1.8920191986,0.0872,2.7400395077,0.572,3
TRUE,0,1,1.8890135624,0.0176,3.0822392158,0.9864,5
TRUE,0,1,1.8885415308,0.006,3.1305916032,0.986,5
TRUE,0,1,1.8856827881,0.004,3.0552969956,0.6376,4
TRUE,0,1,1.8934449293,0.0016,2.8361201053,0.5448,3
TRUE,0,1,1.8864525627,0.006,3.0406357637,0.752,4
TRUE,0,1,1.8900133304,0.0424,2.4858005611,0.2668,2
TRUE,0,1,1.8960197795,0.0404,3.0129710554,0.8264,4
TRUE,0,1,1.8893207262,0.3344,3.6641664542,0.6704,6
TRUE,0,1,1.8840776394,0.0028,2.9909036551,0.9712,4
TRUE,0,1,1.885810292,0.1012,3.2718334534,0.9976,5
TRUE,0,1,1.8795723733,0.0108,2.832780506,0.8112,3
TRUE,0,1,1.8868272296,0.1296,3.1586992359,0.8516,4
TRUE,0,1,1.8880435305,0.0264,2.8033825474,0.2572,3
TRUE,0,1,1.8829698214,0.058,3.3289150892,0.9548,5
TRUE,0,1,1.8859133018,0.0544,2.9795087061,0.9292,4
TRUE,0,1,1.8869720522,0.0108,3.0415948474,0.9276,4
TRUE,0,1,1.8844848993,0.0192,3.0739402955,0.9276,4
TRUE,0,1,1.888376644,0.0468,3.1007518949,0.6844,4
TRUE,0,1,1.8848582721,0.1016,3.2980658253,0.9788,5
TRUE,0,1,1.8784176073,0,3.1884563215,0.8712,4
TRUE,0,1,1.8871321578,0.0056,2.7943815102,0.8748,3
TRUE,0.2,0,1.8453807562,0.1924,3.2575440759,0.6244,6
TRUE,0.2,0,1.8466099047,0.03,2.8708387903,0.9468,4
TRUE,0.2,0,1.8547920684,0,2.7517056815,0.4044,3
TRUE,0.2,0,1.8426731428,0.166,2.6281769706,0.3304,3
TRUE,0.2,0,1.8480541137,0.2024,2.6515386149,0.0776,3
TRUE,0.2,0,1.8507899838,0.0152,2.9083857155,0.8592,4
TRUE,0.2,0,1.8446882739,0.0108,2.6682237032,0.7376,3
TRUE,0.2,0,1.8474812363,0.0076,2.882582849,0.9884,4
TRUE,0.2,0,1.8527681092,0.0076,2.8621390147,0.9804,4
TRUE,0.2,0,1.848201341,0.0376,2.6770207426,0.3628,3
TRUE,0.2,0,1.8487792776,0.0108,2.6528001422,0.9496,3
TRUE,0.2,0,1.8516289554,0.004,2.6872265912,0.4792,3
TRUE,0.2,0,1.845204264,0.0776,3.0603155507,0.9536,5
TRUE,0.2,0,1.8459585471,0.1528,3.0795857119,0.3776,5
TRUE,0.2,0,1.8483352108,0.0156,2.8526844243,0.784,4
TRUE,0.2,0,1.846201736,0.1168,2.660906681,0.1716,3
TRUE,0.2,0,1.8524301231,0.1132,2.9601798188,0.9944,5
TRUE,0.2,0,1.8496801464,0.056,2.6554954497,0.6664,3
TRUE,0.2,0,1.8482142688,0.1692,3.0491081344,0.76,5
TRUE,0.2,0,1.8478762993,0.0296,2.674961351,0.8616,3
TRUE,0.2,0,1.8468088892,0.0876,3.1056861539,0.346,5
TRUE,0.2,0,1.8490961606,0.014,2.9671300395,0.9904,5
TRUE,0.2,0,1.8550275671,0.0448,2.7056995813,0.5952,3
TRUE,0.2,0,1.8403357655,0.0036,3.0406553756,0.5856,5
TRUE,0.2,0,1.851090876,0.2636,2.8563602617,0.8032,4
TRUE,0.2,0,1.8594737667,0.1252,2.8418713826,0.5852,4
TRUE,0.2,0,1.8458824791,0.0176,2.9013174243,0.7652,4
TRUE,0.2,0,1.8480448057,0.0044,2.9719179728,0.1524,4
TRUE,0.2,0,1.851249824,0.0812,2.6686576584,0.9148,3
TRUE,0.2,0,1.8487020162,0.1156,3.4559076216,0.4228,8
TRUE,0.2,0,1.8496777373,0.258,3.0401113615,0.3796,5
TRUE,0.2,0,1.8505985827,0.0344,2.6505954793,0.7424,3
TRUE,0.2,0,1.8430610357,0.032,3.0561575434,0.6136,5
TRUE,0.2,0,1.8488416207,0.0024,2.9423895854,0.882,4
TRUE,0.2,0,1.8445398118,0.0116,2.6325779965,0.944,3
TRUE,0.2,0,1.8429189179,0.0028,2.7209315222,0.6136,3
TRUE,0.2,0,1.8533964541,0.0516,2.6225750157,0.9896,3
TRUE,0.2,0,1.8505074523,0.0588,2.6709884789,0.578,3
TRUE,0.2,0,1.8519759963,0.1664,3.1376667413,0.9108,6
TRUE,0.2,0,1.851465833,0.0884,3.1122215059,0.956,5
TRUE,0.2,0,1.8419235434,0.0088,2.9415361831,0.9552,4
TRUE,0.2,0,1.850141478,0.104,2.6647658524,0.4612,3
TRUE,0.2,0,1.8494833199,0.0248,2.992245607,0.9444,4
TRUE,0.2,0,1.8545167587,0.1656,2.6198717904,0.5084,3
TRUE,0.2,0,1.8417380585,0.0184,3.1825698963,0.9248,5
TRUE,0.2,0,1.8458969392,0.012,2.8484354392,0.96,4
TRUE,0.2,0,1.8424999609,0.0128,2.9353658048,0.8404,4
TRUE,0.2,0,1.8501935472,0.1292,2.8522591485,0.7932,4
TRUE,0.2,0,1.8517345329,0.1132,2.5982389023,0.6696,3
TRUE,0.2,0,1.8552746075,0.0856,2.6230688988,0.8268,3
TRUE,0.2,0,1.8516124689,0.03,2.9229123855,0.982,4
TRUE,0.2,0,1.8575918821,0.0616,2.8553247841,0.6012,4
TRUE,0.2,0,1.8533258767,0.0456,2.6836085318,0.8824,3
TRUE,0.2,0,1.8443671425,0.0072,2.7101071926,0.5792,3
TRUE,0.2,0,1.8433243595,0.0644,3.1503927929,0.474,5
TRUE,0.2,0,1.8524806043,0.1332,3.0029181343,0.802,5
TRUE,0.2,0,1.8506371197,0.012,2.7245699465,0.15,3
TRUE,0.2,0,1.8405327217,0.0744,3.5877757349,0.5464,8
TRUE,0.2,0,1.8569099509,0.0908,2.8039407016,0.88,4
TRUE,0.2,0,1.8451344649,0.0948,3.095742349,0.9988,5
TRUE,0.2,0,1.8459181184,0.0948,3.2032158773,0.5692,5
TRUE,0.2,0,1.8462210727,0.16,3.0829378609,0.7792,5
TRUE,0.2,0,1.8455976776,0.1356,2.6411343227,0.612,3
TRUE,0.2,0,1.843718779,0.0324,3.0652108577,0.9692,5
TRUE,0.2,0,1.8451587312,0.0052,2.8195681968,0.9672,4
TRUE,0.2,0,1.8553450333,0.006,2.6476207176,0.9488,3
TRUE,0.2,0,1.8492664853,0.03,2.6127354681,0.5568,3
TRUE,0.2,0,1.8511839202,0.0928,2.8926056021,0.6628,4
TRUE,0.2,0,1.8524282299,0.0232,2.6317349396,0.7076,3
TRUE,0.2,0,1.841726733,0.0308,3.0450203877,0.9232,5
TRUE,0.2,0,1.8551428547,0.0872,2.6237447357,0.492,3
TRUE,0.2,0,1.8488206453,0.2448,3.1775993646,0.9252,6
TRUE,0.2,0,1.8463371108,0.0172,2.6767970847,0.444,3
TRUE,0.2,0,1.8476826606,0.024,2.9048730121,0.9104,4
TRUE,0.2,0,1.8453441249,0.0004,2.7325028149,0.7116,3
TRUE,0.2,0,1.8495031653,0.028,2.8440006932,0.8592,4
TRUE,0.2,0,1.8455309712,0.08,2.6352085112,0.5128,3
TRUE,0.2,0,1.8489439198,0.0848,2.857034444,0.8936,4
TRUE,0.2,0,1.8501671516,0.0472,2.6544451948,0.5888,3
TRUE,0.2,0,1.8474765722,0.0032,2.7235246009,0.7576,3
TRUE,0.2,0,1.8467656943,0.0824,2.8764402,0.7832,4
TRUE,0.2,0,1.85130555,0.0052,2.6924661023,0.91,3
TRUE,0.2,0,1.8468598273,0.0452,2.8429427452,0.6016,4
TRUE,0.2,0,1.8451061302,0.0232,2.9569666096,0.9844,5
TRUE,0.2,0,1.8492588011,0.0232,2.6625167108,0.662,3
TRUE,0.2,0,1.8536833227,0.0836,3.0002991485,0.646,6
TRUE,0.2,0,1.8530119236,0.0096,2.6790754578,0.6452,3
TRUE,0.2,0,1.8414568929,0.0148,2.930183753,0.7296,4
TRUE,0.2,0,1.8493668765,0.032,2.7172943919,0.4772,3
TRUE,0.2,0,1.8553137873,0.1488,2.6187468651,0.3332,3
TRUE,0.2,0,1.8548205162,0.1416,2.6538216307,0.6624,3
TRUE,0.2,0,1.8421764189,0.038,3.1539591673,0.9576,5
TRUE,0.2,0,1.8522341042,0.0612,2.6568019541,0.7924,3
TRUE,0.2,0,1.8416220097,0.0432,3.0730497394,0.9732,5
TRUE,0.2,0,1.8454243982,0.09,2.8990998265,0.4104,4
TRUE,0.2,0,1.8469393167,0.008,2.916292348,0.9792,4
TRUE,0.2,0,1.8436585306,0.0044,2.7166595369,0.328,3
TRUE,0.2,0,1.8529951801,0.006,2.6899014349,0.9424,3
TRUE,0.2,0,1.8436790874,0.0316,3.1655118,0.9192,6
TRUE,0.2,0,1.8433598205,0.0032,2.7061096351,0.64,3
TRUE,0.2,0.2,1.8398912973,0.0004,2.7507903389,0.7812,3
TRUE,0.2,0.2,1.8544252181,0.4516,2.9568576761,0.7268,5
TRUE,0.2,0.2,1.8536625336,0.3116,2.5925185961,0.5332,3
TRUE,0.2,0.2,1.8431032617,0.0068,2.8925572449,0.9976,4
TRUE,0.2,0.2,1.848259245,0.0096,2.6566458237,0.8688,3
TRUE,0.2,0.2,1.8567842453,0.1284,2.7398195219,0.7964,4
TRUE,0.2,0.2,1.8553437306,0.0024,2.685446111,0.8376,3
TRUE,0.2,0.2,1.8526587635,0.1204,2.6241764546,0.6228,3
TRUE,0.2,0.2,1.846410805,0.0008,2.7404967784,0.9596,3
TRUE,0.2,0.2,1.8521299426,0.006,2.8275060459,0.9772,4
TRUE,0.2,0.2,1.8530608229,0.1508,2.9644189908,0.4396,4
TRUE,0.2,0.2,1.8394658371,0.0064,2.7495237607,0.6928,3
TRUE,0.2,0.2,1.8493384121,0.0948,3.0418379817,0.842,5
TRUE,0.2,0.2,1.8490660768,0.2792,2.6184421465,0.5068,3
TRUE,0.2,0.2,1.8528795109,0.088,2.8958941802,0.7744,4
TRUE,0.2,0.2,1.845473195,0.0096,2.6969518189,0.854,3
TRUE,0.2,0.2,1.8492912047,0.1404,3.4987109035,0.7088,8
TRUE,0.2,0.2,1.8451408124,0.1796,3.2188283909,0.8924,6
TRUE,0.2,0.2,1.8509863189,0.1088,2.9934591215,0.8672,5
TRUE,0.2,0.2,1.8499881156,0.2336,2.6380186724,0.3836,3
TRUE,0.2,0.2,1.8484045982,0.022,2.7055787168,0.8572,3
TRUE,0.2,0.2,1.8499727001,0.0104,2.7376046456,0.7116,3
TRUE,0.2,0.2,1.8421204119,0.008,2.7338611198,0.85,3
TRUE,0.2,0.2,1.8435094756,0.2428,3.1808741118,0.9572,6
TRUE,0.2,0.2,1.8508431072,0.04,2.8465010831,0.9384,4
TRUE,0.2,0.2,1.8457939365,0.0328,2.6984782639,0.7288,3
TRUE,0.2,0.2,1.8462125033,0.0156,2.9410166541,0.9256,4
TRUE,0.2,0.2,1.8481603832,0.006,2.9279923821,0.6056,4
TRUE,0.2,0.2,1.8476770441,0.0216,3.0299898841,0.9476,5
TRUE,0.2,0.2,1.8520686667,0.026,2.6564714373,0.4336,3
TRUE,0.2,0.2,1.845550562,0.0196,2.9265439632,0.5732,4
TRUE,0.2,0.2,1.845340281,0.0572,2.677490234,0.3716,3
TRUE,0.2,0.2,1.8495024518,0.1512,2.7775004937,0.7424,4
TRUE,0.2,0.2,1.8499228162,0.0068,2.8648938827,0.9912,4
TRUE,0.2,0.2,1.8478460102,0.0008,3.0620146994,0.7176,4
TRUE,0.2,0.2,1.8472677479,0.0008,2.9066679586,0.6484,4
TRUE,0.2,0.2,1.8488607506,0.2044,3.18972017,0.9992,6
TRUE,0.2,0.2,1.8495940965,0.0956,2.8481218529,0.784,4
TRUE,0.2,0.2,1.8445057585,0.0228,2.9002792286,0.5544,4
TRUE,0.2,0.2,1.8433040943,0.0068,2.7116868027,0.8052,3
TRUE,0.2,0.2,1.8483910412,0.066,2.7991026384,0.9468,4
TRUE,0.2,0.2,1.8387545255,0.0012,2.9085332986,0.9776,4
TRUE,0.2,0.2,1.8499774952,0.1124,2.8062509685,0.7964,4
TRUE,0.2,0.2,1.8489020006,0.0812,2.6731213703,0.3996,3
TRUE,0.2,0.2,1.8566496589,0.004,2.6895382086,0.844,3
TRUE,0.2,0.2,1.8500012848,0.0052,2.7621254346,0.154,3
TRUE,0.2,0.2,1.8577548864,0.1184,2.8387212726,0.942,4
TRUE,0.2,0.2,1.8437382592,0.0692,3.0192969645,0.8668,5
TRUE,0.2,0.2,1.8537742585,0.2492,2.9598555416,0.6264,5
TRUE,0.2,0.2,1.8510139744,0.0824,2.6676128961,0.8684,3
TRUE,0.2,0.2,1.8512163289,0.032,2.6339755094,0.654,3
TRUE,0.2,0.2,1.8456968761,0.0192,3.1517586907,0.8788,6
TRUE,0.2,0.2,1.8383839836,0.004,3.0353705603,0.9292,5
TRUE,0.2,0.2,1.8448057219,0.0804,2.9581544137,0.428,4
TRUE,0.2,0.2,1.8526900378,0.1436,3.0248815447,0.9952,5
TRUE,0.2,0.2,1.8521607675,0.034,2.7386899354,0.7656,3
TRUE,0.2,0.2,1.8504805637,0.036,2.6787114052,0.9796,3
TRUE,0.2,0.2,1.8471341582,0.0012,2.9383229569,0.9728,4
TRUE,0.2,0.2,1.8506447182,0.0224,2.695361518,0.7732,3
TRUE,0.2,0.2,1.8512783877,0.0436,2.9694000464,0.2436,4
TRUE,0.2,0.2,1.8434767489,0.022,2.67708676,0.5668,3
TRUE,0.2,0.2,1.8441886726,0.066,2.9079175067,0.8872,4
TRUE,0.2,0.2,1.8516005816,0.0092,2.9479720473,0.7836,4
TRUE,0.2,0.2,1.8540131251,0.024,2.6233249955,0.8216,3
TRUE,0.2,0.2,1.8414680278,0.0232,2.6563972376,0.452,3
TRUE,0.2,0.2,1.8472285683,0.0444,2.6831544767,0.976,3
TRUE,0.2,0.2,1.8499887495,0.2044,3.1746620425,0.7164,6
TRUE,0.2,0.2,1.8525668059,0.0476,2.8908950671,0.9316,4
TRUE,0.2,0.2,1.8411198458,0.0112,2.7200307176,0.9416,3
TRUE,0.2,0.2,1.8474749622,0.03,2.8862479052,0.9132,4
TRUE,0.2,0.2,1.851032333,0.07,2.8250260479,0.7928,4
TRUE,0.2,0.2,1.8476205392,0.012,2.8973027869,0.8536,4
