nu1_all;p_value_all;nu1;p_value;xmin
1.70461937221;0.0064;2.33134336014;0.1356;3.0
1.70389510591;0.0;2.91392670388;0.9516;7.0
1.70949489327;0.0128;2.83348344867;0.6592;8.0
1.69927067373;0.0;2.69822874232;0.4136;5.0
1.70480478066;0.0;2.65751445255;0.9636;5.0
1.70386158861;0.0;2.53965966126;0.8256;4.0
1.70312834121;0.0;3.00844544822;0.9048;9.0
1.70636492952;0.0004;2.62257067759;0.8552;5.0
1.70123977324;0.0;2.86200315467;0.726;6.0
1.70652647228;0.0092;2.34942848002;0.1756;3.0
1.70320958818;0.0008;2.36584217473;0.3444;3.0
1.70492979635;0.0004;2.5426610595;0.8368;4.0
1.70226032947;0.0;2.86906379147;0.5564;8.0
1.69784257162;0.0;2.73615554185;0.9976;5.0
1.70767013464;0.0;2.77293337854;0.9296;6.0
1.69913886193;0.0;2.36803032135;0.3476;3.0
1.71070039887;0.0036;2.62384475407;0.84;5.0
1.70739351779;0.0016;2.89993810258;0.646;8.0
1.71181834665;0.0024;2.13723311702;0.0832;2.0
1.70426028247;0.0;2.60728690391;0.7704;4.0
1.70783877178;0.0;2.68832138739;0.9928;5.0
1.69875139761;0.0;2.66762835932;0.9784;5.0
1.71326935418;0.0032;2.38652061322;0.196;3.0
1.70474593029;0.0004;2.49977774235;0.564;4.0
1.70554994299;0.0004;2.35359524834;0.2812;3.0
1.70169029684;0.0;2.79142589755;0.7616;6.0
1.70154602043;0.0;2.67662769673;0.744;5.0
1.7078873879;0.0004;2.79747132329;0.6284;6.0
1.71069493881;0.0048;2.47707545329;0.5784;4.0
1.70563148975;0.0;2.77419964025;0.9756;6.0
1.7074758631;0.0;2.75356213583;0.8848;6.0
1.7095352006;0.0;2.62724906318;0.6784;5.0
1.69995055718;0.0;2.77620197002;0.8656;6.0
1.70153680212;0.0004;2.91029422863;0.2232;8.0
1.70793632633;0.002;2.91302629209;0.5968;8.0
1.69818109866;0.0;2.74704690782;0.3016;5.0
1.7062201777;0.0;2.65424884885;0.0456;5.0
1.7037165354;0.0008;2.51925545664;0.1464;4.0
1.70134892146;0.0;2.38194334012;0.3164;3.0
1.70530639769;0.0;2.54207865918;0.2448;4.0
1.7068815312;0.0004;2.84433077191;0.826;7.0
1.70692205451;0.0004;2.55089501532;0.3088;4.0
1.70711657558;0.0016;2.78526239482;0.6348;6.0
1.70260626793;0.0;2.79042029109;0.3572;6.0
1.70461544702;0.0;2.54098506796;0.9776;4.0
1.70207028214;0.0;2.52581586354;0.3956;4.0
1.70569436805;0.0;2.51184224494;0.3268;4.0
1.70390243441;0.0004;2.55561171486;0.728;4.0
1.70328633115;0.0;2.54381655493;0.2512;4.0
1.69975550311;0.0;2.84003420217;0.2056;6.0
1.70083604854;0.0;2.55725538391;0.8576;4.0
1.70411446285;0.0;2.82634051019;0.9988;7.0
1.70338451925;0.0;2.66811828177;0.9424;5.0
1.7066857848;0.0;2.39428851311;0.3388;3.0
1.70044968227;0.0;2.3943478924;0.338;3.0
1.70600302324;0.002;2.86690488966;0.254;8.0
1.70731634173;0.0004;2.75376724908;0.9372;6.0
1.70604558668;0.0004;3.0340401667;0.496;8.0
1.70275857342;0.0;2.70237686128;0.6252;5.0
1.71212884745;0.0056;2.62287525467;0.1212;5.0
1.70351748626;0.0;2.6200616793;0.8252;4.0
1.70876153471;0.0;2.93678384535;0.658;11.0
1.70583833367;0.0;2.39799463372;0.7752;3.0
1.7091292788;0.0012;2.72563586769;0.8312;6.0
1.7086102532;0.0;2.84279911729;0.552;7.0
1.7026196944;0.0;2.63296563781;0.298;5.0
1.70021506068;0.0;2.54693965474;0.6852;4.0
1.71002379664;0.0004;2.53387091575;0.2564;4.0
1.7012966416;0.0;2.57151478681;0.6972;4.0
1.70763176425;0.0;2.56551633711;0.4084;4.0
1.70655088205;0.0;2.54772678597;0.5456;4.0
1.7038890599;0.0028;2.35259351942;0.1632;3.0
1.70777304145;0.0;2.65445498382;0.6996;6.0
1.71143939798;0.0096;2.12208129562;0.012;2.0
1.70617633923;0.0;2.89086746413;0.7572;8.0
1.70927865665;0.0032;2.96101810035;0.5564;9.0
1.70277415137;0.0008;2.52753882683;0.1552;4.0
1.70178377499;0.0;2.86055360877;0.7656;7.0
1.70407209223;0.0;2.76194695771;0.9056;6.0
1.7005534639;0.0;2.79883012632;0.8028;6.0
1.70141590199;0.0;2.93090186298;0.7564;8.0
1.70191529222;0.0;2.83017962591;0.6236;6.0
1.7042316406;0.0008;2.49725163482;0.3612;4.0
1.7068493201;0.0004;2.99719114727;0.6856;8.0
1.71339967432;0.0004;2.51977425631;0.2384;4.0
1.70363686017;0.0008;2.90804963961;0.6744;8.0
1.70423045;0.0004;2.52507229457;0.3832;4.0
1.7077689889;0.0004;2.82918858433;0.4172;8.0
1.7014911898;0.0;2.71847945985;0.6728;5.0
1.70144761997;0.0;2.85908533712;0.6356;7.0
1.70878076964;0.0004;2.74485636772;0.194;6.0
1.71371342433;0.0;2.61776526811;0.9076;5.0
1.7121649019;0.0;2.61854115471;0.5832;5.0
1.70620246069;0.004;2.9613556148;0.8916;8.0
1.70733963722;0.0;2.63219343163;0.7332;5.0
1.7046741627;0.0012;2.63831456305;0.6184;5.0
1.70357648167;0.0012;2.80706737057;0.2696;7.0
1.70370059135;0.0004;2.7266156016;0.9508;6.0
1.70925475152;0.0064;2.48266866285;0.2644;4.0
1.70974682612;0.0;2.69907727494;0.6088;5.0
