nu1;nu2;exp_all;pv_all;exp;pv;kmin;ob
0.0;0.2;1.89767492098;0.1764;3.14899440396;0.6548;5.0;1
0.0;0.2;1.88574571261;0.0112;2.76850421199;0.7124;3.0;1
0.0;0.2;1.88331893223;0.2024;3.55770335068;0.9916;6.0;1
0.0;0.2;1.88898513698;0.0188;3.06067364546;0.7232;4.0;1
0.0;0.2;1.88649143097;0.01;3.0255755573;0.9964;4.0;1
0.0;0.2;1.8871016726;0.0196;3.03273638746;0.6932;4.0;1
0.0;0.2;1.88339694667;0.0028;3.06153757917;0.8188;4.0;1
0.0;0.2;1.89201919948;0.3836;3.54176857953;0.8676;7.0;1
0.0;0.2;1.88682921627;0.0024;3.04904428253;0.9816;5.0;1
0.0;0.2;1.88967367425;0.0452;2.82809114482;0.5508;3.0;1
0.0;0.2;1.89033918609;0.026;2.97791492851;0.9208;4.0;1
0.0;0.2;1.88641581046;0.0116;2.87122272493;0.7784;3.0;1
0.0;0.2;1.87846539339;0.0036;3.09279783708;0.9608;4.0;1
0.0;0.2;1.88071075207;0.004;2.90074223767;0.9504;3.0;1
0.0;0.2;1.88565353417;0.0;2.83030954215;0.7244;3.0;1
0.0;0.2;1.8861353957;0.0272;3.02555200295;0.7888;4.0;1
0.0;0.2;1.88900100941;0.0856;3.20045674256;0.7964;5.0;1
0.0;0.2;1.8879810478;0.0;2.81725059832;0.8332;3.0;1
0.0;0.2;1.88575251061;0.0204;2.79192171134;0.168;3.0;1
0.0;0.2;1.88830757084;0.054;3.32585014158;0.652;5.0;1
0.0;0.2;1.89385653454;0.0652;2.75604354758;0.8588;3.0;1
0.0;0.2;1.88490051857;0.0372;3.10307762403;0.808;4.0;1
0.0;0.2;1.88518065931;0.0136;2.80320657007;0.7808;3.0;1
0.0;0.2;1.88879069098;0.0664;3.00289896985;0.9088;4.0;1
0.0;0.2;1.88659795796;0.1364;3.05512946099;0.5832;4.0;1
0.0;0.2;1.8927871159;0.0288;2.73724729452;0.8136;3.0;1
0.0;0.2;1.89152849875;0.0772;2.9704916888;0.9168;4.0;1
0.0;0.2;1.88988285655;0.1092;3.04326556265;0.6476;4.0;1
0.0;0.2;1.89660577999;0.0344;2.71851095963;0.846;3.0;1
0.0;0.2;1.89078652351;0.0672;2.97249191565;0.9744;4.0;1
0.0;0.2;1.88789836996;0.0664;3.07621649135;0.4304;4.0;1
0.0;0.2;1.88174592491;0.0772;3.49747997628;0.2848;5.0;1
0.0;0.2;1.88807039217;0.0308;2.79755285942;0.9284;3.0;1
0.0;0.2;1.88962116483;0.2668;2.72766967707;0.3588;3.0;1
0.0;0.2;1.892968783;0.224;2.47053883827;0.2168;2.0;1
0.0;0.2;1.89128468254;0.0756;3.01736011893;0.842;4.0;1
0.0;0.2;1.88568244406;0.0496;3.52530467574;0.9416;7.0;1
0.0;0.2;1.88850967425;0.0192;2.8471775344;0.61;3.0;1
0.0;0.2;1.8838545189;0.008;3.24701833312;0.5056;5.0;1
0.0;0.2;1.88843088755;0.222;3.03619028094;0.3176;4.0;1
0.0;0.2;1.89127181795;0.0124;2.86223389045;0.8148;3.0;1
0.0;0.2;1.88657454488;0.0464;3.07552884696;0.6728;4.0;1
0.0;0.2;1.89286298208;0.0164;3.01763166946;0.7664;4.0;1
0.0;0.2;1.88150020148;0.0272;3.3917459411;0.9376;5.0;1
0.0;0.2;1.88815785497;0.1488;3.30089997061;0.7436;5.0;1
0.0;0.2;1.88548588573;0.0152;2.8513273838;0.7984;3.0;1
0.0;0.2;1.89244896804;0.0964;3.1610155994;0.998;5.0;1
0.0;0.2;1.89286346213;0.1272;2.79386193734;0.4484;3.0;1
0.0;0.2;1.88890367099;0.2192;3.10531572485;0.678;4.0;1
0.0;0.2;1.89202710429;0.0668;2.78019231441;0.506;3.0;1
0.0;0.2;1.90089720317;0.0712;2.64097225217;0.8688;3.0;1
0.0;0.2;1.89160142281;0.0704;3.37546798425;0.5644;6.0;1
0.0;0.2;1.88505975006;0.0044;3.03063955898;0.74;4.0;1
0.0;0.2;1.88759309512;0.0116;2.80451554705;0.6192;3.0;1
0.0;0.2;1.89264611733;0.1308;3.03921736315;0.7572;4.0;1
0.0;0.2;1.88367308786;0.0756;3.41235425824;0.5488;5.0;1
0.0;0.2;1.88677536307;0.1468;3.2500213407;0.5984;5.0;1
0.0;0.2;1.88226291728;0.0004;2.86113517975;0.572;3.0;1
0.0;0.2;1.88866749606;0.0068;2.72144862745;0.7976;3.0;1
0.0;0.2;1.88646054565;0.0044;3.21726880553;0.8748;5.0;1
0.0;0.2;1.88659197695;0.0228;2.88813209824;0.62;3.0;1
0.0;0.2;1.88887448861;0.0012;2.91695454143;0.9552;4.0;1
0.0;0.2;1.8808302038;0.0024;2.88278225943;0.476;3.0;1
0.0;0.2;1.88420581478;0.0116;3.63610514061;0.8432;7.0;1
0.0;0.2;1.88805654286;0.0268;2.8492935718;0.628;3.0;1
0.0;0.2;1.88833144778;0.0072;2.81540767433;0.6724;3.0;1
0.0;0.2;1.8910407576;0.3384;3.2079470434;0.8124;5.0;1
0.0;0.2;1.88680729829;0.0068;2.83996312382;0.8484;3.0;1
0.0;0.2;1.8892070332;0.1656;3.26240082811;0.9456;5.0;1
0.0;0.2;1.89088789234;0.0244;2.78235261213;0.8828;3.0;1
0.0;0.2;1.88955119967;0.022;3.14321292135;0.504;4.0;1
0.0;0.2;1.88729177611;0.0316;3.24399892623;0.3752;5.0;1
0.0;0.2;1.88336236882;0.0088;2.91073002431;0.5476;3.0;1
0.0;0.2;1.89044504071;0.0016;2.73280130567;0.732;3.0;1
0.0;0.2;1.88289982219;0.0004;2.77604877342;0.7536;3.0;1
0.0;0.2;1.8916547125;0.2236;2.7945167118;0.128;3.0;1
0.0;0.2;1.89601269389;0.0388;2.77796702161;0.3072;3.0;1
0.0;0.2;1.89326068096;0.0052;2.80768463863;0.9768;3.0;1
0.0;0.2;1.8944424994;0.0368;2.79365868401;0.52;3.0;1
0.0;0.2;1.88054733881;0.0052;2.81321909424;0.66;3.0;1
0.0;0.2;1.89270586294;0.0148;2.72437937044;0.7088;3.0;1
0.0;0.2;1.89115880535;0.1308;3.00082994125;0.7396;4.0;1
0.0;0.2;1.87826524453;0.0;3.28757428308;0.8232;5.0;1
0.0;0.2;1.88831221598;0.0108;2.53080034587;0.0848;2.0;1
0.0;0.2;1.88597951708;0.016;3.1192237893;0.8916;4.0;1
0.0;0.2;1.89178075603;0.0388;2.78121508137;0.1492;3.0;1
0.0;0.2;1.89070659141;0.0064;2.73634262097;0.7424;3.0;1
0.0;0.2;1.88854678269;0.2072;3.13033474181;0.6256;4.0;1
0.0;0.2;1.89611624277;0.0464;3.17512080149;0.7572;5.0;1
0.0;0.2;1.88346202194;0.0048;2.83491619992;0.374;3.0;1
0.0;0.2;1.8858136225;0.0292;3.12129987665;0.7664;7.0;1
0.0;0.4;1.88830205079;0.0308;2.80158357939;0.8812;3.0;1
0.0;0.4;1.89088881703;0.1508;3.21222164851;0.8888;5.0;1
0.0;0.4;1.88895540195;0.0092;2.96858661946;0.708;4.0;1
0.0;0.4;1.88848985638;0.0308;2.80269164027;0.2012;3.0;1
0.0;0.4;1.88632923259;0.0072;3.02748199809;0.9104;4.0;1
0.0;0.4;1.88322239869;0.0108;3.03375323677;0.5176;4.0;1
0.0;0.4;1.8942475583;0.1584;2.46740826788;0.2848;2.0;1
0.0;0.4;1.88769047416;0.0192;3.2077063099;0.8172;5.0;1
0.0;0.4;1.88589173676;0.0176;3.0116129476;0.974;4.0;1
0.0;0.4;1.89114273667;0.1492;3.00613994931;0.7952;4.0;1
0.0;0.4;1.89182279482;0.0056;2.75791817091;0.696;3.0;1
0.0;0.4;1.8904366192;0.0816;3.1071644301;0.9336;4.0;1
0.0;0.4;1.88256856009;0.0256;3.06075400671;0.6704;4.0;1
0.0;0.4;1.89350709558;0.0032;2.79075268366;0.7804;3.0;1
0.0;0.4;1.88891437254;0.1884;3.29883580472;0.9936;5.0;1
0.0;0.4;1.88708355911;0.0624;2.80859736673;0.5868;3.0;1
0.0;0.4;1.88235941169;0.0336;3.65190518028;0.9108;7.0;1
0.0;0.4;1.88460859546;0.044;3.01419072036;0.7764;4.0;1
0.0;0.4;1.89271182073;0.7184;3.31599164448;0.442;5.0;1
0.0;0.4;1.89027821844;0.134;3.15826349704;0.9896;5.0;1
0.0;0.4;1.88985075447;0.0316;3.1931879128;0.9908;5.0;1
0.0;0.4;1.88711171326;0.0068;2.95968334706;0.8976;4.0;1
0.0;0.4;1.89332710451;0.038;3.05597629327;0.9488;4.0;1
0.0;0.4;1.88657654341;0.15;3.33093623049;0.9988;5.0;1
0.0;0.4;1.89104727275;0.0028;2.84928028293;0.8068;3.0;1
0.0;0.4;1.88303417957;0.1452;3.72207005917;0.4392;6.0;1
0.0;0.4;1.88226431842;0.0012;2.86308135634;0.9168;3.0;1
0.0;0.4;1.88797517338;0.0456;3.03146142693;0.858;4.0;1
0.0;0.4;1.89421850446;0.1128;3.09871518561;0.8684;5.0;1
0.0;0.4;1.88421520922;0.0104;3.10989744278;0.9444;4.0;1
0.0;0.4;1.89029024739;0.0348;3.07966172635;0.8116;4.0;1
0.0;0.4;1.88126121328;0.0152;2.88354872166;0.9;3.0;1
0.0;0.4;1.89069046396;0.1012;2.46083568901;0.3608;2.0;1
0.0;0.4;1.89379932003;0.026;3.04731100826;0.8768;4.0;1
0.0;0.4;1.89073306345;0.0012;2.75255349387;0.372;3.0;1
0.0;0.4;1.88542647598;0.0048;3.165019559;0.8068;4.0;1
0.0;0.4;1.89048032083;0.0548;3.08387687264;0.9948;4.0;1
0.0;0.4;1.88763303231;0.0116;2.82031231365;0.9152;3.0;1
0.0;0.4;1.88878749501;0.044;2.78854491907;0.4944;3.0;1
0.0;0.4;1.88866096064;0.0492;2.85567119643;0.6116;3.0;1
0.0;0.4;1.88758117281;0.0036;2.79095329483;0.718;3.0;1
0.0;0.4;1.89042051705;0.0332;2.7565864648;0.6064;3.0;1
0.0;0.4;1.87715253325;0.0028;3.14747595748;0.364;4.0;1
0.0;0.4;1.88984164171;0.0168;3.02445817251;0.8572;4.0;1
0.0;0.4;1.88864321877;0.0284;3.06178220133;0.9192;4.0;1
0.0;0.4;1.8916830081;0.0184;2.84765874047;0.8824;3.0;1
0.0;0.4;1.89537523923;0.0196;2.9792102948;0.6676;4.0;1
0.0;0.4;1.88357143864;0.0128;2.51464898551;0.4008;2.0;1
0.0;0.4;1.88849435797;0.024;2.99757324979;0.968;4.0;1
0.0;0.4;1.88246064839;0.0008;3.14526122557;0.7172;4.0;1
0.0;0.4;1.8890554203;0.0484;4.05285378479;0.6348;8.0;1
0.0;0.4;1.88546007064;0.0068;2.75719658406;0.5148;3.0;1
0.0;0.4;1.88675534026;0.0524;3.21593151185;0.8668;5.0;1
0.0;0.4;1.88796816939;0.008;2.86325263195;0.1104;3.0;1
0.0;0.4;1.87486167974;0.0028;3.14622390424;0.2728;4.0;1
0.0;0.4;1.89062907887;0.04;3.05220868838;0.9584;4.0;1
0.0;0.4;1.89066768987;0.0192;2.85993105242;0.2792;3.0;1
0.0;0.4;1.89353448829;0.122;2.77974572222;0.376;3.0;1
0.0;0.4;1.8855781775;0.034;3.12601085931;0.8784;4.0;1
0.0;0.4;1.88700396059;0.068;3.51221123101;0.5244;6.0;1
0.0;0.4;1.88326613698;0.0196;2.82497636923;0.2816;3.0;1
0.0;0.4;1.89225187211;0.02;3.18831962379;0.9876;6.0;1
0.0;0.4;1.88675755475;0.0356;2.80071535441;0.7036;3.0;1
0.0;0.4;1.88571090826;0.0328;3.0199827956;0.7324;4.0;1
0.0;0.4;1.88783997685;0.0292;2.99073679222;0.5884;4.0;1
0.0;0.4;1.88587802641;0.0372;2.98180433055;0.9556;4.0;1
0.0;0.4;1.88737133781;0.0712;3.17577458836;0.412;5.0;1
0.0;0.4;1.88118268148;0.004;2.80859975795;0.8968;3.0;1
0.0;0.4;1.88806287666;0.0136;2.8141841343;0.762;3.0;1
0.0;0.4;1.89311239412;0.0884;2.97403989855;0.9792;4.0;1
0.0;0.4;1.88591234668;0.052;2.809813432;0.6156;3.0;1
0.0;0.4;1.88071558518;0.0016;2.89855241578;0.4652;3.0;1
0.0;0.4;1.88160334074;0.0172;2.78445974886;0.3248;3.0;1
0.0;0.4;1.89706618942;0.1084;2.95486351941;0.8008;4.0;1
0.0;0.4;1.88767267748;0.054;3.32104534212;0.8792;6.0;1
0.0;0.4;1.89558259904;0.1416;2.69027328533;0.5892;3.0;1
0.0;0.4;1.88111334574;0.0048;2.81349725476;0.516;3.0;1
0.0;0.4;1.88923695753;0.1176;2.76779923484;0.4624;3.0;1
0.0;0.4;1.88375602859;0.0108;3.12298897538;0.9212;4.0;1
0.0;0.4;1.88755410176;0.0772;3.02777905185;0.336;4.0;1
0.0;0.4;1.88069744167;0.0324;3.06512911457;0.3628;4.0;1
0.0;0.4;1.89370118016;0.0148;2.75442524909;0.8828;3.0;1
0.0;0.4;1.87906914892;0.006;2.83421515339;0.6804;3.0;1
0.0;0.4;1.88658326032;0.0132;3.06395103722;0.9356;4.0;1
0.0;0.4;1.88535826378;0.3064;3.36837600094;0.5212;5.0;1
0.0;0.4;1.88353028306;0.0008;2.81569163984;0.5584;3.0;1
0.0;0.4;1.88465720817;0.0036;2.81557650571;0.66;3.0;1
0.0;0.4;1.88815590261;0.01;2.79436526069;0.3472;3.0;1
0.0;0.4;1.88817846977;0.0448;3.2982386524;0.9024;6.0;1
0.0;0.4;1.88836964178;0.1748;3.09608131336;0.48;4.0;1
0.0;0.4;1.8899384528;0.0056;2.83868280702;0.4228;3.0;1
0.0;0.4;1.88990281001;0.1364;2.74192792565;0.55;3.0;1
0.0;0.4;1.89083583722;0.0064;2.95917316096;0.9828;4.0;1
0.0;0.4;1.88783928424;0.0316;3.06943625257;0.7396;4.0;1
0.0;0.4;1.88290483642;0.0732;3.30553492536;0.9868;5.0;1
0.0;0.4;1.88919152573;0.0364;2.79117750331;0.9756;3.0;1
0.0;0.4;1.8866900295;0.0044;3.05179221977;0.7888;4.0;1
0.0;0.4;1.88308338136;0.0044;3.10868395486;0.9868;4.0;1
0.0;0.4;1.8897400211;0.0176;3.10505043024;0.9984;5.0;1
0.0;0.4;1.88166166643;0.0064;3.05597479394;0.8316;4.0;1
0.0;0.6;1.88564356809;0.282;3.27574316722;0.2632;5.0;1
0.0;0.6;1.8891746344;0.0896;2.97694987802;0.7104;4.0;1
0.0;0.6;1.88536213966;0.0136;3.06427308469;0.494;4.0;1
0.0;0.6;1.88197235813;0.0008;2.83749736807;0.7932;3.0;1
0.0;0.6;1.88870177583;0.01;2.86759429765;0.7372;3.0;1
0.0;0.6;1.88533274945;0.0456;2.76697866606;0.3252;3.0;1
0.0;0.6;1.88603548862;0.0092;2.89716567249;0.4996;3.0;1
0.0;0.6;1.88693916834;0.036;3.03208455714;0.8832;4.0;1
0.0;0.6;1.887515903;0.0208;3.09424789583;0.53;4.0;1
0.0;0.6;1.89184743033;0.0084;2.964603222;0.9184;4.0;1
0.0;0.6;1.88845325503;0.0064;2.85130081569;0.898;3.0;1
0.0;0.6;1.88492453834;0.0;2.88078563037;0.8016;3.0;1
0.0;0.6;1.89231801068;0.0092;2.95569705367;0.8472;4.0;1
0.0;0.6;1.88547139368;0.1908;2.77048936345;0.1164;3.0;1
0.0;0.6;1.88761863192;0.0208;3.60459437638;0.7544;10.0;1
0.0;0.6;1.88037500805;0.0316;3.35976023796;0.9988;5.0;1
0.0;0.6;1.88424207705;0.0572;2.49280752481;0.1984;2.0;1
0.0;0.6;1.89220368707;0.0032;2.76410947591;0.8868;3.0;1
0.0;0.6;1.89405915781;0.6336;2.98274463565;0.3408;4.0;1
0.0;0.6;1.88548284433;0.0072;3.15200412108;0.6412;4.0;1
0.0;0.6;1.88449287732;0.0712;3.08764791329;0.7656;4.0;1
0.0;0.6;1.88679239459;0.1456;3.25190345016;0.7016;5.0;1
0.0;0.6;1.87700259867;0.0044;3.105677615;0.9136;4.0;1
0.0;0.6;1.88826374609;0.0136;3.07777311859;0.9432;4.0;1
0.0;0.6;1.88646718309;0.004;2.97517570468;0.8012;4.0;1
0.0;0.6;1.8863467127;0.0044;2.83803283728;0.8136;3.0;1
0.0;0.6;1.88424013133;0.0116;3.17867247285;0.9076;4.0;1
0.0;0.6;1.88951861461;0.0636;3.03345274477;0.7844;4.0;1
0.0;0.6;1.89292357081;0.1936;2.75408869522;0.4264;3.0;1
0.0;0.6;1.88636822118;0.02;2.80323875708;0.3712;3.0;1
0.0;0.6;1.88819912968;0.1048;3.20165790075;0.976;5.0;1
0.0;0.6;1.88482457353;0.0168;3.05489782995;0.9964;4.0;1
0.0;0.6;1.88658586479;0.0676;3.07711742232;0.5728;4.0;1
0.0;0.6;1.88145692081;0.0;3.16021720503;0.7392;5.0;1
0.0;0.6;1.88846871866;0.0084;3.01895508819;0.9648;4.0;1
0.0;0.6;1.88923618622;0.0272;2.76721698283;0.7536;3.0;1
0.0;0.6;1.88226744441;0.0092;2.84676187273;0.6792;3.0;1
0.0;0.6;1.89320729275;0.2044;2.44253806749;0.1776;2.0;1
0.0;0.6;1.88643905698;0.0412;2.47577122079;0.1148;2.0;1
0.0;0.6;1.88818177564;0.1416;3.04442832334;0.9756;4.0;1
0.0;0.6;1.88765316419;0.0168;2.79806712677;0.6308;3.0;1
0.0;0.6;1.88713507247;0.0008;3.04944200062;0.8556;5.0;1
0.0;0.6;1.88338763994;0.0364;2.80936998755;0.2344;3.0;1
0.0;0.6;1.89332935581;0.2288;3.129098884;0.726;5.0;1
0.0;0.6;1.88660563783;0.0828;2.9677232915;0.6804;4.0;1
0.0;0.6;1.88011837249;0.002;3.05585790622;0.9936;4.0;1
0.0;0.6;1.8886307833;0.0624;2.80407707037;0.5896;3.0;1
0.0;0.6;1.8836277946;0.004;3.00081893297;0.998;4.0;1
0.0;0.6;1.88230582171;0.006;2.89639930516;0.1716;3.0;1
0.0;0.6;1.88872188645;0.0088;3.01016869117;0.9932;4.0;1
0.0;0.6;1.88823697073;0.0168;2.79329794353;0.5196;3.0;1
0.0;0.6;1.888545744;0.0428;2.930669761;0.8944;4.0;1
0.0;0.6;1.88004924068;0.0068;3.08100582895;0.8316;4.0;1
0.0;0.6;1.88660880516;0.0624;3.22219813608;0.954;5.0;1
0.0;0.6;1.88006491742;0.0076;2.8788601457;0.4164;3.0;1
0.0;0.6;1.88828785353;0.0384;3.05805584787;0.9668;4.0;1
0.0;0.6;1.89232865141;0.0344;2.91774813777;0.9352;4.0;1
0.0;0.6;1.88976728323;0.026;2.78693440233;0.7276;3.0;1
0.0;0.6;1.88425405861;0.0316;3.04659953026;0.8756;4.0;1
0.0;0.6;1.87939511711;0.0068;3.11633420317;0.7488;4.0;1
0.0;0.6;1.88592750792;0.0084;3.08189690801;0.7672;4.0;1
0.0;0.6;1.88969739693;0.0124;2.73265957659;0.7828;3.0;1
0.0;0.6;1.8863121815;0.1;3.07270684237;0.4512;4.0;1
0.0;0.6;1.88825945305;0.0152;3.02526142384;0.6484;4.0;1
0.0;0.6;1.88161346617;0.0292;2.78661701764;0.5612;3.0;1
0.0;0.6;1.88826826198;0.0268;3.0067335261;0.8464;4.0;1
0.0;0.6;1.88876517743;0.0024;2.81783651207;0.738;3.0;1
0.0;0.6;1.88252250331;0.0148;3.08197755205;0.8648;4.0;1
0.0;0.6;1.88697708536;0.044;3.0939332706;0.8468;4.0;1
0.0;0.6;1.88594015777;0.0124;3.13649617366;0.806;5.0;1
