nu1;nu2;exp_all;pv_all;exp;pv;kmin;ob
0.2;0.4;1.84874972878;0.0248;2.99698474088;0.9824;5.0;1
0.2;0.4;1.84363777012;0.1328;2.91537576163;0.4728;4.0;1
0.2;0.4;1.84143045315;0.1056;3.145122999;0.9828;6.0;1
0.2;0.4;1.85906394704;0.3064;2.8184236099;0.826;4.0;1
0.2;0.4;1.84218476859;0.0056;3.18156240243;0.998;5.0;1
0.2;0.4;1.85039065065;0.1988;2.67074989807;0.4148;3.0;1
0.2;0.4;1.85441317492;0.1328;2.8458404693;0.9648;4.0;1
0.2;0.4;1.84609671012;0.0204;2.83451605106;0.942;4.0;1
0.2;0.4;1.84861598839;0.0104;2.88567358956;0.9496;4.0;1
0.2;0.4;1.85617877687;0.0268;2.76185252745;0.848;4.0;1
0.2;0.4;1.85961159069;0.1976;3.0018184846;0.9676;5.0;1
0.2;0.4;1.84895237113;0.1572;3.03598285912;0.9404;5.0;1
0.2;0.4;1.84617797797;0.016;2.93614499272;0.9008;4.0;1
0.2;0.4;1.84418759629;0.002;2.7178962061;0.0396;3.0;1
0.2;0.4;1.84734707999;0.0108;2.85582212084;0.5588;4.0;1
0.2;0.4;1.84860523866;0.014;2.41118812472;0.3756;2.0;1
0.2;0.4;1.84770986958;0.0472;2.89633396866;0.9428;4.0;1
0.2;0.4;1.84602636748;0.0456;2.68456937393;0.3108;3.0;1
0.2;0.4;1.84882811671;0.0056;2.94612241146;0.5472;4.0;1
0.2;0.4;1.84953250583;0.2048;3.03410100502;0.704;5.0;1
0.2;0.4;1.84066230058;0.0;2.73442145771;0.2104;3.0;1
0.2;0.4;1.8447698667;0.0512;2.81646036905;0.9968;4.0;1
0.2;0.4;1.85256647315;0.1476;2.97956656901;0.9572;5.0;1
0.2;0.4;1.85551252649;0.5128;3.16303842441;0.9704;6.0;1
0.2;0.4;1.84826275716;0.0032;2.6942091029;0.6808;3.0;1
0.2;0.4;1.84659306908;0.0156;2.89365017394;0.8908;4.0;1
0.2;0.4;1.85103250385;0.0168;2.86320666615;0.9624;4.0;1
0.2;0.4;1.85377515816;0.038;2.64836304441;0.3632;3.0;1
0.2;0.4;1.8466174719;0.1928;2.6691241525;0.554;3.0;1
0.2;0.4;1.85075327495;0.404;3.12757060305;0.7728;6.0;1
0.2;0.4;1.84991574166;0.1052;3.00163250191;0.9164;5.0;1
0.2;0.4;1.84767143601;0.0216;3.03633396848;0.8376;5.0;1
0.2;0.4;1.84574476532;0.0056;2.85694338008;0.8992;4.0;1
0.2;0.4;1.85298945928;0.2692;3.00666319883;0.8728;5.0;1
0.2;0.4;1.84806116352;0.094;2.86391950145;0.6884;4.0;1
0.2;0.4;1.85258255676;0.1756;2.62380034189;0.5336;3.0;1
0.2;0.4;1.84648428233;0.018;2.68407126954;0.4452;3.0;1
0.2;0.4;1.85300059873;0.0512;2.62957486218;0.8612;3.0;1
0.2;0.4;1.84452292333;0.214;3.08246307111;0.22;5.0;1
0.2;0.4;1.84893374829;0.0048;2.7082658513;0.918;3.0;1
0.2;0.4;1.85097931568;0.0928;2.69877180624;0.1172;3.0;1
0.2;0.4;1.84697753197;0.0608;3.04310953466;0.9364;5.0;1
0.2;0.4;1.84989688874;0.0268;2.71782367018;0.2556;3.0;1
0.2;0.4;1.84253736884;0.0204;3.12873841719;0.3328;5.0;1
0.2;0.4;1.84830070606;0.0216;2.60652597004;0.536;3.0;1
0.2;0.4;1.85024471536;0.1592;3.05283659873;0.8304;5.0;1
0.2;0.4;1.84816481128;0.2904;2.586160242;0.3556;3.0;1
0.2;0.4;1.84914685172;0.282;3.04408182574;0.7684;5.0;1
0.2;0.4;1.84411823371;0.03;2.88482225006;0.5964;4.0;1
0.2;0.4;1.84925678467;0.1824;2.71021611874;0.6156;3.0;1
0.2;0.4;1.84819514772;0.0104;2.9293423992;0.6476;4.0;1
0.2;0.4;1.85811841306;0.054;2.80354065595;0.994;4.0;1
0.2;0.4;1.85428425655;0.166;2.82628447677;0.8028;4.0;1
0.2;0.4;1.83788197997;0.12;2.66249802837;0.432;3.0;1
0.2;0.4;1.84455670546;0.0184;3.18365542277;0.9984;6.0;1
0.2;0.4;1.84356323943;0.0052;2.91899311006;0.9664;4.0;1
0.2;0.4;1.85103887421;0.0912;3.0680775834;0.8236;5.0;1
0.2;0.4;1.84708566988;0.002;2.91405604616;0.7264;4.0;1
0.2;0.4;1.85102952581;0.0896;2.92516150055;0.4732;4.0;1
0.2;0.4;1.84810979408;0.0988;2.85204802473;0.982;4.0;1
0.2;0.4;1.84570038257;0.0248;2.91061578687;0.7448;4.0;1
0.2;0.4;1.84844948607;0.0244;2.93152418829;0.9936;4.0;1
0.2;0.4;1.84860270268;0.138;2.63904475852;0.4584;3.0;1
0.2;0.4;1.84339212383;0.0024;2.8936095516;0.8012;4.0;1
0.2;0.4;1.85157546155;0.018;3.01473964219;0.86;5.0;1
0.2;0.4;1.84033114768;0.0716;2.92384012188;0.5048;4.0;1
0.2;0.4;1.83925343924;0.0228;2.6855323609;0.6148;3.0;1
0.2;0.4;1.8520755049;0.078;2.66193518226;0.5548;3.0;1
0.2;0.4;1.84924906686;0.0936;2.39495631423;0.4076;2.0;1
0.2;0.4;1.85330992936;0.2596;3.03125858329;0.8424;5.0;1
0.2;0.4;1.85010503287;0.0084;2.7587931377;0.7532;3.0;1
0.2;0.4;1.85444355461;0.0344;3.19228266357;0.1336;5.0;1
0.2;0.4;1.84763141305;0.1152;3.08351538654;0.8144;5.0;1
0.2;0.4;1.84935934022;0.2128;2.64492309698;0.3164;3.0;1
0.2;0.4;1.85002572904;0.062;2.67600986934;0.3892;3.0;1
0.2;0.4;1.84953376993;0.0388;3.07124538803;0.9492;6.0;1
0.2;0.4;1.84492359686;0.1076;2.71329136291;0.202;3.0;1
0.2;0.4;1.84624791601;0.0028;2.87773070956;0.6496;4.0;1
0.2;0.4;1.84899146775;0.0092;2.65623100395;0.406;3.0;1
0.2;0.4;1.84645173529;0.034;2.69465088151;0.4328;3.0;1
0.2;0.4;1.84758829544;0.0936;3.21084640364;0.7032;7.0;1
0.2;0.4;1.84678102319;0.0176;2.86609090256;0.8944;4.0;1
0.2;0.4;1.84740966206;0.0204;2.83954717759;0.858;4.0;1
0.2;0.4;1.85105319842;0.2516;3.1076085685;0.6076;5.0;1
0.2;0.4;1.84682300779;0.1312;2.6287111188;0.6208;3.0;1
0.2;0.6;1.84344463657;0.0104;2.73724037988;0.7116;3.0;1
0.2;0.6;1.8524305795;0.0016;2.68255367155;0.7748;3.0;1
0.2;0.6;1.85134828782;0.0276;2.98103546101;0.5716;4.0;1
0.2;0.6;1.83588344497;0.0004;2.72696608047;0.6096;3.0;1
0.2;0.6;1.85090942013;0.1508;3.40968575713;0.6328;7.0;1
0.2;0.6;1.85289069365;0.0256;2.65367959784;0.8368;3.0;1
0.2;0.6;1.85275032215;0.0796;2.86515233398;0.7804;4.0;1
0.2;0.6;1.85805012886;0.1208;2.65345241914;0.958;3.0;1
0.2;0.6;1.84498922768;0.0372;2.73126526016;0.4352;3.0;1
0.2;0.6;1.84615135126;0.0408;3.07749102788;0.7904;5.0;1
0.2;0.6;1.8478390525;0.1844;2.84932107151;0.7564;4.0;1
0.2;0.6;1.84256759422;0.0456;2.68480224652;0.5584;3.0;1
0.2;0.6;1.85049726737;0.066;2.92328300663;0.3368;4.0;1
0.2;0.6;1.85012956438;0.0196;2.63693787085;0.424;3.0;1
0.2;0.6;1.85272209501;0.0076;2.66467631869;0.6236;3.0;1
0.2;0.6;1.84690145014;0.078;2.70471046358;0.6496;3.0;1
0.2;0.6;1.85302375303;0.07;2.67617072621;0.9436;3.0;1
0.2;0.6;1.8527222267;0.0368;2.7828317265;0.9172;4.0;1
0.2;0.6;1.85300777396;0.0048;2.82666784362;0.8824;4.0;1
0.2;0.6;1.85041348436;0.2008;2.67529290832;0.4152;3.0;1
0.2;0.6;1.84712240393;0.0576;3.01397173495;0.8348;5.0;1
0.2;0.6;1.84670522866;0.136;2.70278376354;0.6212;3.0;1
0.2;0.6;1.85175936589;0.3492;2.60873922007;0.5936;3.0;1
0.2;0.6;1.85447987385;0.0064;2.66688764749;0.9004;3.0;1
0.2;0.6;1.84369588709;0.0528;2.89026787565;0.4392;4.0;1
0.2;0.6;1.84501997116;0.0872;3.02582213732;0.948;5.0;1
0.2;0.6;1.85110312093;0.0032;2.65320554416;0.7472;3.0;1
0.2;0.6;1.84614360319;0.0344;3.17879310408;0.4464;5.0;1
0.2;0.6;1.84896833665;0.2068;2.35077666942;0.0356;2.0;1
0.2;0.6;1.84453327607;0.0036;3.02733368754;0.4;4.0;1
0.2;0.6;1.84934463649;0.0252;2.68619974142;0.0912;3.0;1
0.2;0.6;1.848039698;0.0452;2.89325102663;0.7836;4.0;1
0.2;0.6;1.84550034753;0.0192;2.85788946406;0.9636;4.0;1
0.2;0.6;1.85595994467;0.0704;2.72938047637;0.8604;4.0;1
0.2;0.6;1.84734940665;0.0052;2.59055599949;0.5576;3.0;1
0.2;0.6;1.84440195388;0.04;2.74638941731;0.5324;3.0;1
0.2;0.6;1.85010732002;0.0088;2.8809295445;0.9604;4.0;1
0.2;0.6;1.84400849409;0.1076;2.65573520579;0.4396;3.0;1
0.2;0.6;1.85424064717;0.0056;2.69150084277;0.6932;3.0;1
0.2;0.6;1.84852428649;0.0184;3.06686345513;0.8224;5.0;1
0.2;0.6;1.8450977437;0.2216;2.86697578957;0.3636;4.0;1
0.2;0.6;1.84318956031;0.0268;3.02456925217;0.9768;6.0;1
0.2;0.6;1.85226555224;0.02;2.87163962111;0.9844;4.0;1
0.2;0.6;1.85613341751;0.1;3.03819402312;0.9404;5.0;1
0.2;0.6;1.84887232425;0.0004;2.75223105638;0.9968;4.0;1
0.2;0.6;1.8442737237;0.0024;2.88369136432;0.2684;4.0;1
0.2;0.6;1.84832453518;0.2548;3.06787264548;0.4148;5.0;1
0.2;0.6;1.84890934285;0.0444;3.05142213676;0.954;5.0;1
0.2;0.6;1.84746850597;0.2144;2.39895138915;0.1924;2.0;1
0.2;0.6;1.85296671669;0.2476;3.18076067083;0.8276;6.0;1
0.2;0.6;1.85736927667;0.0756;2.59208654309;0.7576;3.0;1
0.2;0.6;1.85023176449;0.028;2.68757422644;0.3124;3.0;1
0.2;0.6;1.85199711576;0.076;2.39183727328;0.3924;2.0;1
0.2;0.6;1.84926980552;0.0588;2.64764340721;0.7424;3.0;1
0.2;0.6;1.84796960569;0.0844;2.91991867869;0.7412;4.0;1
0.2;0.6;1.84481370061;0.0252;2.70499975042;0.8756;3.0;1
0.2;0.6;1.83968065427;0.0428;3.34644528206;0.3888;6.0;1
0.2;0.6;1.84675201715;0.078;2.87054824349;0.8904;4.0;1
0.2;0.6;1.85636975672;0.01;2.81546277992;0.7724;4.0;1
0.2;0.6;1.84588361584;0.2904;2.64018016189;0.1492;3.0;1
0.2;0.6;1.8501747861;0.0656;3.14834396388;0.9512;6.0;1
0.2;0.6;1.84551617684;0.0332;2.66308943398;0.2248;3.0;1
0.2;0.6;1.85909904558;0.126;3.1356487013;0.9712;6.0;1
0.2;0.6;1.85487436876;0.0664;2.85788824722;0.7812;4.0;1
0.2;0.6;1.85104846664;0.4968;3.04448001411;0.9984;5.0;1
0.2;0.6;1.84851612396;0.1916;2.61879942135;0.2304;3.0;1
0.2;0.6;1.85630644968;0.0084;2.81122169082;0.9004;4.0;1
0.2;0.6;1.84824631665;0.254;3.19332195891;0.6156;6.0;1
0.2;0.6;1.84430761711;0.0056;2.88213758413;0.8136;4.0;1
0.2;0.6;1.84700327626;0.1672;3.31597635136;0.9008;7.0;1
0.2;0.6;1.85520339682;0.1848;2.85158458396;0.3488;4.0;1
0.2;0.6;1.84534467282;0.0104;3.01752142442;0.7588;5.0;1
0.2;0.6;1.85099511237;0.0084;2.89464726118;0.91;4.0;1
0.2;0.6;1.8450602519;0.036;3.04901399492;0.642;6.0;1
0.2;0.6;1.85395951541;0.0888;2.82720744728;0.8604;4.0;1
0.2;0.6;1.85093402845;0.0228;2.4132261471;0.3272;2.0;1
0.2;0.6;1.84256671392;0.0472;2.67299559111;0.4468;3.0;1
0.2;0.6;1.85053169134;0.0448;2.40046314541;0.3344;2.0;1
0.2;0.6;1.84447860953;0.0196;2.69772701014;0.7196;3.0;1
0.2;0.6;1.84997781236;0.0696;2.85043598966;0.9064;4.0;1
0.2;0.6;1.84787716627;0.0008;2.84141591281;0.9792;5.0;1
0.2;0.6;1.84693968303;0.0172;2.92192201491;0.968;4.0;1
0.2;0.6;1.85156442722;0.0472;2.93356247639;0.0952;4.0;1
0.2;0.6;1.83863673957;0.016;2.70426691824;0.6036;3.0;1
0.2;0.6;1.85175010136;0.2844;3.05897222695;0.824;5.0;1
0.2;0.6;1.84553692679;0.062;2.93620400183;0.4464;4.0;1
0.2;0.6;1.85219897308;0.0768;2.78924229376;0.742;4.0;1
0.2;0.6;1.85507443877;0.164;3.45458883873;0.9704;8.0;1
0.2;0.6;1.83998022293;0.1568;3.23992651152;0.992;6.0;1
0.2;0.6;1.84630788452;0.004;2.83111432317;0.904;4.0;1
0.2;0.6;1.84755918279;0.1944;2.64809921422;0.3168;3.0;1
0.2;0.6;1.8528071658;0.1644;2.79441952973;0.9768;4.0;1
0.2;0.6;1.84901375422;0.0988;3.10675881541;0.9988;6.0;1
0.2;0.6;1.8478966049;0.2268;2.69984208712;0.2556;3.0;1
0.2;0.6;1.85616723968;0.234;2.61497883595;0.2732;3.0;1
0.2;0.6;1.85192530667;0.082;2.66421071149;0.5012;3.0;1
0.2;0.6;1.84601640277;0.0572;2.83574020903;0.98;4.0;1
0.2;0.6;1.84576953469;0.0236;2.83972991577;0.888;4.0;1
0.2;0.6;1.84680905905;0.0316;2.87690052048;0.9948;4.0;1
0.2;0.6;1.85052582066;0.0592;2.6351986635;0.7012;3.0;1
0.2;0.8;1.84983666521;0.1168;2.65622027355;0.482;3.0;1
0.2;0.8;1.84808719283;0.0416;2.72040773927;0.548;3.0;1
0.2;0.8;1.84949941378;0.0444;2.63047746021;0.8976;3.0;1
0.2;0.8;1.84458825749;0.0644;2.68113722976;0.8232;3.0;1
0.2;0.8;1.8524358699;0.1232;2.67434438736;0.2236;3.0;1
0.2;0.8;1.84368420462;0.0112;2.88096592139;0.9344;4.0;1
0.2;0.8;1.84827613639;0.1036;3.18694421697;0.7948;6.0;1
0.2;0.8;1.8568121465;0.0216;2.83992192638;0.5996;4.0;1
0.2;0.8;1.84824839835;0.0028;2.80244908803;0.942;4.0;1
0.2;0.8;1.85059725471;0.1624;3.07688130713;0.9544;5.0;1
0.2;0.8;1.85414107715;0.022;2.83483309988;0.8576;4.0;1
0.2;0.8;1.84718881376;0.034;2.66237976019;0.79;3.0;1
0.2;0.8;1.84569903393;0.026;2.97485688699;0.81;4.0;1
0.2;0.8;1.85487971516;0.022;2.85880660785;0.8712;4.0;1
0.2;0.8;1.85090028372;0.0108;2.61898611283;0.9124;3.0;1
0.2;0.8;1.84350173866;0.0024;2.72255573526;0.84;3.0;1
0.2;0.8;1.84685020485;0.0132;2.73316890744;0.7284;3.0;1
0.2;0.8;1.84710682107;0.0256;2.84695317303;0.9984;4.0;1
0.2;0.8;1.85328734324;0.1464;2.81925993457;0.9868;4.0;1
0.2;0.8;1.85224082308;0.1916;2.61856963626;0.2128;3.0;1
0.2;0.8;1.85096286239;0.026;2.67527402671;0.8968;3.0;1
0.2;0.8;1.83823200204;0.03;3.07109616612;0.472;5.0;1
0.2;0.8;1.84142741574;0.0076;2.93613189936;0.9404;4.0;1
0.2;0.8;1.85118873709;0.0284;2.65116780247;0.8136;3.0;1
0.2;0.8;1.84795037108;0.0976;2.80062422761;0.7116;4.0;1
0.2;0.8;1.84772994581;0.0172;2.85640841756;0.88;4.0;1
0.2;0.8;1.85668295875;0.0752;2.91866870592;0.9924;5.0;1
0.2;0.8;1.85087925669;0.1056;3.49626778824;0.4316;9.0;1
0.2;0.8;1.84660783081;0.062;2.66019726409;0.8616;3.0;1
0.2;0.8;1.8464194133;0.0176;2.89860700744;0.9876;4.0;1
0.2;0.8;1.85001181472;0.0028;2.83195844454;0.918;4.0;1
0.2;0.8;1.84510212543;0.1188;2.66423214078;0.416;3.0;1
0.2;0.8;1.84683685551;0.4416;2.35524607717;0.2584;2.0;1
0.2;0.8;1.85418414229;0.2792;2.60649004724;0.5928;3.0;1
0.2;0.8;1.84450969602;0.0068;2.85188555681;0.9984;4.0;1
0.2;0.8;1.851083963;0.0108;2.77480316714;0.9524;4.0;1
0.2;0.8;1.84708469457;0.0464;2.77993515775;0.8804;4.0;1
0.2;0.8;1.85018291122;0.0616;3.0388585936;0.7952;5.0;1
0.2;0.8;1.85005510518;0.0184;2.86515629663;0.97;4.0;1
0.2;0.8;1.84688425362;0.014;2.68875464546;0.7312;3.0;1
0.2;0.8;1.85071843445;0.07;2.85070837576;0.978;4.0;1
0.2;0.8;1.84500046083;0.0772;2.61380308132;0.6792;3.0;1
0.2;0.8;1.85229083663;0.132;2.62119590529;0.6456;3.0;1
0.2;0.8;1.84002822219;0.0012;3.12375536028;0.8212;5.0;1
0.2;0.8;1.84799189308;0.0236;2.71787882053;0.7296;3.0;1
0.2;0.8;1.84408038275;0.1708;3.26585502562;0.7472;6.0;1
0.2;0.8;1.8571117377;0.0304;2.86178683869;0.5844;4.0;1
0.2;0.8;1.85770848933;0.016;2.92881587528;0.7604;4.0;1
0.2;0.8;1.85511229292;0.5788;2.94073776062;0.682;4.0;1
0.2;0.8;1.84956526345;0.118;2.63586729838;0.5148;3.0;1
0.2;0.8;1.85053887792;0.0692;2.62103154077;0.5536;3.0;1
0.2;0.8;1.84376875478;0.0032;2.67016517409;0.93;3.0;1
0.2;0.8;1.8426720033;0.0116;2.72442067838;0.868;3.0;1
0.2;0.8;1.85166704674;0.1204;3.0811171072;0.9352;5.0;1
0.2;0.8;1.84793093264;0.0548;2.91990383212;0.9304;4.0;1
0.2;0.8;1.84469798343;0.0072;2.6985965495;0.7076;3.0;1
0.2;0.8;1.84712162221;0.0488;2.9199675005;0.9004;4.0;1
0.2;0.8;1.84544013922;0.0052;2.69260223827;0.0416;3.0;1
0.2;0.8;1.84783001951;0.0256;2.68341071792;0.7804;3.0;1
0.2;0.8;1.85293094884;0.08;2.8360706019;0.7288;4.0;1
0.2;0.8;1.84837549221;0.0024;2.62398806768;0.9348;3.0;1
0.2;0.8;1.85365094175;0.0388;2.6730353109;0.6636;3.0;1
0.2;0.8;1.85379148499;0.1728;2.97885945742;0.8508;5.0;1
0.2;0.8;1.84590832303;0.0156;2.93091747808;0.9824;4.0;1
0.2;0.8;1.8473607841;0.2784;3.21962802215;0.9936;6.0;1
0.2;0.8;1.84124279679;0.0;2.75006580502;0.654;3.0;1
0.2;0.8;1.85173971903;0.0192;2.66070676055;0.4724;3.0;1
0.2;0.8;1.84897423261;0.0512;2.85261598915;0.6348;4.0;1
0.2;0.8;1.84805452316;0.0228;2.72053678686;0.6196;3.0;1
0.2;0.8;1.8478181815;0.0624;2.64745848157;0.7152;3.0;1
0.2;0.8;1.8570068349;0.1428;2.62473294813;0.678;3.0;1
0.2;0.8;1.84829449415;0.09;2.64550206105;0.596;3.0;1
0.2;0.8;1.85272360214;0.0396;2.59879689242;0.7108;3.0;1
0.2;0.8;1.8473221676;0.0324;2.72894359608;0.452;3.0;1
0.2;0.8;1.85094701329;0.33;2.60829576396;0.4408;3.0;1
0.2;0.8;1.84260130999;0.002;3.16625518424;0.5284;5.0;1
0.2;0.8;1.84863262431;0.126;3.02258578335;0.8684;6.0;1
0.2;0.8;1.85267545473;0.0148;2.88875524086;0.67;4.0;1
0.2;0.8;1.84520496794;0.002;2.91094167652;0.994;4.0;1
0.2;0.8;1.84317861574;0.0044;2.74705064685;0.2988;3.0;1
0.2;0.8;1.84049262978;0.0188;2.90322062941;0.586;4.0;1
0.2;0.8;1.84757456717;0.2116;2.98669256947;0.6632;5.0;1
0.2;0.8;1.85084654996;0.3268;3.06753232339;0.8924;5.0;1
0.2;0.8;1.84269050045;0.1716;3.08947369847;0.9204;5.0;1
0.2;0.8;1.85385706966;0.0412;2.83589890223;0.996;4.0;1
0.2;0.8;1.85407022051;0.3808;3.2111707646;0.8436;6.0;1
0.2;0.8;1.8592426544;0.0896;3.04888225408;0.7008;6.0;1
0.2;0.8;1.84360138896;0.0196;2.65385285268;0.4668;3.0;1
0.2;0.8;1.85354865813;0.2624;2.97856253332;0.85;5.0;1
0.2;0.8;1.84886625278;0.0208;2.68560001736;0.9276;3.0;1
0.2;0.8;1.85341395936;0.0472;2.60540171267;0.5116;3.0;1
0.2;0.8;1.84427603305;0.0084;2.69366445284;0.2048;3.0;1
0.2;0.8;1.85237364142;0.088;2.67520523968;0.5952;3.0;1
0.2;0.8;1.84758567811;0.022;2.66848520076;0.8024;3.0;1
0.2;0.8;1.844765908;0.0148;2.4121344423;0.5364;2.0;1
0.2;0.8;1.84802387806;0.0128;3.19798606195;0.7224;6.0;1
0.2;0.8;1.84768828834;0.3876;3.22805240981;0.9264;6.0;1
0.2;0.8;1.84401388334;0.0176;2.6782337434;0.7272;3.0;1
0.2;0.8;1.84626734136;0.0016;2.74437683694;0.7936;3.0;1
0.2;0.8;1.85236665278;0.3268;3.03139759753;0.7436;5.0;1
0.2;1.0;1.83707465612;0.1108;2.6611898701;0.5048;3.0;1
0.2;1.0;1.85391125801;0.0804;2.78309743576;0.8408;4.0;1
0.2;1.0;1.84880668578;0.1056;3.02694951753;0.9168;5.0;1
0.2;1.0;1.84706935597;0.0988;2.64663898418;0.3732;3.0;1
0.2;1.0;1.8598627859;0.0216;2.65875047792;0.7796;3.0;1
0.2;1.0;1.84831719136;0.1136;2.90040744944;0.8448;4.0;1
0.2;1.0;1.8460251121;0.0608;3.17650930935;0.6432;6.0;1
0.2;1.0;1.85094941413;0.0256;2.86100220686;0.9568;4.0;1
0.2;1.0;1.85300940402;0.2192;3.07543509486;0.7328;5.0;1
0.2;1.0;1.85110985434;0.046;2.64160018891;0.1476;3.0;1
0.2;1.0;1.852638695;0.3444;3.19843836564;0.8808;6.0;1
0.2;1.0;1.84490341427;0.128;3.18840137648;0.6648;5.0;1
0.2;1.0;1.85093383377;0.2272;3.37325198956;0.6884;8.0;1
0.2;1.0;1.84241408387;0.0068;2.71257114036;0.5164;3.0;1
0.2;1.0;1.84941514258;0.2404;2.59284172594;0.482;3.0;1
0.2;1.0;1.84517303011;0.044;3.02628214304;0.838;5.0;1
0.2;1.0;1.85391095532;0.2104;2.92109239036;0.8796;4.0;1
0.2;1.0;1.84955972898;0.0336;3.03054941107;0.9592;5.0;1
0.2;1.0;1.84462537002;0.1928;3.31269880622;0.9768;6.0;1
0.2;1.0;1.84911339996;0.0344;2.62596218729;0.6088;3.0;1
0.2;1.0;1.85297337651;0.3172;3.58385805403;0.7908;8.0;1
0.2;1.0;1.84718300238;0.0064;3.07969169081;0.9508;7.0;1
0.2;1.0;1.84460630105;0.012;2.7401202089;0.8128;3.0;1
0.2;1.0;1.84915259718;0.0152;2.89632144521;0.9008;4.0;1
0.2;1.0;1.84919478422;0.0268;2.86884356053;0.962;4.0;1
0.2;1.0;1.84871016496;0.0184;2.85058582004;0.986;4.0;1
0.2;1.0;1.85079099469;0.0784;3.14450415315;0.8556;6.0;1
0.2;1.0;1.84823434402;0.0404;2.83417968211;0.8384;4.0;1
0.2;1.0;1.84324078066;0.0008;2.72299626238;0.8264;3.0;1
0.2;1.0;1.84247846553;0.0876;3.16612218882;0.9724;5.0;1
0.2;1.0;1.84608899313;0.008;2.93237220292;0.5308;4.0;1
0.2;1.0;1.84365836883;0.0156;2.91941158853;0.6012;4.0;1
0.2;1.0;1.85783225718;0.0092;2.69454662161;0.8164;3.0;1
0.2;1.0;1.85583699131;0.0724;2.86265683756;0.4436;4.0;1
0.2;1.0;1.8513711942;0.0496;2.9544793675;0.9692;5.0;1
0.2;1.0;1.8589688485;0.0312;2.79944031054;0.506;4.0;1
0.2;1.0;1.83890773718;0.0108;3.10962752263;0.6772;5.0;1
0.2;1.0;1.85006988726;0.062;2.87123943706;0.7952;4.0;1
0.2;1.0;1.85501600549;0.0944;2.40053326888;0.222;2.0;1
0.2;1.0;1.84917657623;0.1096;2.80764522753;0.718;4.0;1
0.2;1.0;1.84386422828;0.106;3.35360558281;0.654;6.0;1
0.2;1.0;1.84744488525;0.0016;2.85342216076;0.986;4.0;1
0.2;1.0;1.84918253884;0.0064;2.85971847562;0.9576;4.0;1
0.2;1.0;1.85438054468;0.0776;2.8994671884;0.95;4.0;1
0.2;1.0;1.84599235171;0.036;3.09412593353;0.782;5.0;1
0.2;1.0;1.84669214812;0.0092;2.84593849343;0.8376;4.0;1
0.2;1.0;1.84823386747;0.0;2.98697421105;0.8472;5.0;1
0.2;1.0;1.85220485267;0.0204;2.66229166124;0.5532;3.0;1
0.2;1.0;1.84733576957;0.1444;2.40568835359;0.072;2.0;1
0.2;1.0;1.84249661953;0.002;2.97493325297;0.796;4.0;1
0.2;1.0;1.85232225548;0.4544;3.21022713706;0.836;6.0;1
0.2;1.0;1.84708266201;0.324;3.10302250106;0.6852;5.0;1
0.2;1.0;1.85019002122;0.1452;2.57822236525;0.372;3.0;1
0.2;1.0;1.84807269935;0.0236;2.83970079795;0.884;4.0;1
0.2;1.0;1.84927598936;0.006;2.72728677721;0.8604;3.0;1
0.2;1.0;1.84564690407;0.08;2.6411042806;0.3656;3.0;1
0.2;1.0;1.84452220658;0.0044;2.71672291683;0.6604;3.0;1
0.2;1.0;1.85352854154;0.0824;2.70161169008;0.6016;3.0;1
0.2;1.0;1.85564772057;0.1192;2.82325910308;0.9916;4.0;1
0.2;1.0;1.85597010668;0.2912;2.5823923331;0.5724;3.0;1
0.2;1.0;1.84888876568;0.0144;2.70893392313;0.4264;3.0;1
0.2;1.0;1.84448922588;0.1108;2.6556591646;0.2092;3.0;1
0.2;1.0;1.85707834833;0.0852;2.76523623111;0.8984;4.0;1
0.2;1.0;1.85501498397;0.0056;2.67362167378;0.7564;3.0;1
0.2;1.0;1.84479605574;0.0316;2.91392950537;0.7392;4.0;1
0.2;1.0;1.85712910861;0.1292;2.58986011088;0.3848;3.0;1
0.2;1.0;1.84839571512;0.0128;2.66905605616;0.6268;3.0;1
0.2;1.0;1.85158253159;0.2404;2.85745509882;0.678;4.0;1
0.2;1.0;1.84990874495;0.1144;2.64246208033;0.54;3.0;1
0.2;1.0;1.84637945535;0.1488;3.22028533961;0.662;6.0;1
0.2;1.0;1.84696633332;0.012;2.88995736432;0.6152;4.0;1
0.2;1.0;1.84910371645;0.1836;2.6901028518;0.45;3.0;1
0.2;1.0;1.84738305124;0.0444;2.68198378471;0.4756;3.0;1
0.2;1.0;1.84631806815;0.0092;2.86454302685;0.8704;4.0;1
0.2;1.0;1.8401672058;0.0032;3.11986818721;0.8636;5.0;1
0.2;1.0;1.85970937028;0.2332;2.93944814625;0.7724;5.0;1
0.2;1.0;1.84339980403;0.0172;3.13778849753;0.958;5.0;1
0.2;1.0;1.85209292861;0.0032;2.83892787781;0.982;4.0;1
0.2;1.0;1.84158042447;0.0032;2.648983693;0.8888;3.0;1
0.2;1.0;1.84446742372;0.0536;3.05217566836;0.9944;5.0;1
0.2;1.0;1.84558636253;0.0016;2.91520263353;0.4772;4.0;1
0.2;1.0;1.84204505635;0.0032;2.86111434736;0.8568;4.0;1
0.2;1.0;1.84935434135;0.0216;2.64988291809;0.6912;3.0;1
0.2;1.0;1.84809514254;0.3316;2.67410758783;0.4336;3.0;1
0.2;1.0;1.8417258803;0.0516;3.04593674409;0.9776;5.0;1
0.2;1.0;1.851647498;0.1548;2.6151157176;0.3588;3.0;1
