nu1_all;p_value_all;nu1;p_value;xmin
1.7082373158;0.0;2.8680857616;0.9936;8.0
1.69695139335;0.0;2.67693462989;0.2156;5.0
1.70258588806;0.0004;3.01081683984;0.9352;8.0
1.70951777093;0.0;2.56302248638;0.2724;4.0
1.70246428997;0.0016;2.36494488166;0.0924;3.0
1.70708879468;0.0044;2.34191922421;0.134;3.0
1.70008607327;0.0;2.9462847869;0.252;8.0
1.69467507929;0.0;2.8344964557;0.8108;6.0
1.70277152502;0.0;2.64954517264;0.7012;5.0
1.70488858154;0.0008;2.40616600836;0.1296;3.0
1.70102265159;0.0008;2.84872145789;0.908;7.0
1.70104668581;0.0;2.85197027154;0.9912;6.0
1.70562383503;0.0;2.6939500775;0.8932;5.0
1.70135728544;0.0;2.6331357918;0.6388;5.0
1.70398410649;0.0;2.7379281067;0.6364;6.0
1.70563744834;0.0;2.75848061762;0.9144;6.0
1.7071676004;0.002;2.63627993832;0.9028;5.0
1.70346808379;0.0;2.69349656701;0.5056;5.0
1.71137714983;0.0016;2.69713161553;0.734;6.0
1.70628498517;0.0008;2.62406799177;0.8148;5.0
1.70388498774;0.0;2.87552259875;0.924;7.0
1.70743503513;0.0012;2.94858591452;0.9444;8.0
1.70977672345;0.0;2.65181500217;0.9348;8.0
1.70642357338;0.0;2.6429265533;0.74;5.0
1.70434362427;0.0012;2.63598767352;0.2272;5.0
1.71169336572;0.0036;2.48587897636;0.1752;4.0
1.70499435657;0.0;2.71762115195;0.4272;6.0
1.70305841485;0.0;2.65415373743;0.138;5.0
1.70198738791;0.0;2.90216592888;0.9036;7.0
1.70729470913;0.0004;2.35543143808;0.26;3.0
1.70157391337;0.0;2.78175226344;0.5468;6.0
1.70962741781;0.0;2.72991711482;0.5556;5.0
1.7036384642;0.0004;3.02189034937;0.7804;9.0
1.70964028415;0.0032;2.32335852209;0.1376;3.0
1.70595204847;0.0004;2.61430737052;0.6608;5.0
1.70218873705;0.0004;2.38481053622;0.5256;3.0
1.70737236922;0.0028;2.73988581353;0.8016;6.0
1.69926555253;0.0;2.64352482361;0.8316;5.0
1.69632088253;0.0;2.68790182952;0.764;5.0
1.70624373091;0.0;2.5849826333;0.4088;4.0
1.70210754036;0.0;2.88191576622;0.5876;6.0
1.71188481376;0.0064;2.48063622087;0.2152;4.0
1.70761150911;0.0;2.50766983282;0.49;4.0
1.70708793679;0.0;2.82880901788;0.7484;6.0
1.70375393322;0.0004;3.01489321158;0.9672;8.0
1.70824851133;0.0;2.91705058919;0.8556;7.0
1.70421680847;0.0;2.50755058099;0.952;4.0
1.70599092849;0.0004;2.76262930181;0.7824;6.0
1.7057162519;0.0;2.65834538831;0.8404;5.0
1.70764048066;0.0004;2.81966227525;0.984;7.0
1.7099907624;0.0;2.52778630427;0.9804;4.0
1.70727669858;0.0;2.51580095822;0.1708;4.0
1.7068310559;0.0;3.06014017697;0.9004;9.0
1.70412968725;0.004;2.33486610354;0.0276;3.0
1.70577642741;0.0004;2.81233680955;0.8908;7.0
1.70897468257;0.0;2.49126443922;0.446;4.0
1.70344704253;0.0;2.8022234385;0.7116;7.0
1.70362706234;0.0008;2.52834783971;0.332;4.0
1.70526523625;0.0;2.91354843586;0.7244;8.0
1.70587267952;0.0;2.70327531307;0.398;5.0
1.70344855259;0.004;2.48995532466;0.5084;4.0
1.71295674906;0.0032;2.37117042497;0.9212;3.0
1.70555805253;0.0004;2.98008960693;0.4792;8.0
1.70365167082;0.0;2.51865154962;0.2068;4.0
1.71040926093;0.0004;2.64088190913;0.4864;5.0
1.70745700727;0.0;2.65185317956;0.3824;5.0
1.71305614607;0.0;2.3831630022;0.8296;3.0
1.70645414925;0.0;2.35881151886;0.0908;3.0
1.70656542468;0.0;2.71660365047;0.908;6.0
1.70332536581;0.0;2.62486673571;0.8572;5.0
1.70417549546;0.0;2.34604779127;0.0056;3.0
1.71421799667;0.0452;2.98984066161;0.7128;9.0
1.70321199853;0.0004;2.65651316827;0.546;5.0
1.70546967471;0.0;2.74083900842;0.7532;6.0
1.70370506027;0.0;2.58936297555;0.8468;4.0
1.70325909666;0.0;2.57014134952;0.7056;4.0
1.70859771771;0.0;2.91545044146;0.9;7.0
1.70198569553;0.0;2.38195038582;0.116;3.0
1.70310598233;0.0;2.82316044531;0.8952;6.0
1.70763662689;0.0;2.54155892407;0.3484;4.0
1.71094706707;0.0;2.80720762483;0.61;6.0
1.71114310969;0.004;2.55338308304;0.7832;4.0
1.70328566829;0.0;2.72574040404;0.8792;6.0
1.70880424003;0.002;2.61662095604;0.7488;5.0
1.70385672593;0.0016;2.7435846045;0.2252;6.0
1.70348254169;0.0;2.6790173837;0.8976;5.0
1.70677761691;0.0;2.64268555316;0.8252;5.0
1.70432680028;0.0;2.66908850532;0.364;5.0
1.70795113345;0.0016;2.84076012444;0.6844;7.0
1.70879246772;0.0016;2.51336707807;0.174;4.0
1.70768511408;0.0;2.71991609002;0.9448;6.0
1.69526098389;0.0;2.776539565;0.8004;6.0
1.70262905657;0.0004;2.56313307989;0.2352;4.0
1.71139840577;0.002;2.81492735991;0.46;8.0
1.70690546529;0.0;2.69170483055;0.9976;5.0
1.69943888282;0.0;3.06885030165;0.6124;9.0
1.70572679352;0.002;2.5323739969;0.1604;4.0
1.7107594265;0.0068;2.70264085954;0.7728;6.0
1.7086531332;0.0;2.83133461002;0.7684;6.0
1.70602636867;0.0;3.1267583786;0.5804;12.0
