alpha_all;p_value_all;alpha;p_value;xmin
1.84344463657;0.0104;2.73724037988;0.7116;3.0
1.8524305795;0.0016;2.68255367155;0.7748;3.0
1.85134828782;0.0276;2.98103546101;0.5716;4.0
1.83588344497;0.0004;2.72696608047;0.6096;3.0
1.85090942013;0.1508;3.40968575713;0.6328;7.0
1.85289069365;0.0256;2.65367959784;0.8368;3.0
1.85275032215;0.0796;2.86515233398;0.7804;4.0
1.85805012886;0.1208;2.65345241914;0.958;3.0
1.84498922768;0.0372;2.73126526016;0.4352;3.0
1.84615135126;0.0408;3.07749102788;0.7904;5.0
1.8478390525;0.1844;2.84932107151;0.7564;4.0
1.84256759422;0.0456;2.68480224652;0.5584;3.0
1.85049726737;0.066;2.92328300663;0.3368;4.0
1.85012956438;0.0196;2.63693787085;0.424;3.0
1.85272209501;0.0076;2.66467631869;0.6236;3.0
1.84690145014;0.078;2.70471046358;0.6496;3.0
1.85302375303;0.07;2.67617072621;0.9436;3.0
1.8527222267;0.0368;2.7828317265;0.9172;4.0
1.85300777396;0.0048;2.82666784362;0.8824;4.0
1.85041348436;0.2008;2.67529290832;0.4152;3.0
1.84712240393;0.0576;3.01397173495;0.8348;5.0
1.84670522866;0.136;2.70278376354;0.6212;3.0
1.85175936589;0.3492;2.60873922007;0.5936;3.0
1.85447987385;0.0064;2.66688764749;0.9004;3.0
1.84369588709;0.0528;2.89026787565;0.4392;4.0
1.84501997116;0.0872;3.02582213732;0.948;5.0
1.85110312093;0.0032;2.65320554416;0.7472;3.0
1.84614360319;0.0344;3.17879310408;0.4464;5.0
1.84896833665;0.2068;2.35077666942;0.0356;2.0
1.84453327607;0.0036;3.02733368754;0.4;4.0
1.84934463649;0.0252;2.68619974142;0.0912;3.0
1.848039698;0.0452;2.89325102663;0.7836;4.0
1.84550034753;0.0192;2.85788946406;0.9636;4.0
1.85595994467;0.0704;2.72938047637;0.8604;4.0
1.84734940665;0.0052;2.59055599949;0.5576;3.0
1.84440195388;0.04;2.74638941731;0.5324;3.0
1.85010732002;0.0088;2.8809295445;0.9604;4.0
1.84400849409;0.1076;2.65573520579;0.4396;3.0
1.85424064717;0.0056;2.69150084277;0.6932;3.0
1.84852428649;0.0184;3.06686345513;0.8224;5.0
1.8450977437;0.2216;2.86697578957;0.3636;4.0
1.84318956031;0.0268;3.02456925217;0.9768;6.0
1.85226555224;0.02;2.87163962111;0.9844;4.0
1.85613341751;0.1;3.03819402312;0.9404;5.0
1.84887232425;0.0004;2.75223105638;0.9968;4.0
1.8442737237;0.0024;2.88369136432;0.2684;4.0
1.84832453518;0.2548;3.06787264548;0.4148;5.0
1.84890934285;0.0444;3.05142213676;0.954;5.0
1.84746850597;0.2144;2.39895138915;0.1924;2.0
1.85296671669;0.2476;3.18076067083;0.8276;6.0
1.85736927667;0.0756;2.59208654309;0.7576;3.0
1.85023176449;0.028;2.68757422644;0.3124;3.0
1.85199711576;0.076;2.39183727328;0.3924;2.0
1.84926980552;0.0588;2.64764340721;0.7424;3.0
1.84796960569;0.0844;2.91991867869;0.7412;4.0
1.84481370061;0.0252;2.70499975042;0.8756;3.0
1.83968065427;0.0428;3.34644528206;0.3888;6.0
1.84675201715;0.078;2.87054824349;0.8904;4.0
1.85636975672;0.01;2.81546277992;0.7724;4.0
1.84588361584;0.2904;2.64018016189;0.1492;3.0
1.8501747861;0.0656;3.14834396388;0.9512;6.0
1.84551617684;0.0332;2.66308943398;0.2248;3.0
1.85909904558;0.126;3.1356487013;0.9712;6.0
1.85487436876;0.0664;2.85788824722;0.7812;4.0
1.85104846664;0.4968;3.04448001411;0.9984;5.0
1.84851612396;0.1916;2.61879942135;0.2304;3.0
1.85630644968;0.0084;2.81122169082;0.9004;4.0
1.84824631665;0.254;3.19332195891;0.6156;6.0
1.84430761711;0.0056;2.88213758413;0.8136;4.0
1.84700327626;0.1672;3.31597635136;0.9008;7.0
1.85520339682;0.1848;2.85158458396;0.3488;4.0
1.84534467282;0.0104;3.01752142442;0.7588;5.0
1.85099511237;0.0084;2.89464726118;0.91;4.0
1.8450602519;0.036;3.04901399492;0.642;6.0
1.85395951541;0.0888;2.82720744728;0.8604;4.0
1.85093402845;0.0228;2.4132261471;0.3272;2.0
1.84256671392;0.0472;2.67299559111;0.4468;3.0
1.85053169134;0.0448;2.40046314541;0.3344;2.0
1.84447860953;0.0196;2.69772701014;0.7196;3.0
1.84997781236;0.0696;2.85043598966;0.9064;4.0
1.84787716627;0.0008;2.84141591281;0.9792;5.0
1.84693968303;0.0172;2.92192201491;0.968;4.0
1.85156442722;0.0472;2.93356247639;0.0952;4.0
1.83863673957;0.016;2.70426691824;0.6036;3.0
1.85175010136;0.2844;3.05897222695;0.824;5.0
1.84553692679;0.062;2.93620400183;0.4464;4.0
1.85219897308;0.0768;2.78924229376;0.742;4.0
1.85507443877;0.164;3.45458883873;0.9704;8.0
1.83998022293;0.1568;3.23992651152;0.992;6.0
1.84630788452;0.004;2.83111432317;0.904;4.0
1.84755918279;0.1944;2.64809921422;0.3168;3.0
1.8528071658;0.1644;2.79441952973;0.9768;4.0
1.84901375422;0.0988;3.10675881541;0.9988;6.0
1.8478966049;0.2268;2.69984208712;0.2556;3.0
1.85616723968;0.234;2.61497883595;0.2732;3.0
1.85192530667;0.082;2.66421071149;0.5012;3.0
1.84601640277;0.0572;2.83574020903;0.98;4.0
1.84576953469;0.0236;2.83972991577;0.888;4.0
1.84680905905;0.0316;2.87690052048;0.9948;4.0
1.85052582066;0.0592;2.6351986635;0.7012;3.0
