alpha_all;p_value_all;alpha;p_value;xmin
1.88053566019;0.0008;3.02258095719;0.9692;4.0
1.89062928399;0.002;2.92714719897;0.9076;4.0
1.8900514147;0.0736;2.48606654236;0.3408;2.0
1.89242960149;0.036;3.20453467279;0.7852;5.0
1.87714869714;0.0008;3.13571913754;0.8932;4.0
1.88558925702;0.042;3.03363879477;0.6248;4.0
1.88977530975;0.2304;3.36745111917;0.53;10.0
1.88598006002;0.0564;2.49615033089;0.3716;2.0
1.87926651701;0.0028;2.87147045916;0.31;3.0
1.89767492098;0.1764;3.14899440396;0.6548;5.0
1.88574571261;0.0112;2.76850421199;0.7124;3.0
1.88331893223;0.2024;3.55770335068;0.9916;6.0
1.88898513698;0.0188;3.06067364546;0.7232;4.0
1.88649143097;0.01;3.0255755573;0.9964;4.0
1.8871016726;0.0196;3.03273638746;0.6932;4.0
1.88339694667;0.0028;3.06153757917;0.8188;4.0
1.89201919948;0.3836;3.54176857953;0.8676;7.0
1.88682921627;0.0024;3.04904428253;0.9816;5.0
1.88967367425;0.0452;2.82809114482;0.5508;3.0
1.89033918609;0.026;2.97791492851;0.9208;4.0
1.88641581046;0.0116;2.87122272493;0.7784;3.0
1.87846539339;0.0036;3.09279783708;0.9608;4.0
1.88071075207;0.004;2.90074223767;0.9504;3.0
1.88565353417;0.0;2.83030954215;0.7244;3.0
1.8861353957;0.0272;3.02555200295;0.7888;4.0
1.88900100941;0.0856;3.20045674256;0.7964;5.0
1.8879810478;0.0;2.81725059832;0.8332;3.0
1.88575251061;0.0204;2.79192171134;0.168;3.0
1.88830757084;0.054;3.32585014158;0.652;5.0
1.89385653454;0.0652;2.75604354758;0.8588;3.0
1.88490051857;0.0372;3.10307762403;0.808;4.0
1.88518065931;0.0136;2.80320657007;0.7808;3.0
1.88879069098;0.0664;3.00289896985;0.9088;4.0
1.88659795796;0.1364;3.05512946099;0.5832;4.0
1.8927871159;0.0288;2.73724729452;0.8136;3.0
1.89152849875;0.0772;2.9704916888;0.9168;4.0
1.88988285655;0.1092;3.04326556265;0.6476;4.0
1.89660577999;0.0344;2.71851095963;0.846;3.0
1.89078652351;0.0672;2.97249191565;0.9744;4.0
1.88789836996;0.0664;3.07621649135;0.4304;4.0
1.88174592491;0.0772;3.49747997628;0.2848;5.0
1.88807039217;0.0308;2.79755285942;0.9284;3.0
1.88962116483;0.2668;2.72766967707;0.3588;3.0
1.892968783;0.224;2.47053883827;0.2168;2.0
1.89128468254;0.0756;3.01736011893;0.842;4.0
1.88568244406;0.0496;3.52530467574;0.9416;7.0
1.88850967425;0.0192;2.8471775344;0.61;3.0
1.8838545189;0.008;3.24701833312;0.5056;5.0
1.88843088755;0.222;3.03619028094;0.3176;4.0
1.89127181795;0.0124;2.86223389045;0.8148;3.0
1.88657454488;0.0464;3.07552884696;0.6728;4.0
1.89286298208;0.0164;3.01763166946;0.7664;4.0
1.88150020148;0.0272;3.3917459411;0.9376;5.0
1.88815785497;0.1488;3.30089997061;0.7436;5.0
1.88548588573;0.0152;2.8513273838;0.7984;3.0
1.89244896804;0.0964;3.1610155994;0.998;5.0
1.89286346213;0.1272;2.79386193734;0.4484;3.0
1.88890367099;0.2192;3.10531572485;0.678;4.0
1.89202710429;0.0668;2.78019231441;0.506;3.0
1.90089720317;0.0712;2.64097225217;0.8688;3.0
1.89160142281;0.0704;3.37546798425;0.5644;6.0
1.88505975006;0.0044;3.03063955898;0.74;4.0
1.88759309512;0.0116;2.80451554705;0.6192;3.0
1.89264611733;0.1308;3.03921736315;0.7572;4.0
1.88367308786;0.0756;3.41235425824;0.5488;5.0
1.88677536307;0.1468;3.2500213407;0.5984;5.0
1.88226291728;0.0004;2.86113517975;0.572;3.0
1.88866749606;0.0068;2.72144862745;0.7976;3.0
1.88646054565;0.0044;3.21726880553;0.8748;5.0
1.88659197695;0.0228;2.88813209824;0.62;3.0
1.88887448861;0.0012;2.91695454143;0.9552;4.0
1.8808302038;0.0024;2.88278225943;0.476;3.0
1.88420581478;0.0116;3.63610514061;0.8432;7.0
1.88805654286;0.0268;2.8492935718;0.628;3.0
1.88833144778;0.0072;2.81540767433;0.6724;3.0
1.8910407576;0.3384;3.2079470434;0.8124;5.0
1.88680729829;0.0068;2.83996312382;0.8484;3.0
1.8892070332;0.1656;3.26240082811;0.9456;5.0
1.89088789234;0.0244;2.78235261213;0.8828;3.0
1.88955119967;0.022;3.14321292135;0.504;4.0
1.88729177611;0.0316;3.24399892623;0.3752;5.0
1.88336236882;0.0088;2.91073002431;0.5476;3.0
1.89044504071;0.0016;2.73280130567;0.732;3.0
1.88289982219;0.0004;2.77604877342;0.7536;3.0
1.8916547125;0.2236;2.7945167118;0.128;3.0
1.89601269389;0.0388;2.77796702161;0.3072;3.0
1.89326068096;0.0052;2.80768463863;0.9768;3.0
1.8944424994;0.0368;2.79365868401;0.52;3.0
1.88054733881;0.0052;2.81321909424;0.66;3.0
1.89270586294;0.0148;2.72437937044;0.7088;3.0
1.89115880535;0.1308;3.00082994125;0.7396;4.0
1.87826524453;0.0;3.28757428308;0.8232;5.0
1.88831221598;0.0108;2.53080034587;0.0848;2.0
1.88597951708;0.016;3.1192237893;0.8916;4.0
1.89178075603;0.0388;2.78121508137;0.1492;3.0
1.89070659141;0.0064;2.73634262097;0.7424;3.0
1.88854678269;0.2072;3.13033474181;0.6256;4.0
1.89611624277;0.0464;3.17512080149;0.7572;5.0
1.88346202194;0.0048;2.83491619992;0.374;3.0
1.8858136225;0.0292;3.12129987665;0.7664;7.0
