nu1_all;p_value_all;nu1;p_value;xmin
1.72355644561;0.0;2.91973001801;0.968;6.0
1.72376768799;0.0004;3.24723527861;0.824;10.0
1.72300607799;0.0048;2.54156832588;0.1816;4.0
1.72314569285;0.0008;2.44880439683;0.4868;3.0
1.72018376698;0.0;2.7025200831;0.8144;5.0
1.72213476613;0.0028;2.60184065657;0.116;4.0
1.72276634873;0.0;2.40733041947;0.04;3.0
1.71951088544;0.0;2.77596184249;0.724;5.0
1.72635797443;0.0;2.6027632141;0.7248;4.0
1.72311687064;0.0;2.41695522146;0.27;3.0
1.72477044584;0.0088;2.9392906808;0.7168;7.0
1.72681321206;0.0012;2.41548375851;0.204;3.0
1.72437227505;0.0;2.4560911358;0.6784;3.0
1.72354442899;0.0;2.76587676167;0.9944;5.0
1.72653760086;0.0;2.67872161362;0.9472;5.0
1.72766527761;0.0;2.60292735554;0.718;4.0
1.71861015725;0.0;3.15161652702;0.2768;8.0
1.7208713761;0.0;2.66087198789;0.8596;4.0
1.72272280499;0.0;2.57267932188;0.5344;4.0
1.72057796596;0.0;2.92186940974;0.4596;6.0
1.72234538299;0.0;2.18237895439;0.0376;2.0
1.72588153056;0.0;2.76648398145;0.476;5.0
1.72718759045;0.0032;2.65961310334;0.6464;5.0
1.72756152741;0.0;2.73410721163;0.8992;5.0
1.72031745766;0.0;2.97672795029;0.6932;6.0
1.72192518232;0.0004;2.73878979828;0.6416;5.0
1.7229989708;0.0008;2.84641296804;0.7692;6.0
1.71918248378;0.0;2.59751134939;0.7728;4.0
1.71996480544;0.0;2.58427320852;0.5648;4.0
1.7166107421;0.0;2.64061322171;0.338;4.0
1.7215051953;0.0;3.03686451881;0.9948;7.0
1.71882225724;0.0;2.42421173466;0.2448;3.0
1.72569311535;0.0;2.69850812437;0.9496;5.0
1.72264817955;0.0016;3.06314621469;0.4704;8.0
1.7228548353;0.0;2.71406407661;0.3556;5.0
1.71797224521;0.0016;3.17658301722;0.7628;9.0
1.72421556288;0.0008;3.03785419373;0.91;8.0
1.71848344033;0.0;2.61938040847;0.4528;4.0
1.71653037803;0.0;2.18865164692;0.08;2.0
1.7163133605;0.0;2.79238781322;0.9476;5.0
1.72246378556;0.0008;2.80409402506;0.7396;6.0
1.72865181583;0.0;2.74124920953;0.9848;5.0
1.72230107365;0.0012;2.3853201592;0.052;3.0
1.72358271014;0.0;2.82097063881;0.946;6.0
1.72085704004;0.0;2.62305142122;0.2212;4.0
1.72230651087;0.0;2.43053218978;0.2;3.0
1.72343219796;0.0;2.59622504718;0.6296;4.0
1.71261720631;0.0;2.64309228061;0.4676;4.0
1.72703162778;0.0;2.91672478279;0.9464;7.0
1.71425223549;0.0;2.44763628905;0.092;3.0
1.71993136421;0.0;2.95309929643;0.8916;8.0
1.71776545502;0.0;3.30560593064;0.8116;11.0
1.72172469527;0.0;2.75469600126;0.956;5.0
1.72352891609;0.0;2.4146409872;0.3428;3.0
1.72269366161;0.0;2.61426298888;0.2652;4.0
1.72362095654;0.0;2.87330623039;0.9976;6.0
1.72165736516;0.0;2.77371501155;0.8972;5.0
1.72184652695;0.0056;2.71904933693;0.0548;5.0
1.72169754629;0.0;2.46306840739;0.8444;3.0
1.71739832825;0.0;3.11561994795;0.8508;9.0
1.72059494424;0.0;2.41980931238;0.1336;3.0
1.72720680144;0.0;2.88448520591;0.9968;6.0
1.72425051909;0.0;2.58778593015;0.7548;4.0
1.71915586119;0.0;2.76451587004;0.7548;5.0
1.72277745367;0.0;2.93816250427;0.3568;7.0
1.71834626684;0.0;3.07037540527;0.6548;9.0
1.71603109574;0.0;2.77245846872;0.9012;5.0
1.72167219579;0.0008;3.02020513129;0.5756;8.0
1.72265495723;0.0;2.64806071987;0.7004;4.0
1.72886956222;0.0;2.5994168378;0.9224;4.0
1.71950563948;0.0;3.10204984042;0.6028;11.0
1.72721354682;0.0004;2.57420093365;0.7284;4.0
1.7214206547;0.0;2.64445624963;0.5584;4.0
1.72492392553;0.0;2.55102560978;0.8732;4.0
1.72318777751;0.0;3.22060719235;0.9688;10.0
1.72148435588;0.0;2.77170095974;0.1748;5.0
1.71661289204;0.0008;2.74470806713;0.068;5.0
1.72630116458;0.0008;2.41226985273;0.4432;3.0
1.73245807891;0.0112;2.40306225738;0.5856;3.0
1.71813938341;0.0;3.50469354299;0.4572;17.0
1.72515576886;0.0028;2.91075440182;0.8308;7.0
1.71706959958;0.0;3.16457433097;0.5756;11.0
1.72322106193;0.0;2.74743844233;0.8712;5.0
1.72220243371;0.0;2.65239864226;0.6436;4.0
1.72325015626;0.0;2.9772572768;0.988;7.0
1.72520657744;0.0;2.62304302715;0.7972;4.0
1.72149563739;0.0;2.61425729751;0.416;4.0
1.72174343793;0.0004;2.90385834843;0.6912;7.0
1.71912017388;0.0008;2.60448996015;0.3224;4.0
1.72036898278;0.0008;2.42062305201;0.0888;3.0
1.72271028413;0.0;2.6977401453;0.7716;5.0
1.72237103755;0.0;2.66293625393;0.6548;4.0
1.72437505193;0.0;2.78893056035;0.9912;5.0
1.72345738202;0.0;2.44064281965;0.4208;3.0
1.72641139762;0.0;2.79528730605;0.9908;5.0
1.72737809655;0.0008;2.6331846476;0.8816;4.0
1.72116120463;0.0;2.99524028177;0.9588;6.0
1.7207916234;0.0;2.88513183427;0.8716;6.0
1.72279888847;0.0;2.45569587515;0.4236;3.0
1.72562133906;0.0008;2.42971235017;0.1204;3.0
